symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Difficulty Swallowing,Triggered by activity (Variant 2376)?,9,5,1,5,0
Difficulty Swallowing,Localized or widespread (Variant 2377)?,5,1,2,8,1
Difficulty Swallowing,Constant or intermittent (Variant 2378)?,6,0,3,0,0
Difficulty Swallowing,Does it affect daily activities (Variant 2379)?,4,5,1,7,1
Difficulty Swallowing,Any emergency warning signs (Variant 2380)?,2,5,2,4,0
Cyanosis,Since how many days (Variant 2381)?,1,3,3,3,1
Cyanosis,"Mild, moderate or severe (Variant 2382)?",8,2,1,6,0
Cyanosis,How frequently does it occur (Variant 2383)?,3,4,2,1,1
Cyanosis,When did it start worsening (Variant 2384)?,7,3,3,2,0
Cyanosis,Any associated symptoms present (Variant 2385)?,0,5,1,5,1
Cyanosis,Triggered by activity (Variant 2386)?,9,5,2,8,0
Cyanosis,Localized or widespread (Variant 2387)?,5,1,3,0,1
Cyanosis,Constant or intermittent (Variant 2388)?,6,0,1,7,0
Cyanosis,Does it affect daily activities (Variant 2389)?,4,5,2,4,1
Cyanosis,Any emergency warning signs (Variant 2390)?,2,5,3,3,0
Severe Bleeding,Since how many days (Variant 2391)?,1,3,1,6,1
Severe Bleeding,"Mild, moderate or severe (Variant 2392)?",8,2,2,1,0
Severe Bleeding,How frequently does it occur (Variant 2393)?,3,4,3,2,1
Severe Bleeding,When did it start worsening (Variant 2394)?,7,3,1,5,0
Severe Bleeding,Any associated symptoms present (Variant 2395)?,0,5,2,8,1
Severe Bleeding,Triggered by activity (Variant 2396)?,9,5,3,0,0
Severe Bleeding,Localized or widespread (Variant 2397)?,5,1,1,7,1
Severe Bleeding,Constant or intermittent (Variant 2398)?,6,0,2,4,0
Severe Bleeding,Does it affect daily activities (Variant 2399)?,4,5,3,3,1
Severe Bleeding,Any emergency warning signs (Variant 2400)?,2,5,1,6,0
Fever,Since how many days (Variant 2401)?,1,3,2,8,1
Fever,"Mild, moderate or severe (Variant 2402)?",8,2,3,0,0
Fever,How frequently does it occur (Variant 2403)?,3,4,1,7,1
Fever,When did it start worsening (Variant 2404)?,7,3,2,4,0
Fever,Any associated symptoms present (Variant 2405)?,0,5,3,3,1
Fever,Triggered by activity (Variant 2406)?,9,5,1,6,0
Fever,Localized or widespread (Variant 2407)?,5,1,2,1,1
Fever,Constant or intermittent (Variant 2408)?,6,0,3,2,0
Fever,Does it affect daily activities (Variant 2409)?,4,5,1,5,1
Fever,Any emergency warning signs (Variant 2410)?,2,5,2,8,0
Cough,Since how many days (Variant 2411)?,1,3,3,0,1
Cough,"Mild, moderate or severe (Variant 2412)?",8,2,1,7,0
Cough,How frequently does it occur (Variant 2413)?,3,4,2,4,1
Cough,When did it start worsening (Variant 2414)?,7,3,3,3,0
Cough,Any associated symptoms present (Variant 2415)?,0,5,1,6,1
Cough,Triggered by activity (Variant 2416)?,9,5,2,1,0
Cough,Localized or widespread (Variant 2417)?,5,1,3,2,1
Cough,Constant or intermittent (Variant 2418)?,6,0,1,5,0
Cough,Does it affect daily activities (Variant 2419)?,4,5,2,8,1
Cough,Any emergency warning signs (Variant 2420)?,2,5,3,0,0
Fatigue,Since how many days (Variant 2421)?,1,3,1,7,1
Fatigue,"Mild, moderate or severe (Variant 2422)?",8,2,2,4,0
Fatigue,How frequently does it occur (Variant 2423)?,3,4,3,3,1
Fatigue,When did it start worsening (Variant 2424)?,7,3,1,6,0
Fatigue,Any associated symptoms present (Variant 2425)?,0,5,2,1,1
Fatigue,Triggered by activity (Variant 2426)?,9,5,3,2,0
Fatigue,Localized or widespread (Variant 2427)?,5,1,1,5,1
Fatigue,Constant or intermittent (Variant 2428)?,6,0,2,8,0
Fatigue,Does it affect daily activities (Variant 2429)?,4,5,3,0,1
Fatigue,Any emergency warning signs (Variant 2430)?,2,5,1,7,0
Breathlessness,Since how many days (Variant 2431)?,1,3,2,4,1
Breathlessness,"Mild, moderate or severe (Variant 2432)?",8,2,3,3,0
Breathlessness,How frequently does it occur (Variant 2433)?,3,4,1,6,1
Breathlessness,When did it start worsening (Variant 2434)?,7,3,2,1,0
Breathlessness,Any associated symptoms present (Variant 2435)?,0,5,3,2,1
Breathlessness,Triggered by activity (Variant 2436)?,9,5,1,5,0
Breathlessness,Localized or widespread (Variant 2437)?,5,1,2,8,1
Breathlessness,Constant or intermittent (Variant 2438)?,6,0,3,0,0
Breathlessness,Does it affect daily activities (Variant 2439)?,4,5,1,7,1
Breathlessness,Any emergency warning signs (Variant 2440)?,2,5,2,4,0
Chest Pain,Since how many days (Variant 2441)?,1,3,3,3,1
Chest Pain,"Mild, moderate or severe (Variant 2442)?",8,2,1,6,0
Chest Pain,How frequently does it occur (Variant 2443)?,3,4,2,1,1
Chest Pain,When did it start worsening (Variant 2444)?,7,3,3,2,0
Chest Pain,Any associated symptoms present (Variant 2445)?,0,5,1,5,1
Chest Pain,Triggered by activity (Variant 2446)?,9,5,2,8,0
Chest Pain,Localized or widespread (Variant 2447)?,5,1,3,0,1
Chest Pain,Constant or intermittent (Variant 2448)?,6,0,1,7,0
Chest Pain,Does it affect daily activities (Variant 2449)?,4,5,2,4,1
Chest Pain,Any emergency warning signs (Variant 2450)?,2,5,3,3,0
Headache,Since how many days (Variant 2451)?,1,3,1,6,1
Headache,"Mild, moderate or severe (Variant 2452)?",8,2,2,1,0
Headache,How frequently does it occur (Variant 2453)?,3,4,3,2,1
Headache,When did it start worsening (Variant 2454)?,7,3,1,5,0
Headache,Any associated symptoms present (Variant 2455)?,0,5,2,8,1
Headache,Triggered by activity (Variant 2456)?,9,5,3,0,0
Headache,Localized or widespread (Variant 2457)?,5,1,1,7,1
Headache,Constant or intermittent (Variant 2458)?,6,0,2,4,0
Headache,Does it affect daily activities (Variant 2459)?,4,5,3,3,1
Headache,Any emergency warning signs (Variant 2460)?,2,5,1,6,0
Dizziness,Since how many days (Variant 2461)?,1,3,2,1,1
Dizziness,"Mild, moderate or severe (Variant 2462)?",8,2,3,2,0
Dizziness,How frequently does it occur (Variant 2463)?,3,4,1,5,1
Dizziness,When did it start worsening (Variant 2464)?,7,3,2,8,0
Dizziness,Any associated symptoms present (Variant 2465)?,0,5,3,0,1
Dizziness,Triggered by activity (Variant 2466)?,9,5,1,7,0
Dizziness,Localized or widespread (Variant 2467)?,5,1,2,4,1
Dizziness,Constant or intermittent (Variant 2468)?,6,0,3,3,0
Dizziness,Does it affect daily activities (Variant 2469)?,4,5,1,6,1
Dizziness,Any emergency warning signs (Variant 2470)?,2,5,2,1,0
Nausea,Since how many days (Variant 2471)?,1,3,3,2,1
Nausea,"Mild, moderate or severe (Variant 2472)?",8,2,1,5,0
Nausea,How frequently does it occur (Variant 2473)?,3,4,2,8,1
Nausea,When did it start worsening (Variant 2474)?,7,3,3,0,0
Nausea,Any associated symptoms present (Variant 2475)?,0,5,1,7,1
Nausea,Triggered by activity (Variant 2476)?,9,5,2,4,0
Nausea,Localized or widespread (Variant 2477)?,5,1,3,3,1
Nausea,Constant or intermittent (Variant 2478)?,6,0,1,6,0
Nausea,Does it affect daily activities (Variant 2479)?,4,5,2,1,1
Nausea,Any emergency warning signs (Variant 2480)?,2,5,3,2,0
Vomiting,Since how many days (Variant 2481)?,1,3,1,5,1
Vomiting,"Mild, moderate or severe (Variant 2482)?",8,2,2,8,0
Vomiting,How frequently does it occur (Variant 2483)?,3,4,3,0,1
Vomiting,When did it start worsening (Variant 2484)?,7,3,1,7,0
Vomiting,Any associated symptoms present (Variant 2485)?,0,5,2,4,1
Vomiting,Triggered by activity (Variant 2486)?,9,5,3,3,0
Vomiting,Localized or widespread (Variant 2487)?,5,1,1,6,1
Vomiting,Constant or intermittent (Variant 2488)?,6,0,2,1,0
Vomiting,Does it affect daily activities (Variant 2489)?,4,5,3,2,1
Vomiting,Any emergency warning signs (Variant 2490)?,2,5,1,5,0
Diarrhea,Since how many days (Variant 2491)?,1,3,2,8,1
Diarrhea,"Mild, moderate or severe (Variant 2492)?",8,2,3,0,0
Diarrhea,How frequently does it occur (Variant 2493)?,3,4,1,7,1
Diarrhea,When did it start worsening (Variant 2494)?,7,3,2,4,0
Diarrhea,Any associated symptoms present (Variant 2495)?,0,5,3,3,1
Diarrhea,Triggered by activity (Variant 2496)?,9,5,1,6,0
Diarrhea,Localized or widespread (Variant 2497)?,5,1,2,1,1
Diarrhea,Constant or intermittent (Variant 2498)?,6,0,3,2,0
Diarrhea,Does it affect daily activities (Variant 2499)?,4,5,1,5,1
Diarrhea,Any emergency warning signs (Variant 2500)?,2,5,2,8,0
Constipation,Since how many days (Variant 2501)?,1,3,3,0,1
Constipation,"Mild, moderate or severe (Variant 2502)?",8,2,1,7,0
Constipation,How frequently does it occur (Variant 2503)?,3,4,2,4,1
Constipation,When did it start worsening (Variant 2504)?,7,3,3,3,0
Constipation,Any associated symptoms present (Variant 2505)?,0,5,1,6,1
Constipation,Triggered by activity (Variant 2506)?,9,5,2,1,0
Constipation,Localized or widespread (Variant 2507)?,5,1,3,2,1
Constipation,Constant or intermittent (Variant 2508)?,6,0,1,5,0
Constipation,Does it affect daily activities (Variant 2509)?,4,5,2,8,1
Constipation,Any emergency warning signs (Variant 2510)?,2,5,3,0,0
Abdominal Pain,Since how many days (Variant 2511)?,1,3,1,7,1
Abdominal Pain,"Mild, moderate or severe (Variant 2512)?",8,2,2,4,0
Abdominal Pain,How frequently does it occur (Variant 2513)?,3,4,3,3,1
Abdominal Pain,When did it start worsening (Variant 2514)?,7,3,1,6,0
Abdominal Pain,Any associated symptoms present (Variant 2515)?,0,5,2,1,1
Abdominal Pain,Triggered by activity (Variant 2516)?,9,5,3,2,0
Abdominal Pain,Localized or widespread (Variant 2517)?,5,1,1,5,1
Abdominal Pain,Constant or intermittent (Variant 2518)?,6,0,2,8,0
Abdominal Pain,Does it affect daily activities (Variant 2519)?,4,5,3,0,1
Abdominal Pain,Any emergency warning signs (Variant 2520)?,2,5,1,7,0
Back Pain,Since how many days (Variant 2521)?,1,3,2,4,1
Back Pain,"Mild, moderate or severe (Variant 2522)?",8,2,3,3,0
Back Pain,How frequently does it occur (Variant 2523)?,3,4,1,6,1
Back Pain,When did it start worsening (Variant 2524)?,7,3,2,1,0
Back Pain,Any associated symptoms present (Variant 2525)?,0,5,3,2,1
Back Pain,Triggered by activity (Variant 2526)?,9,5,1,5,0
Back Pain,Localized or widespread (Variant 2527)?,5,1,2,8,1
Back Pain,Constant or intermittent (Variant 2528)?,6,0,3,0,0
Back Pain,Does it affect daily activities (Variant 2529)?,4,5,1,7,1
Back Pain,Any emergency warning signs (Variant 2530)?,2,5,2,4,0
Joint Pain,Since how many days (Variant 2531)?,1,3,3,3,1
Joint Pain,"Mild, moderate or severe (Variant 2532)?",8,2,1,6,0
Joint Pain,How frequently does it occur (Variant 2533)?,3,4,2,1,1
Joint Pain,When did it start worsening (Variant 2534)?,7,3,3,2,0
Joint Pain,Any associated symptoms present (Variant 2535)?,0,5,1,5,1
Joint Pain,Triggered by activity (Variant 2536)?,9,5,2,8,0
Joint Pain,Localized or widespread (Variant 2537)?,5,1,3,0,1
Joint Pain,Constant or intermittent (Variant 2538)?,6,0,1,7,0
Joint Pain,Does it affect daily activities (Variant 2539)?,4,5,2,4,1
Joint Pain,Any emergency warning signs (Variant 2540)?,2,5,3,3,0
Muscle Pain,Since how many days (Variant 2541)?,1,3,1,6,1
Muscle Pain,"Mild, moderate or severe (Variant 2542)?",8,2,2,1,0
Muscle Pain,How frequently does it occur (Variant 2543)?,3,4,3,2,1
Muscle Pain,When did it start worsening (Variant 2544)?,7,3,1,5,0
Muscle Pain,Any associated symptoms present (Variant 2545)?,0,5,2,8,1
Muscle Pain,Triggered by activity (Variant 2546)?,9,5,3,0,0
Muscle Pain,Localized or widespread (Variant 2547)?,5,1,1,7,1
Muscle Pain,Constant or intermittent (Variant 2548)?,6,0,2,4,0
Muscle Pain,Does it affect daily activities (Variant 2549)?,4,5,3,3,1
Muscle Pain,Any emergency warning signs (Variant 2550)?,2,5,1,6,0
Palpitations,Since how many days (Variant 2551)?,1,3,2,1,1
Palpitations,"Mild, moderate or severe (Variant 2552)?",8,2,3,2,0
Palpitations,How frequently does it occur (Variant 2553)?,3,4,1,5,1
Palpitations,When did it start worsening (Variant 2554)?,7,3,2,8,0
Palpitations,Any associated symptoms present (Variant 2555)?,0,5,3,0,1
Palpitations,Triggered by activity (Variant 2556)?,9,5,1,7,0
Palpitations,Localized or widespread (Variant 2557)?,5,1,2,4,1
Palpitations,Constant or intermittent (Variant 2558)?,6,0,3,3,0
Palpitations,Does it affect daily activities (Variant 2559)?,4,5,1,6,1
Palpitations,Any emergency warning signs (Variant 2560)?,2,5,2,1,0
Leg Swelling,Since how many days (Variant 2561)?,1,3,3,2,1
Leg Swelling,"Mild, moderate or severe (Variant 2562)?",8,2,1,5,0
Leg Swelling,How frequently does it occur (Variant 2563)?,3,4,2,8,1
Leg Swelling,When did it start worsening (Variant 2564)?,7,3,3,0,0
Leg Swelling,Any associated symptoms present (Variant 2565)?,0,5,1,7,1
Leg Swelling,Triggered by activity (Variant 2566)?,9,5,2,4,0
Leg Swelling,Localized or widespread (Variant 2567)?,5,1,3,3,1
Leg Swelling,Constant or intermittent (Variant 2568)?,6,0,1,6,0
Leg Swelling,Does it affect daily activities (Variant 2569)?,4,5,2,1,1
Leg Swelling,Any emergency warning signs (Variant 2570)?,2,5,3,2,0
Syncope,Since how many days (Variant 2571)?,1,3,1,5,1
Syncope,"Mild, moderate or severe (Variant 2572)?",8,2,2,8,0
Syncope,How frequently does it occur (Variant 2573)?,3,4,3,0,1
Syncope,When did it start worsening (Variant 2574)?,7,3,1,7,0
Syncope,Any associated symptoms present (Variant 2575)?,0,5,2,4,1
Syncope,Triggered by activity (Variant 2576)?,9,5,3,3,0
Syncope,Localized or widespread (Variant 2577)?,5,1,1,6,1
Syncope,Constant or intermittent (Variant 2578)?,6,0,2,1,0
Syncope,Does it affect daily activities (Variant 2579)?,4,5,3,2,1
Syncope,Any emergency warning signs (Variant 2580)?,2,5,1,5,0
Wheezing,Since how many days (Variant 2581)?,1,3,2,8,1
Wheezing,"Mild, moderate or severe (Variant 2582)?",8,2,3,0,0
Wheezing,How frequently does it occur (Variant 2583)?,3,4,1,7,1
Wheezing,When did it start worsening (Variant 2584)?,7,3,2,4,0
Wheezing,Any associated symptoms present (Variant 2585)?,0,5,3,3,1
Wheezing,Triggered by activity (Variant 2586)?,9,5,1,6,0
Wheezing,Localized or widespread (Variant 2587)?,5,1,2,1,1
Wheezing,Constant or intermittent (Variant 2588)?,6,0,3,2,0
Wheezing,Does it affect daily activities (Variant 2589)?,4,5,1,5,1
Wheezing,Any emergency warning signs (Variant 2590)?,2,5,2,8,0
Sore Throat,Since how many days (Variant 2591)?,1,3,3,0,1
Sore Throat,"Mild, moderate or severe (Variant 2592)?",8,2,1,7,0
Sore Throat,How frequently does it occur (Variant 2593)?,3,4,2,4,1
Sore Throat,When did it start worsening (Variant 2594)?,7,3,3,3,0
Sore Throat,Any associated symptoms present (Variant 2595)?,0,5,1,6,1
Sore Throat,Triggered by activity (Variant 2596)?,9,5,2,1,0
Sore Throat,Localized or widespread (Variant 2597)?,5,1,3,2,1
Sore Throat,Constant or intermittent (Variant 2598)?,6,0,1,5,0
Sore Throat,Does it affect daily activities (Variant 2599)?,4,5,2,8,1
Sore Throat,Any emergency warning signs (Variant 2600)?,2,5,3,0,0
Runny Nose,Since how many days (Variant 2601)?,1,3,1,7,1
Runny Nose,"Mild, moderate or severe (Variant 2602)?",8,2,2,4,0
Runny Nose,How frequently does it occur (Variant 2603)?,3,4,3,3,1
Runny Nose,When did it start worsening (Variant 2604)?,7,3,1,6,0
Runny Nose,Any associated symptoms present (Variant 2605)?,0,5,2,1,1
Runny Nose,Triggered by activity (Variant 2606)?,9,5,3,2,0
Runny Nose,Localized or widespread (Variant 2607)?,5,1,1,5,1
Runny Nose,Constant or intermittent (Variant 2608)?,6,0,2,8,0
Runny Nose,Does it affect daily activities (Variant 2609)?,4,5,3,0,1
Runny Nose,Any emergency warning signs (Variant 2610)?,2,5,1,7,0
Nasal Congestion,Since how many days (Variant 2611)?,1,3,2,4,1
Nasal Congestion,"Mild, moderate or severe (Variant 2612)?",8,2,3,3,0
Nasal Congestion,How frequently does it occur (Variant 2613)?,3,4,1,6,1
Nasal Congestion,When did it start worsening (Variant 2614)?,7,3,2,1,0
Nasal Congestion,Any associated symptoms present (Variant 2615)?,0,5,3,2,1
Nasal Congestion,Triggered by activity (Variant 2616)?,9,5,1,5,0
Nasal Congestion,Localized or widespread (Variant 2617)?,5,1,2,8,1
Nasal Congestion,Constant or intermittent (Variant 2618)?,6,0,3,0,0
Nasal Congestion,Does it affect daily activities (Variant 2619)?,4,5,1,7,1
Nasal Congestion,Any emergency warning signs (Variant 2620)?,2,5,2,4,0
Chills,Since how many days (Variant 2621)?,1,3,3,3,1
Chills,"Mild, moderate or severe (Variant 2622)?",8,2,1,6,0
Chills,How frequently does it occur (Variant 2623)?,3,4,2,1,1
Chills,When did it start worsening (Variant 2624)?,7,3,3,2,0
Chills,Any associated symptoms present (Variant 2625)?,0,5,1,5,1
Chills,Triggered by activity (Variant 2626)?,9,5,2,8,0
Chills,Localized or widespread (Variant 2627)?,5,1,3,0,1
Chills,Constant or intermittent (Variant 2628)?,6,0,1,7,0
Chills,Does it affect daily activities (Variant 2629)?,4,5,2,4,1
Chills,Any emergency warning signs (Variant 2630)?,2,5,3,3,0
Night Sweats,Since how many days (Variant 2631)?,1,3,1,6,1
Night Sweats,"Mild, moderate or severe (Variant 2632)?",8,2,2,1,0
Night Sweats,How frequently does it occur (Variant 2633)?,3,4,3,2,1
Night Sweats,When did it start worsening (Variant 2634)?,7,3,1,5,0
Night Sweats,Any associated symptoms present (Variant 2635)?,0,5,2,8,1
Night Sweats,Triggered by activity (Variant 2636)?,9,5,3,0,0
Night Sweats,Localized or widespread (Variant 2637)?,5,1,1,7,1
Night Sweats,Constant or intermittent (Variant 2638)?,6,0,2,4,0
Night Sweats,Does it affect daily activities (Variant 2639)?,4,5,3,3,1
Night Sweats,Any emergency warning signs (Variant 2640)?,2,5,1,6,0
Weight Loss,Since how many days (Variant 2641)?,1,3,2,1,1
Weight Loss,"Mild, moderate or severe (Variant 2642)?",8,2,3,2,0
Weight Loss,How frequently does it occur (Variant 2643)?,3,4,1,5,1
Weight Loss,When did it start worsening (Variant 2644)?,7,3,2,8,0
Weight Loss,Any associated symptoms present (Variant 2645)?,0,5,3,0,1
Weight Loss,Triggered by activity (Variant 2646)?,9,5,1,7,0
Weight Loss,Localized or widespread (Variant 2647)?,5,1,2,4,1
Weight Loss,Constant or intermittent (Variant 2648)?,6,0,3,3,0
Weight Loss,Does it affect daily activities (Variant 2649)?,4,5,1,6,1
Weight Loss,Any emergency warning signs (Variant 2650)?,2,5,2,1,0
Loss of Appetite,Since how many days (Variant 2651)?,1,3,3,2,1
Loss of Appetite,"Mild, moderate or severe (Variant 2652)?",8,2,1,5,0
Loss of Appetite,How frequently does it occur (Variant 2653)?,3,4,2,8,1
Loss of Appetite,When did it start worsening (Variant 2654)?,7,3,3,0,0
Loss of Appetite,Any associated symptoms present (Variant 2655)?,0,5,1,7,1
Loss of Appetite,Triggered by activity (Variant 2656)?,9,5,2,4,0
Loss of Appetite,Localized or widespread (Variant 2657)?,5,1,3,3,1
Loss of Appetite,Constant or intermittent (Variant 2658)?,6,0,1,6,0
Loss of Appetite,Does it affect daily activities (Variant 2659)?,4,5,2,1,1
Loss of Appetite,Any emergency warning signs (Variant 2660)?,2,5,3,2,0
Weakness,Since how many days (Variant 2661)?,1,3,1,5,1
Weakness,"Mild, moderate or severe (Variant 2662)?",8,2,2,8,0
Weakness,How frequently does it occur (Variant 2663)?,3,4,3,0,1
Weakness,When did it start worsening (Variant 2664)?,7,3,1,7,0
Weakness,Any associated symptoms present (Variant 2665)?,0,5,2,4,1
Weakness,Triggered by activity (Variant 2666)?,9,5,3,3,0
Weakness,Localized or widespread (Variant 2667)?,5,1,1,6,1
Weakness,Constant or intermittent (Variant 2668)?,6,0,2,1,0
Weakness,Does it affect daily activities (Variant 2669)?,4,5,3,2,1
Weakness,Any emergency warning signs (Variant 2670)?,2,5,1,5,0
Confusion,Since how many days (Variant 2671)?,1,3,2,8,1
Confusion,"Mild, moderate or severe (Variant 2672)?",8,2,3,0,0
Confusion,How frequently does it occur (Variant 2673)?,3,4,1,7,1
Confusion,When did it start worsening (Variant 2674)?,7,3,2,4,0
Confusion,Any associated symptoms present (Variant 2675)?,0,5,3,3,1
Confusion,Triggered by activity (Variant 2676)?,9,5,1,6,0
Confusion,Localized or widespread (Variant 2677)?,5,1,2,1,1
Confusion,Constant or intermittent (Variant 2678)?,6,0,3,2,0
Confusion,Does it affect daily activities (Variant 2679)?,4,5,1,5,1
Confusion,Any emergency warning signs (Variant 2680)?,2,5,2,8,0
Memory Loss,Since how many days (Variant 2681)?,1,3,3,0,1
Memory Loss,"Mild, moderate or severe (Variant 2682)?",8,2,1,7,0
Memory Loss,How frequently does it occur (Variant 2683)?,3,4,2,4,1
Memory Loss,When did it start worsening (Variant 2684)?,7,3,3,3,0
Memory Loss,Any associated symptoms present (Variant 2685)?,0,5,1,6,1
Memory Loss,Triggered by activity (Variant 2686)?,9,5,2,1,0
Memory Loss,Localized or widespread (Variant 2687)?,5,1,3,2,1
Memory Loss,Constant or intermittent (Variant 2688)?,6,0,1,5,0
Memory Loss,Does it affect daily activities (Variant 2689)?,4,5,2,8,1
Memory Loss,Any emergency warning signs (Variant 2690)?,2,5,3,0,0
Seizure,Since how many days (Variant 2691)?,1,3,1,7,1
Seizure,"Mild, moderate or severe (Variant 2692)?",8,2,2,4,0
Seizure,How frequently does it occur (Variant 2693)?,3,4,3,3,1
Seizure,When did it start worsening (Variant 2694)?,7,3,1,6,0
Seizure,Any associated symptoms present (Variant 2695)?,0,5,2,1,1
Seizure,Triggered by activity (Variant 2696)?,9,5,3,2,0
Seizure,Localized or widespread (Variant 2697)?,5,1,1,5,1
Seizure,Constant or intermittent (Variant 2698)?,6,0,2,8,0
Seizure,Does it affect daily activities (Variant 2699)?,4,5,3,0,1
Seizure,Any emergency warning signs (Variant 2700)?,2,5,1,7,0
Numbness,Since how many days (Variant 2701)?,1,3,2,4,1
Numbness,"Mild, moderate or severe (Variant 2702)?",8,2,3,3,0
Numbness,How frequently does it occur (Variant 2703)?,3,4,1,6,1
Numbness,When did it start worsening (Variant 2704)?,7,3,2,1,0
Numbness,Any associated symptoms present (Variant 2705)?,0,5,3,2,1
Numbness,Triggered by activity (Variant 2706)?,9,5,1,5,0
Numbness,Localized or widespread (Variant 2707)?,5,1,2,8,1
Numbness,Constant or intermittent (Variant 2708)?,6,0,3,0,0
Numbness,Does it affect daily activities (Variant 2709)?,4,5,1,7,1
Numbness,Any emergency warning signs (Variant 2710)?,2,5,2,4,0
Tingling,Since how many days (Variant 2711)?,1,3,3,3,1
Tingling,"Mild, moderate or severe (Variant 2712)?",8,2,1,6,0
Tingling,How frequently does it occur (Variant 2713)?,3,4,2,1,1
Tingling,When did it start worsening (Variant 2714)?,7,3,3,2,0
Tingling,Any associated symptoms present (Variant 2715)?,0,5,1,5,1
Tingling,Triggered by activity (Variant 2716)?,9,5,2,8,0
Tingling,Localized or widespread (Variant 2717)?,5,1,3,0,1
Tingling,Constant or intermittent (Variant 2718)?,6,0,1,7,0
Tingling,Does it affect daily activities (Variant 2719)?,4,5,2,4,1
Tingling,Any emergency warning signs (Variant 2720)?,2,5,3,3,0
Tremor,Since how many days (Variant 2721)?,1,3,1,6,1
Tremor,"Mild, moderate or severe (Variant 2722)?",8,2,2,1,0
Tremor,How frequently does it occur (Variant 2723)?,3,4,3,2,1
Tremor,When did it start worsening (Variant 2724)?,7,3,1,5,0
Tremor,Any associated symptoms present (Variant 2725)?,0,5,2,8,1
Tremor,Triggered by activity (Variant 2726)?,9,5,3,0,0
Tremor,Localized or widespread (Variant 2727)?,5,1,1,7,1
Tremor,Constant or intermittent (Variant 2728)?,6,0,2,4,0
Tremor,Does it affect daily activities (Variant 2729)?,4,5,3,3,1
Tremor,Any emergency warning signs (Variant 2730)?,2,5,1,6,0
Facial Droop,Since how many days (Variant 2731)?,1,3,2,1,1
Facial Droop,"Mild, moderate or severe (Variant 2732)?",8,2,3,2,0
Facial Droop,How frequently does it occur (Variant 2733)?,3,4,1,5,1
Facial Droop,When did it start worsening (Variant 2734)?,7,3,2,8,0
Facial Droop,Any associated symptoms present (Variant 2735)?,0,5,3,0,1
Facial Droop,Triggered by activity (Variant 2736)?,9,5,1,7,0
Facial Droop,Localized or widespread (Variant 2737)?,5,1,2,4,1
Facial Droop,Constant or intermittent (Variant 2738)?,6,0,3,3,0
Facial Droop,Does it affect daily activities (Variant 2739)?,4,5,1,6,1
Facial Droop,Any emergency warning signs (Variant 2740)?,2,5,2,1,0
Blurred Vision,Since how many days (Variant 2741)?,1,3,3,2,1
Blurred Vision,"Mild, moderate or severe (Variant 2742)?",8,2,1,5,0
Blurred Vision,How frequently does it occur (Variant 2743)?,3,4,2,8,1
Blurred Vision,When did it start worsening (Variant 2744)?,7,3,3,0,0
Blurred Vision,Any associated symptoms present (Variant 2745)?,0,5,1,7,1
Blurred Vision,Triggered by activity (Variant 2746)?,9,5,2,4,0
Blurred Vision,Localized or widespread (Variant 2747)?,5,1,3,3,1
Blurred Vision,Constant or intermittent (Variant 2748)?,6,0,1,6,0
Blurred Vision,Does it affect daily activities (Variant 2749)?,4,5,2,1,1
Blurred Vision,Any emergency warning signs (Variant 2750)?,2,5,3,2,0
Frequent Urination,Since how many days (Variant 2751)?,1,3,1,5,1
Frequent Urination,"Mild, moderate or severe (Variant 2752)?",8,2,2,8,0
Frequent Urination,How frequently does it occur (Variant 2753)?,3,4,3,0,1
Frequent Urination,When did it start worsening (Variant 2754)?,7,3,1,7,0
Frequent Urination,Any associated symptoms present (Variant 2755)?,0,5,2,4,1
Frequent Urination,Triggered by activity (Variant 2756)?,9,5,3,3,0
Frequent Urination,Localized or widespread (Variant 2757)?,5,1,1,6,1
Frequent Urination,Constant or intermittent (Variant 2758)?,6,0,2,1,0
Frequent Urination,Does it affect daily activities (Variant 2759)?,4,5,3,2,1
Frequent Urination,Any emergency warning signs (Variant 2760)?,2,5,1,5,0
Excess Thirst,Since how many days (Variant 2761)?,1,3,2,8,1
Excess Thirst,"Mild, moderate or severe (Variant 2762)?",8,2,3,0,0
Excess Thirst,How frequently does it occur (Variant 2763)?,3,4,1,7,1
Excess Thirst,When did it start worsening (Variant 2764)?,7,3,2,4,0
Excess Thirst,Any associated symptoms present (Variant 2765)?,0,5,3,3,1
Excess Thirst,Triggered by activity (Variant 2766)?,9,5,1,6,0
Excess Thirst,Localized or widespread (Variant 2767)?,5,1,2,1,1
Excess Thirst,Constant or intermittent (Variant 2768)?,6,0,3,2,0
Excess Thirst,Does it affect daily activities (Variant 2769)?,4,5,1,5,1
Excess Thirst,Any emergency warning signs (Variant 2770)?,2,5,2,8,0
Heat Intolerance,Since how many days (Variant 2771)?,1,3,3,0,1
Heat Intolerance,"Mild, moderate or severe (Variant 2772)?",8,2,1,7,0
Heat Intolerance,How frequently does it occur (Variant 2773)?,3,4,2,4,1
Heat Intolerance,When did it start worsening (Variant 2774)?,7,3,3,3,0
Heat Intolerance,Any associated symptoms present (Variant 2775)?,0,5,1,6,1
Heat Intolerance,Triggered by activity (Variant 2776)?,9,5,2,1,0
Heat Intolerance,Localized or widespread (Variant 2777)?,5,1,3,2,1
Heat Intolerance,Constant or intermittent (Variant 2778)?,6,0,1,5,0
Heat Intolerance,Does it affect daily activities (Variant 2779)?,4,5,2,8,1
