symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Anxiety,5,Chronic condition suspected,2,4,1
Anxiety,5,Emergency evaluation needed,3,0,0
Anxiety,5,Lifestyle-related issue possible,4,3,1
Anxiety,5,Underlying disease progression,1,1,0
Anxiety,1,Acute condition likely,2,2,1
Anxiety,1,Possible infection,3,4,0
Anxiety,1,Monitor symptoms,4,0,1
Anxiety,1,Requires clinical evaluation,1,3,0
Anxiety,1,Chronic condition suspected,2,1,1
Anxiety,1,Emergency evaluation needed,3,2,0
Anxiety,1,Lifestyle-related issue possible,4,4,1
Anxiety,1,Underlying disease progression,1,0,0
Anxiety,4,Acute condition likely,2,3,1
Anxiety,4,Possible infection,3,1,0
Anxiety,4,Monitor symptoms,4,2,1
Anxiety,4,Requires clinical evaluation,1,4,0
Anxiety,4,Chronic condition suspected,2,0,1
Anxiety,4,Emergency evaluation needed,3,3,0
Anxiety,4,Lifestyle-related issue possible,4,1,1
Anxiety,4,Underlying disease progression,1,2,0
Anxiety,0,Acute condition likely,2,4,1
Anxiety,0,Possible infection,3,0,0
Anxiety,0,Monitor symptoms,4,3,1
Anxiety,0,Requires clinical evaluation,1,1,0
Anxiety,0,Chronic condition suspected,2,2,1
Anxiety,0,Emergency evaluation needed,3,4,0
Anxiety,0,Lifestyle-related issue possible,4,0,1
Anxiety,0,Underlying disease progression,1,3,0
Anxiety,3,Acute condition likely,2,1,1
Anxiety,3,Possible infection,3,2,0
Anxiety,3,Monitor symptoms,4,4,1
Anxiety,3,Requires clinical evaluation,1,0,0
Anxiety,3,Chronic condition suspected,2,3,1
Anxiety,3,Emergency evaluation needed,3,1,0
Anxiety,3,Lifestyle-related issue possible,4,2,1
Anxiety,3,Underlying disease progression,1,4,0
Anxiety,2,Acute condition likely,2,0,1
Anxiety,2,Possible infection,3,3,0
Anxiety,2,Monitor symptoms,4,1,1
Anxiety,2,Requires clinical evaluation,1,2,0
Anxiety,2,Chronic condition suspected,2,4,1
Anxiety,2,Emergency evaluation needed,3,0,0
Anxiety,2,Lifestyle-related issue possible,4,3,1
Anxiety,2,Underlying disease progression,1,1,0
Anxiety,6,Acute condition likely,2,2,1
Anxiety,6,Possible infection,3,4,0
Anxiety,6,Monitor symptoms,4,0,1
Anxiety,6,Requires clinical evaluation,1,3,0
Anxiety,6,Chronic condition suspected,2,1,1
Anxiety,6,Emergency evaluation needed,3,2,0
Anxiety,6,Lifestyle-related issue possible,4,4,1
Anxiety,6,Underlying disease progression,1,0,0
Insomnia,5,Acute condition likely,2,3,1
Insomnia,5,Possible infection,3,1,0
Insomnia,5,Monitor symptoms,4,2,1
Insomnia,5,Requires clinical evaluation,1,4,0
Insomnia,5,Chronic condition suspected,2,0,1
Insomnia,5,Emergency evaluation needed,3,3,0
Insomnia,5,Lifestyle-related issue possible,4,1,1
Insomnia,5,Underlying disease progression,1,2,0
Insomnia,1,Acute condition likely,2,4,1
Insomnia,1,Possible infection,3,0,0
Insomnia,1,Monitor symptoms,4,3,1
Insomnia,1,Requires clinical evaluation,1,1,0
Insomnia,1,Chronic condition suspected,2,2,1
Insomnia,1,Emergency evaluation needed,3,4,0
Insomnia,1,Lifestyle-related issue possible,4,0,1
Insomnia,1,Underlying disease progression,1,3,0
Insomnia,4,Acute condition likely,2,1,1
Insomnia,4,Possible infection,3,2,0
Insomnia,4,Monitor symptoms,4,4,1
Insomnia,4,Requires clinical evaluation,1,0,0
Insomnia,4,Chronic condition suspected,2,3,1
Insomnia,4,Emergency evaluation needed,3,1,0
Insomnia,4,Lifestyle-related issue possible,4,2,1
Insomnia,4,Underlying disease progression,1,4,0
Insomnia,0,Acute condition likely,2,0,1
Insomnia,0,Possible infection,3,3,0
Insomnia,0,Monitor symptoms,4,1,1
Insomnia,0,Requires clinical evaluation,1,2,0
Insomnia,0,Chronic condition suspected,2,4,1
Insomnia,0,Emergency evaluation needed,3,0,0
Insomnia,0,Lifestyle-related issue possible,4,3,1
Insomnia,0,Underlying disease progression,1,1,0
Insomnia,3,Acute condition likely,2,2,1
Insomnia,3,Possible infection,3,4,0
Insomnia,3,Monitor symptoms,4,0,1
Insomnia,3,Requires clinical evaluation,1,3,0
Insomnia,3,Chronic condition suspected,2,1,1
Insomnia,3,Emergency evaluation needed,3,2,0
Insomnia,3,Lifestyle-related issue possible,4,4,1
Insomnia,3,Underlying disease progression,1,0,0
Insomnia,2,Acute condition likely,2,3,1
Insomnia,2,Possible infection,3,1,0
Insomnia,2,Monitor symptoms,4,2,1
Insomnia,2,Requires clinical evaluation,1,4,0
Insomnia,2,Chronic condition suspected,2,0,1
Insomnia,2,Emergency evaluation needed,3,3,0
Insomnia,2,Lifestyle-related issue possible,4,1,1
Insomnia,2,Underlying disease progression,1,2,0
Insomnia,6,Acute condition likely,2,4,1
Insomnia,6,Possible infection,3,0,0
Insomnia,6,Monitor symptoms,4,3,1
Insomnia,6,Requires clinical evaluation,1,1,0
Insomnia,6,Chronic condition suspected,2,2,1
Insomnia,6,Emergency evaluation needed,3,4,0
Insomnia,6,Lifestyle-related issue possible,4,0,1
Insomnia,6,Underlying disease progression,1,3,0
Hair Loss,5,Acute condition likely,2,1,1
Hair Loss,5,Possible infection,3,2,0
Hair Loss,5,Monitor symptoms,4,4,1
Hair Loss,5,Requires clinical evaluation,1,0,0
Hair Loss,5,Chronic condition suspected,2,3,1
Hair Loss,5,Emergency evaluation needed,3,1,0
Hair Loss,5,Lifestyle-related issue possible,4,2,1
Hair Loss,5,Underlying disease progression,1,4,0
Hair Loss,1,Acute condition likely,2,0,1
Hair Loss,1,Possible infection,3,3,0
Hair Loss,1,Monitor symptoms,4,1,1
Hair Loss,1,Requires clinical evaluation,1,2,0
Hair Loss,1,Chronic condition suspected,2,4,1
Hair Loss,1,Emergency evaluation needed,3,0,0
Hair Loss,1,Lifestyle-related issue possible,4,3,1
Hair Loss,1,Underlying disease progression,1,1,0
Hair Loss,4,Acute condition likely,2,2,1
Hair Loss,4,Possible infection,3,4,0
Hair Loss,4,Monitor symptoms,4,0,1
Hair Loss,4,Requires clinical evaluation,1,3,0
Hair Loss,4,Chronic condition suspected,2,1,1
Hair Loss,4,Emergency evaluation needed,3,2,0
Hair Loss,4,Lifestyle-related issue possible,4,4,1
Hair Loss,4,Underlying disease progression,1,0,0
Hair Loss,0,Acute condition likely,2,3,1
Hair Loss,0,Possible infection,3,1,0
Hair Loss,0,Monitor symptoms,4,2,1
Hair Loss,0,Requires clinical evaluation,1,4,0
Hair Loss,0,Chronic condition suspected,2,0,1
Hair Loss,0,Emergency evaluation needed,3,3,0
Hair Loss,0,Lifestyle-related issue possible,4,1,1
Hair Loss,0,Underlying disease progression,1,2,0
Hair Loss,3,Acute condition likely,2,4,1
Hair Loss,3,Possible infection,3,0,0
Hair Loss,3,Monitor symptoms,4,3,1
Hair Loss,3,Requires clinical evaluation,1,1,0
Hair Loss,3,Chronic condition suspected,2,2,1
Hair Loss,3,Emergency evaluation needed,3,4,0
Hair Loss,3,Lifestyle-related issue possible,4,0,1
Hair Loss,3,Underlying disease progression,1,3,0
Hair Loss,2,Acute condition likely,2,1,1
Hair Loss,2,Possible infection,3,2,0
Hair Loss,2,Monitor symptoms,4,4,1
Hair Loss,2,Requires clinical evaluation,1,0,0
Hair Loss,2,Chronic condition suspected,2,3,1
Hair Loss,2,Emergency evaluation needed,3,1,0
Hair Loss,2,Lifestyle-related issue possible,4,2,1
Hair Loss,2,Underlying disease progression,1,4,0
Hair Loss,6,Acute condition likely,2,0,1
Hair Loss,6,Possible infection,3,3,0
Hair Loss,6,Monitor symptoms,4,1,1
Hair Loss,6,Requires clinical evaluation,1,2,0
Hair Loss,6,Chronic condition suspected,2,4,1
Hair Loss,6,Emergency evaluation needed,3,0,0
Hair Loss,6,Lifestyle-related issue possible,4,3,1
Hair Loss,6,Underlying disease progression,1,1,0
Nausea,5,Acute condition likely,2,2,1
Nausea,5,Possible infection,3,4,0
Nausea,5,Monitor symptoms,4,0,1
Nausea,5,Requires clinical evaluation,1,3,0
Nausea,5,Chronic condition suspected,2,1,1
Nausea,5,Emergency evaluation needed,3,2,0
Nausea,5,Lifestyle-related issue possible,4,4,1
Nausea,5,Underlying disease progression,1,0,0
Nausea,1,Acute condition likely,2,3,1
Nausea,1,Possible infection,3,1,0
Nausea,1,Monitor symptoms,4,2,1
Nausea,1,Requires clinical evaluation,1,4,0
Nausea,1,Chronic condition suspected,2,0,1
Nausea,1,Emergency evaluation needed,3,3,0
Nausea,1,Lifestyle-related issue possible,4,1,1
Nausea,1,Underlying disease progression,1,2,0
Nausea,4,Acute condition likely,2,4,1
Nausea,4,Possible infection,3,0,0
Nausea,4,Monitor symptoms,4,3,1
Nausea,4,Requires clinical evaluation,1,1,0
Nausea,4,Chronic condition suspected,2,2,1
Nausea,4,Emergency evaluation needed,3,4,0
Nausea,4,Lifestyle-related issue possible,4,0,1
Nausea,4,Underlying disease progression,1,3,0
Nausea,0,Acute condition likely,2,1,1
Nausea,0,Possible infection,3,2,0
Nausea,0,Monitor symptoms,4,4,1
Nausea,0,Requires clinical evaluation,1,0,0
Nausea,0,Chronic condition suspected,2,3,1
Nausea,0,Emergency evaluation needed,3,1,0
Nausea,0,Lifestyle-related issue possible,4,2,1
Nausea,0,Underlying disease progression,1,4,0
Nausea,3,Acute condition likely,2,0,1
Nausea,3,Possible infection,3,3,0
Nausea,3,Monitor symptoms,4,1,1
Nausea,3,Requires clinical evaluation,1,2,0
Nausea,3,Chronic condition suspected,2,4,1
Nausea,3,Emergency evaluation needed,3,0,0
Nausea,3,Lifestyle-related issue possible,4,3,1
Nausea,3,Underlying disease progression,1,1,0
Nausea,2,Acute condition likely,2,2,1
Nausea,2,Possible infection,3,4,0
Nausea,2,Monitor symptoms,4,0,1
Nausea,2,Requires clinical evaluation,1,3,0
Nausea,2,Chronic condition suspected,2,1,1
Nausea,2,Emergency evaluation needed,3,2,0
Nausea,2,Lifestyle-related issue possible,4,4,1
Nausea,2,Underlying disease progression,1,0,0
Nausea,6,Acute condition likely,2,3,1
Nausea,6,Possible infection,3,1,0
Nausea,6,Monitor symptoms,4,2,1
Nausea,6,Requires clinical evaluation,1,4,0
Nausea,6,Chronic condition suspected,2,0,1
Nausea,6,Emergency evaluation needed,3,3,0
Nausea,6,Lifestyle-related issue possible,4,1,1
Nausea,6,Underlying disease progression,1,2,0
Constipation,5,Acute condition likely,2,4,1
Constipation,5,Possible infection,3,0,0
Constipation,5,Monitor symptoms,4,3,1
Constipation,5,Requires clinical evaluation,1,1,0
Constipation,5,Chronic condition suspected,2,2,1
Constipation,5,Emergency evaluation needed,3,4,0
Constipation,5,Lifestyle-related issue possible,4,0,1
Constipation,5,Underlying disease progression,1,3,0
Constipation,1,Acute condition likely,2,1,1
Constipation,1,Possible infection,3,2,0
Constipation,1,Monitor symptoms,4,4,1
Constipation,1,Requires clinical evaluation,1,0,0
Constipation,1,Chronic condition suspected,2,3,1
Constipation,1,Emergency evaluation needed,3,1,0
Constipation,1,Lifestyle-related issue possible,4,2,1
Constipation,1,Underlying disease progression,1,4,0
Constipation,4,Acute condition likely,2,0,1
Constipation,4,Possible infection,3,3,0
Constipation,4,Monitor symptoms,4,1,1
Constipation,4,Requires clinical evaluation,1,2,0
Constipation,4,Chronic condition suspected,2,4,1
Constipation,4,Emergency evaluation needed,3,0,0
Constipation,4,Lifestyle-related issue possible,4,3,1
Constipation,4,Underlying disease progression,1,1,0
Constipation,0,Acute condition likely,2,2,1
Constipation,0,Possible infection,3,4,0
Constipation,0,Monitor symptoms,4,0,1
Constipation,0,Requires clinical evaluation,1,3,0
Constipation,0,Chronic condition suspected,2,1,1
Constipation,0,Emergency evaluation needed,3,2,0
Constipation,0,Lifestyle-related issue possible,4,4,1
Constipation,0,Underlying disease progression,1,0,0
Constipation,3,Acute condition likely,2,3,1
Constipation,3,Possible infection,3,1,0
Constipation,3,Monitor symptoms,4,2,1
Constipation,3,Requires clinical evaluation,1,4,0
Constipation,3,Chronic condition suspected,2,0,1
Constipation,3,Emergency evaluation needed,3,3,0
Constipation,3,Lifestyle-related issue possible,4,1,1
Constipation,3,Underlying disease progression,1,2,0
Constipation,2,Acute condition likely,2,4,1
Constipation,2,Possible infection,3,0,0
Constipation,2,Monitor symptoms,4,3,1
Constipation,2,Requires clinical evaluation,1,1,0
Constipation,2,Chronic condition suspected,2,2,1
Constipation,2,Emergency evaluation needed,3,4,0
Constipation,2,Lifestyle-related issue possible,4,0,1
Constipation,2,Underlying disease progression,1,3,0
Constipation,6,Acute condition likely,2,1,1
Constipation,6,Possible infection,3,2,0
Constipation,6,Monitor symptoms,4,4,1
Constipation,6,Requires clinical evaluation,1,0,0
Constipation,6,Chronic condition suspected,2,3,1
Constipation,6,Emergency evaluation needed,3,1,0
Constipation,6,Lifestyle-related issue possible,4,2,1
Constipation,6,Underlying disease progression,1,4,0
Swelling,5,Acute condition likely,2,0,1
Swelling,5,Possible infection,3,3,0
Swelling,5,Monitor symptoms,4,1,1
Swelling,5,Requires clinical evaluation,1,2,0
Swelling,5,Chronic condition suspected,2,4,1
Swelling,5,Emergency evaluation needed,3,0,0
Swelling,5,Lifestyle-related issue possible,4,3,1
Swelling,5,Underlying disease progression,1,1,0
Swelling,1,Acute condition likely,2,2,1
Swelling,1,Possible infection,3,4,0
Swelling,1,Monitor symptoms,4,0,1
Swelling,1,Requires clinical evaluation,1,3,0
Swelling,1,Chronic condition suspected,2,1,1
Swelling,1,Emergency evaluation needed,3,2,0
Swelling,1,Lifestyle-related issue possible,4,4,1
Swelling,1,Underlying disease progression,1,0,0
Swelling,4,Acute condition likely,2,3,1
Swelling,4,Possible infection,3,1,0
Swelling,4,Monitor symptoms,4,2,1
Swelling,4,Requires clinical evaluation,1,4,0
Swelling,4,Chronic condition suspected,2,0,1
Swelling,4,Emergency evaluation needed,3,3,0
Swelling,4,Lifestyle-related issue possible,4,1,1
Swelling,4,Underlying disease progression,1,2,0
Swelling,0,Acute condition likely,2,4,1
Swelling,0,Possible infection,3,0,0
Swelling,0,Monitor symptoms,4,3,1
Swelling,0,Requires clinical evaluation,1,1,0
Swelling,0,Chronic condition suspected,2,2,1
Swelling,0,Emergency evaluation needed,3,4,0
Swelling,0,Lifestyle-related issue possible,4,0,1
Swelling,0,Underlying disease progression,1,3,0
Swelling,3,Acute condition likely,2,1,1
Swelling,3,Possible infection,3,2,0
Swelling,3,Monitor symptoms,4,4,1
Swelling,3,Requires clinical evaluation,1,0,0
Swelling,3,Chronic condition suspected,2,3,1
Swelling,3,Emergency evaluation needed,3,1,0
Swelling,3,Lifestyle-related issue possible,4,2,1
Swelling,3,Underlying disease progression,1,4,0
Swelling,2,Acute condition likely,2,0,1
Swelling,2,Possible infection,3,3,0
Swelling,2,Monitor symptoms,4,1,1
Swelling,2,Requires clinical evaluation,1,2,0
Swelling,2,Chronic condition suspected,2,4,1
Swelling,2,Emergency evaluation needed,3,0,0
Swelling,2,Lifestyle-related issue possible,4,3,1
Swelling,2,Underlying disease progression,1,1,0
Swelling,6,Acute condition likely,2,2,1
Swelling,6,Possible infection,3,4,0
Swelling,6,Monitor symptoms,4,0,1
Swelling,6,Requires clinical evaluation,1,3,0
Swelling,6,Chronic condition suspected,2,1,1
Swelling,6,Emergency evaluation needed,3,2,0
Swelling,6,Lifestyle-related issue possible,4,4,1
Swelling,6,Underlying disease progression,1,0,0
Bleeding,5,Acute condition likely,2,3,1
Bleeding,5,Possible infection,3,1,0
Bleeding,5,Monitor symptoms,4,2,1
Bleeding,5,Requires clinical evaluation,1,4,0
Bleeding,5,Chronic condition suspected,2,0,1
Bleeding,5,Emergency evaluation needed,3,3,0
Bleeding,5,Lifestyle-related issue possible,4,1,1
Bleeding,5,Underlying disease progression,1,2,0
Bleeding,1,Acute condition likely,2,4,1
Bleeding,1,Possible infection,3,0,0
Bleeding,1,Monitor symptoms,4,3,1
Bleeding,1,Requires clinical evaluation,1,1,0
Bleeding,1,Chronic condition suspected,2,2,1
Bleeding,1,Emergency evaluation needed,3,4,0
Bleeding,1,Lifestyle-related issue possible,4,0,1
Bleeding,1,Underlying disease progression,1,3,0
Bleeding,4,Acute condition likely,2,1,1
Bleeding,4,Possible infection,3,2,0
Bleeding,4,Monitor symptoms,4,4,1
Bleeding,4,Requires clinical evaluation,1,0,0
Bleeding,4,Chronic condition suspected,2,3,1
Bleeding,4,Emergency evaluation needed,3,1,0
Bleeding,4,Lifestyle-related issue possible,4,2,1
Bleeding,4,Underlying disease progression,1,4,0
Bleeding,0,Acute condition likely,2,0,1
Bleeding,0,Possible infection,3,3,0
Bleeding,0,Monitor symptoms,4,1,1
Bleeding,0,Requires clinical evaluation,1,2,0
Bleeding,0,Chronic condition suspected,2,4,1
Bleeding,0,Emergency evaluation needed,3,0,0
Bleeding,0,Lifestyle-related issue possible,4,3,1
Bleeding,0,Underlying disease progression,1,1,0
Bleeding,3,Acute condition likely,2,2,1
Bleeding,3,Possible infection,3,4,0
Bleeding,3,Monitor symptoms,4,0,1
Bleeding,3,Requires clinical evaluation,1,3,0
Bleeding,3,Chronic condition suspected,2,1,1
Bleeding,3,Emergency evaluation needed,3,2,0
Bleeding,3,Lifestyle-related issue possible,4,4,1
Bleeding,3,Underlying disease progression,1,0,0
Bleeding,2,Acute condition likely,2,3,1
Bleeding,2,Possible infection,3,1,0
Bleeding,2,Monitor symptoms,4,2,1
Bleeding,2,Requires clinical evaluation,1,4,0
Bleeding,2,Chronic condition suspected,2,0,1
Bleeding,2,Emergency evaluation needed,3,3,0
Bleeding,2,Lifestyle-related issue possible,4,1,1
Bleeding,2,Underlying disease progression,1,2,0
Bleeding,6,Acute condition likely,2,4,1
Bleeding,6,Possible infection,3,0,0
Bleeding,6,Monitor symptoms,4,3,1
Bleeding,6,Requires clinical evaluation,1,1,0
Bleeding,6,Chronic condition suspected,2,2,1
Bleeding,6,Emergency evaluation needed,3,4,0
Bleeding,6,Lifestyle-related issue possible,4,0,1
Bleeding,6,Underlying disease progression,1,3,0
Weakness,5,Acute condition likely,2,1,1
Weakness,5,Possible infection,3,2,0
Weakness,5,Monitor symptoms,4,4,1
Weakness,5,Requires clinical evaluation,1,0,0
Weakness,5,Chronic condition suspected,2,3,1
Weakness,5,Emergency evaluation needed,3,1,0
Weakness,5,Lifestyle-related issue possible,4,2,1
Weakness,5,Underlying disease progression,1,4,0
Weakness,1,Acute condition likely,2,0,1
Weakness,1,Possible infection,3,3,0
Weakness,1,Monitor symptoms,4,1,1
Weakness,1,Requires clinical evaluation,1,2,0
Weakness,1,Chronic condition suspected,2,4,1
Weakness,1,Emergency evaluation needed,3,0,0
Weakness,1,Lifestyle-related issue possible,4,3,1
Weakness,1,Underlying disease progression,1,1,0
Weakness,4,Acute condition likely,2,2,1
Weakness,4,Possible infection,3,4,0
Weakness,4,Monitor symptoms,4,0,1
Weakness,4,Requires clinical evaluation,1,3,0
Weakness,4,Chronic condition suspected,2,1,1
Weakness,4,Emergency evaluation needed,3,2,0
Weakness,4,Lifestyle-related issue possible,4,4,1
Weakness,4,Underlying disease progression,1,0,0
Weakness,0,Acute condition likely,2,3,1
Weakness,0,Possible infection,3,1,0
Weakness,0,Monitor symptoms,4,2,1
Weakness,0,Requires clinical evaluation,1,4,0
Weakness,0,Chronic condition suspected,2,0,1
Weakness,0,Emergency evaluation needed,3,3,0
Weakness,0,Lifestyle-related issue possible,4,1,1
Weakness,0,Underlying disease progression,1,2,0
Weakness,3,Acute condition likely,2,4,1
Weakness,3,Possible infection,3,0,0
Weakness,3,Monitor symptoms,4,3,1
Weakness,3,Requires clinical evaluation,1,1,0
Weakness,3,Chronic condition suspected,2,2,1
Weakness,3,Emergency evaluation needed,3,4,0
Weakness,3,Lifestyle-related issue possible,4,0,1
Weakness,3,Underlying disease progression,1,3,0
Weakness,2,Acute condition likely,2,1,1
Weakness,2,Possible infection,3,2,0
Weakness,2,Monitor symptoms,4,4,1
Weakness,2,Requires clinical evaluation,1,0,0
Weakness,2,Chronic condition suspected,2,3,1
Weakness,2,Emergency evaluation needed,3,1,0
Weakness,2,Lifestyle-related issue possible,4,2,1
Weakness,2,Underlying disease progression,1,4,0
Weakness,6,Acute condition likely,2,0,1
Weakness,6,Possible infection,3,3,0
Weakness,6,Monitor symptoms,4,1,1
Weakness,6,Requires clinical evaluation,1,2,0
Weakness,6,Chronic condition suspected,2,4,1
Weakness,6,Emergency evaluation needed,3,0,0
Weakness,6,Lifestyle-related issue possible,4,3,1
Weakness,6,Underlying disease progression,1,1,0
Confusion,5,Acute condition likely,2,2,1
Confusion,5,Possible infection,3,4,0
Confusion,5,Monitor symptoms,4,0,1
Confusion,5,Requires clinical evaluation,1,3,0
Confusion,5,Chronic condition suspected,2,1,1
Confusion,5,Emergency evaluation needed,3,2,0
Confusion,5,Lifestyle-related issue possible,4,4,1
Confusion,5,Underlying disease progression,1,0,0
Confusion,1,Acute condition likely,2,3,1
Confusion,1,Possible infection,3,1,0
Confusion,1,Monitor symptoms,4,2,1
Confusion,1,Requires clinical evaluation,1,4,0
Confusion,1,Chronic condition suspected,2,0,1
Confusion,1,Emergency evaluation needed,3,3,0
Confusion,1,Lifestyle-related issue possible,4,1,1
Confusion,1,Underlying disease progression,1,2,0
Confusion,4,Acute condition likely,2,4,1
Confusion,4,Possible infection,3,0,0
Confusion,4,Monitor symptoms,4,3,1
Confusion,4,Requires clinical evaluation,1,1,0
Confusion,4,Chronic condition suspected,2,2,1
Confusion,4,Emergency evaluation needed,3,4,0
Confusion,4,Lifestyle-related issue possible,4,0,1
Confusion,4,Underlying disease progression,1,3,0
Confusion,0,Acute condition likely,2,1,1
Confusion,0,Possible infection,3,2,0
Confusion,0,Monitor symptoms,4,4,1
Confusion,0,Requires clinical evaluation,1,0,0
Confusion,0,Chronic condition suspected,2,3,1
Confusion,0,Emergency evaluation needed,3,1,0
Confusion,0,Lifestyle-related issue possible,4,2,1
Confusion,0,Underlying disease progression,1,4,0
Confusion,3,Acute condition likely,2,0,1
Confusion,3,Possible infection,3,3,0
Confusion,3,Monitor symptoms,4,1,1
Confusion,3,Requires clinical evaluation,1,2,0
Confusion,3,Chronic condition suspected,2,4,1
Confusion,3,Emergency evaluation needed,3,0,0
Confusion,3,Lifestyle-related issue possible,4,3,1
Confusion,3,Underlying disease progression,1,1,0
Confusion,2,Acute condition likely,2,2,1
Confusion,2,Possible infection,3,4,0
Confusion,2,Monitor symptoms,4,0,1
Confusion,2,Requires clinical evaluation,1,3,0
Confusion,2,Chronic condition suspected,2,1,1
Confusion,2,Emergency evaluation needed,3,2,0
Confusion,2,Lifestyle-related issue possible,4,4,1
Confusion,2,Underlying disease progression,1,0,0
Confusion,6,Acute condition likely,2,3,1
Confusion,6,Possible infection,3,1,0
Confusion,6,Monitor symptoms,4,2,1
Confusion,6,Requires clinical evaluation,1,4,0
Confusion,6,Chronic condition suspected,2,0,1
Confusion,6,Emergency evaluation needed,3,3,0
Confusion,6,Lifestyle-related issue possible,4,1,1
Confusion,6,Underlying disease progression,1,2,0
Sore Throat,5,Acute condition likely,2,4,1
Sore Throat,5,Possible infection,3,0,0
Sore Throat,5,Monitor symptoms,4,3,1
Sore Throat,5,Requires clinical evaluation,1,1,0
Sore Throat,5,Chronic condition suspected,2,2,1
Sore Throat,5,Emergency evaluation needed,3,4,0
Sore Throat,5,Lifestyle-related issue possible,4,0,1
Sore Throat,5,Underlying disease progression,1,3,0
Sore Throat,1,Acute condition likely,2,1,1
Sore Throat,1,Possible infection,3,2,0
Sore Throat,1,Monitor symptoms,4,4,1
Sore Throat,1,Requires clinical evaluation,1,0,0
Sore Throat,1,Chronic condition suspected,2,3,1
Sore Throat,1,Emergency evaluation needed,3,1,0
Sore Throat,1,Lifestyle-related issue possible,4,2,1
Sore Throat,1,Underlying disease progression,1,4,0
Sore Throat,4,Acute condition likely,2,0,1
Sore Throat,4,Possible infection,3,3,0
Sore Throat,4,Monitor symptoms,4,1,1
Sore Throat,4,Requires clinical evaluation,1,2,0
Sore Throat,4,Chronic condition suspected,2,4,1
Sore Throat,4,Emergency evaluation needed,3,0,0
Sore Throat,4,Lifestyle-related issue possible,4,3,1
Sore Throat,4,Underlying disease progression,1,1,0
Sore Throat,0,Acute condition likely,2,2,1
Sore Throat,0,Possible infection,3,4,0
Sore Throat,0,Monitor symptoms,4,0,1
Sore Throat,0,Requires clinical evaluation,1,3,0
Sore Throat,0,Chronic condition suspected,2,1,1
Sore Throat,0,Emergency evaluation needed,3,2,0
Sore Throat,0,Lifestyle-related issue possible,4,4,1
Sore Throat,0,Underlying disease progression,1,0,0
Sore Throat,3,Acute condition likely,2,3,1
Sore Throat,3,Possible infection,3,1,0
Sore Throat,3,Monitor symptoms,4,2,1
Sore Throat,3,Requires clinical evaluation,1,4,0
Sore Throat,3,Chronic condition suspected,2,0,1
Sore Throat,3,Emergency evaluation needed,3,3,0
Sore Throat,3,Lifestyle-related issue possible,4,1,1
Sore Throat,3,Underlying disease progression,1,2,0
Sore Throat,2,Acute condition likely,2,4,1
Sore Throat,2,Possible infection,3,0,0
Sore Throat,2,Monitor symptoms,4,3,1
Sore Throat,2,Requires clinical evaluation,1,1,0
Sore Throat,2,Chronic condition suspected,2,2,1
Sore Throat,2,Emergency evaluation needed,3,4,0
Sore Throat,2,Lifestyle-related issue possible,4,0,1
Sore Throat,2,Underlying disease progression,1,3,0
Sore Throat,6,Acute condition likely,2,1,1
Sore Throat,6,Possible infection,3,2,0
Sore Throat,6,Monitor symptoms,4,4,1
Sore Throat,6,Requires clinical evaluation,1,0,0
Sore Throat,6,Chronic condition suspected,2,3,1
Sore Throat,6,Emergency evaluation needed,3,1,0
Sore Throat,6,Lifestyle-related issue possible,4,2,1
Sore Throat,6,Underlying disease progression,1,4,0
Runny Nose,5,Acute condition likely,2,0,1
Runny Nose,5,Possible infection,3,3,0
Runny Nose,5,Monitor symptoms,4,1,1
Runny Nose,5,Requires clinical evaluation,1,2,0
Runny Nose,5,Chronic condition suspected,2,4,1
Runny Nose,5,Emergency evaluation needed,3,0,0
Runny Nose,5,Lifestyle-related issue possible,4,3,1
Runny Nose,5,Underlying disease progression,1,1,0
Runny Nose,1,Acute condition likely,2,2,1
Runny Nose,1,Possible infection,3,4,0
Runny Nose,1,Monitor symptoms,4,0,1
Runny Nose,1,Requires clinical evaluation,1,3,0
Runny Nose,1,Chronic condition suspected,2,1,1
Runny Nose,1,Emergency evaluation needed,3,2,0
Runny Nose,1,Lifestyle-related issue possible,4,4,1
Runny Nose,1,Underlying disease progression,1,0,0
Runny Nose,4,Acute condition likely,2,3,1
Runny Nose,4,Possible infection,3,1,0
Runny Nose,4,Monitor symptoms,4,2,1
Runny Nose,4,Requires clinical evaluation,1,4,0
Runny Nose,4,Chronic condition suspected,2,0,1
Runny Nose,4,Emergency evaluation needed,3,3,0
Runny Nose,4,Lifestyle-related issue possible,4,1,1
Runny Nose,4,Underlying disease progression,1,2,0
Runny Nose,0,Acute condition likely,2,4,1
Runny Nose,0,Possible infection,3,0,0
Runny Nose,0,Monitor symptoms,4,3,1
Runny Nose,0,Requires clinical evaluation,1,1,0
Runny Nose,0,Chronic condition suspected,2,2,1
Runny Nose,0,Emergency evaluation needed,3,4,0
Runny Nose,0,Lifestyle-related issue possible,4,0,1
Runny Nose,0,Underlying disease progression,1,3,0
Runny Nose,3,Acute condition likely,2,1,1
Runny Nose,3,Possible infection,3,2,0
Runny Nose,3,Monitor symptoms,4,4,1
Runny Nose,3,Requires clinical evaluation,1,0,0
Runny Nose,3,Chronic condition suspected,2,3,1
Runny Nose,3,Emergency evaluation needed,3,1,0
Runny Nose,3,Lifestyle-related issue possible,4,2,1
Runny Nose,3,Underlying disease progression,1,4,0
