disease,category,severity,text_chunk,chunk_length
Idiopathic Respiratory Deficiency 604,Endocrine,Critical,"Disease: Idiopathic Respiratory Deficiency 604
Description: Idiopathic Respiratory Deficiency 604 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",401
Primary Respiratory Deficiency 605,Respiratory,Low,"Disease: Primary Respiratory Deficiency 605
Description: Primary Respiratory Deficiency 605 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",389
Secondary Respiratory Deficiency 606,GI,Moderate,"Disease: Secondary Respiratory Deficiency 606
Description: Secondary Respiratory Deficiency 606 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",385
Progressive Respiratory Deficiency 607,Renal,High,"Disease: Progressive Respiratory Deficiency 607
Description: Progressive Respiratory Deficiency 607 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",404
Congenital Respiratory Deficiency 608,Autoimmune,Critical,"Disease: Congenital Respiratory Deficiency 608
Description: Congenital Respiratory Deficiency 608 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",409
Inflammatory Respiratory Deficiency 609,Infectious,Low,"Disease: Inflammatory Respiratory Deficiency 609
Description: Inflammatory Respiratory Deficiency 609 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",388
Metabolic Respiratory Deficiency 610,Cardiovascular,Moderate,"Disease: Metabolic Respiratory Deficiency 610
Description: Metabolic Respiratory Deficiency 610 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",410
Acute Cardiac Deficiency 611,Neurology,High,"Disease: Acute Cardiac Deficiency 611
Description: Acute Cardiac Deficiency 611 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",380
Chronic Cardiac Deficiency 612,Endocrine,Critical,"Disease: Chronic Cardiac Deficiency 612
Description: Chronic Cardiac Deficiency 612 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",385
Autoimmune Cardiac Deficiency 613,Respiratory,Low,"Disease: Autoimmune Cardiac Deficiency 613
Description: Autoimmune Cardiac Deficiency 613 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",391
Idiopathic Cardiac Deficiency 614,GI,Moderate,"Disease: Idiopathic Cardiac Deficiency 614
Description: Idiopathic Cardiac Deficiency 614 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",379
Primary Cardiac Deficiency 615,Renal,High,"Disease: Primary Cardiac Deficiency 615
Description: Primary Cardiac Deficiency 615 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",393
Secondary Cardiac Deficiency 616,Autoimmune,Critical,"Disease: Secondary Cardiac Deficiency 616
Description: Secondary Cardiac Deficiency 616 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",394
Progressive Cardiac Deficiency 617,Infectious,Low,"Disease: Progressive Cardiac Deficiency 617
Description: Progressive Cardiac Deficiency 617 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",376
Congenital Cardiac Deficiency 618,Cardiovascular,Moderate,"Disease: Congenital Cardiac Deficiency 618
Description: Congenital Cardiac Deficiency 618 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",402
Inflammatory Cardiac Deficiency 619,Neurology,High,"Disease: Inflammatory Cardiac Deficiency 619
Description: Inflammatory Cardiac Deficiency 619 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",400
Metabolic Cardiac Deficiency 620,Endocrine,Critical,"Disease: Metabolic Cardiac Deficiency 620
Description: Metabolic Cardiac Deficiency 620 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",394
Acute Neurological Deficiency 621,Respiratory,Low,"Disease: Acute Neurological Deficiency 621
Description: Acute Neurological Deficiency 621 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",380
Chronic Neurological Deficiency 622,GI,Moderate,"Disease: Chronic Neurological Deficiency 622
Description: Chronic Neurological Deficiency 622 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",387
Autoimmune Neurological Deficiency 623,Renal,High,"Disease: Autoimmune Neurological Deficiency 623
Description: Autoimmune Neurological Deficiency 623 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",407
Idiopathic Neurological Deficiency 624,Autoimmune,Critical,"Disease: Idiopathic Neurological Deficiency 624
Description: Idiopathic Neurological Deficiency 624 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",406
Primary Neurological Deficiency 625,Infectious,Low,"Disease: Primary Neurological Deficiency 625
Description: Primary Neurological Deficiency 625 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",389
Secondary Neurological Deficiency 626,Cardiovascular,Moderate,"Disease: Secondary Neurological Deficiency 626
Description: Secondary Neurological Deficiency 626 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",399
Progressive Neurological Deficiency 627,Neurology,High,"Disease: Progressive Neurological Deficiency 627
Description: Progressive Neurological Deficiency 627 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",406
Congenital Neurological Deficiency 628,Endocrine,Critical,"Disease: Congenital Neurological Deficiency 628
Description: Congenital Neurological Deficiency 628 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",410
Inflammatory Neurological Deficiency 629,Respiratory,Low,"Disease: Inflammatory Neurological Deficiency 629
Description: Inflammatory Neurological Deficiency 629 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",394
Metabolic Neurological Deficiency 630,GI,Moderate,"Disease: Metabolic Neurological Deficiency 630
Description: Metabolic Neurological Deficiency 630 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",396
Acute Renal Deficiency 631,Renal,High,"Disease: Acute Renal Deficiency 631
Description: Acute Renal Deficiency 631 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",378
Chronic Renal Deficiency 632,Autoimmune,Critical,"Disease: Chronic Renal Deficiency 632
Description: Chronic Renal Deficiency 632 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",384
Autoimmune Renal Deficiency 633,Infectious,Low,"Disease: Autoimmune Renal Deficiency 633
Description: Autoimmune Renal Deficiency 633 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",379
Idiopathic Renal Deficiency 634,Cardiovascular,Moderate,"Disease: Idiopathic Renal Deficiency 634
Description: Idiopathic Renal Deficiency 634 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",393
Primary Renal Deficiency 635,Neurology,High,"Disease: Primary Renal Deficiency 635
Description: Primary Renal Deficiency 635 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",389
Secondary Renal Deficiency 636,Endocrine,Critical,"Disease: Secondary Renal Deficiency 636
Description: Secondary Renal Deficiency 636 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",383
Progressive Renal Deficiency 637,Respiratory,Low,"Disease: Progressive Renal Deficiency 637
Description: Progressive Renal Deficiency 637 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",382
Congenital Renal Deficiency 638,GI,Moderate,"Disease: Congenital Renal Deficiency 638
Description: Congenital Renal Deficiency 638 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",382
Inflammatory Renal Deficiency 639,Renal,High,"Disease: Inflammatory Renal Deficiency 639
Description: Inflammatory Renal Deficiency 639 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",392
Metabolic Renal Deficiency 640,Autoimmune,Critical,"Disease: Metabolic Renal Deficiency 640
Description: Metabolic Renal Deficiency 640 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",399
Acute Hepatic Deficiency 641,Infectious,Low,"Disease: Acute Hepatic Deficiency 641
Description: Acute Hepatic Deficiency 641 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",362
Chronic Hepatic Deficiency 642,Cardiovascular,Moderate,"Disease: Chronic Hepatic Deficiency 642
Description: Chronic Hepatic Deficiency 642 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",389
Autoimmune Hepatic Deficiency 643,Neurology,High,"Disease: Autoimmune Hepatic Deficiency 643
Description: Autoimmune Hepatic Deficiency 643 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",403
Idiopathic Hepatic Deficiency 644,Endocrine,Critical,"Disease: Idiopathic Hepatic Deficiency 644
Description: Idiopathic Hepatic Deficiency 644 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",389
Primary Hepatic Deficiency 645,Respiratory,Low,"Disease: Primary Hepatic Deficiency 645
Description: Primary Hepatic Deficiency 645 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",383
Secondary Hepatic Deficiency 646,GI,Moderate,"Disease: Secondary Hepatic Deficiency 646
Description: Secondary Hepatic Deficiency 646 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",379
Progressive Hepatic Deficiency 647,Renal,High,"Disease: Progressive Hepatic Deficiency 647
Description: Progressive Hepatic Deficiency 647 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",392
Congenital Hepatic Deficiency 648,Autoimmune,Critical,"Disease: Congenital Hepatic Deficiency 648
Description: Congenital Hepatic Deficiency 648 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",403
Inflammatory Hepatic Deficiency 649,Infectious,Low,"Disease: Inflammatory Hepatic Deficiency 649
Description: Inflammatory Hepatic Deficiency 649 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",382
Metabolic Hepatic Deficiency 650,Cardiovascular,Moderate,"Disease: Metabolic Hepatic Deficiency 650
Description: Metabolic Hepatic Deficiency 650 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",398
Acute Endocrine Deficiency 651,Neurology,High,"Disease: Acute Endocrine Deficiency 651
Description: Acute Endocrine Deficiency 651 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",386
Chronic Endocrine Deficiency 652,Endocrine,Critical,"Disease: Chronic Endocrine Deficiency 652
Description: Chronic Endocrine Deficiency 652 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",391
Autoimmune Endocrine Deficiency 653,Respiratory,Low,"Disease: Autoimmune Endocrine Deficiency 653
Description: Autoimmune Endocrine Deficiency 653 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",391
Idiopathic Endocrine Deficiency 654,GI,Moderate,"Disease: Idiopathic Endocrine Deficiency 654
Description: Idiopathic Endocrine Deficiency 654 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",385
Primary Endocrine Deficiency 655,Renal,High,"Disease: Primary Endocrine Deficiency 655
Description: Primary Endocrine Deficiency 655 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",399
Secondary Endocrine Deficiency 656,Autoimmune,Critical,"Disease: Secondary Endocrine Deficiency 656
Description: Secondary Endocrine Deficiency 656 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",394
Progressive Endocrine Deficiency 657,Infectious,Low,"Disease: Progressive Endocrine Deficiency 657
Description: Progressive Endocrine Deficiency 657 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",382
Congenital Endocrine Deficiency 658,Cardiovascular,Moderate,"Disease: Congenital Endocrine Deficiency 658
Description: Congenital Endocrine Deficiency 658 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",408
Inflammatory Endocrine Deficiency 659,Neurology,High,"Disease: Inflammatory Endocrine Deficiency 659
Description: Inflammatory Endocrine Deficiency 659 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",400
Metabolic Endocrine Deficiency 660,Endocrine,Critical,"Disease: Metabolic Endocrine Deficiency 660
Description: Metabolic Endocrine Deficiency 660 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",400
Acute Gastro Deficiency 661,Respiratory,Low,"Disease: Acute Gastro Deficiency 661
Description: Acute Gastro Deficiency 661 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",370
Chronic Gastro Deficiency 662,GI,Moderate,"Disease: Chronic Gastro Deficiency 662
Description: Chronic Gastro Deficiency 662 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",371
Autoimmune Gastro Deficiency 663,Renal,High,"Disease: Autoimmune Gastro Deficiency 663
Description: Autoimmune Gastro Deficiency 663 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Primary Management: Diagnostics",397
Idiopathic Gastro Deficiency 664,Autoimmune,Critical,"Disease: Idiopathic Gastro Deficiency 664
Description: Idiopathic Gastro Deficiency 664 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Primary Management: Specialist Referral",396
Primary Gastro Deficiency 665,Infectious,Low,"Disease: Primary Gastro Deficiency 665
Description: Primary Gastro Deficiency 665 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Primary Management: Medication",373
Secondary Gastro Deficiency 666,Cardiovascular,Moderate,"Disease: Secondary Gastro Deficiency 666
Description: Secondary Gastro Deficiency 666 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Primary Management: Lifestyle",389
Progressive Gastro Deficiency 667,Neurology,High,"Disease: Progressive Gastro Deficiency 667
Description: Progressive Gastro Deficiency 667 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Primary Management: Diagnostics",396
Congenital Gastro Deficiency 668,Endocrine,Critical,"Disease: Congenital Gastro Deficiency 668
Description: Congenital Gastro Deficiency 668 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Primary Management: Specialist Referral",394
Inflammatory Gastro Deficiency 669,Respiratory,Low,"Disease: Inflammatory Gastro Deficiency 669
Description: Inflammatory Gastro Deficiency 669 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Primary Management: Medication",384
Metabolic Gastro Deficiency 670,GI,Moderate,"Disease: Metabolic Gastro Deficiency 670
Description: Metabolic Gastro Deficiency 670 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Primary Management: Lifestyle",386
Acute Dermatologic Deficiency 671,Renal,High,"Disease: Acute Dermatologic Deficiency 671
Description: Acute Dermatologic Deficiency 671 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Primary Management: Diagnostics",388
Chronic Dermatologic Deficiency 672,Autoimmune,Critical,"Disease: Chronic Dermatologic Deficiency 672
Description: Chronic Dermatologic Deficiency 672 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Primary Management: Specialist Referral",400
Autoimmune Dermatologic Deficiency 673,Infectious,Low,"Disease: Autoimmune Dermatologic Deficiency 673
Description: Autoimmune Dermatologic Deficiency 673 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Primary Management: Medication",395
Idiopathic Dermatologic Deficiency 674,Cardiovascular,Moderate,"Disease: Idiopathic Dermatologic Deficiency 674
Description: Idiopathic Dermatologic Deficiency 674 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Primary Management: Lifestyle",403
Primary Dermatologic Deficiency 675,Neurology,High,"Disease: Primary Dermatologic Deficiency 675
Description: Primary Dermatologic Deficiency 675 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Primary Management: Diagnostics",405
Secondary Dermatologic Deficiency 676,Endocrine,Critical,"Disease: Secondary Dermatologic Deficiency 676
Description: Secondary Dermatologic Deficiency 676 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Primary Management: Specialist Referral",399
Progressive Dermatologic Deficiency 677,Respiratory,Low,"Disease: Progressive Dermatologic Deficiency 677
Description: Progressive Dermatologic Deficiency 677 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Primary Management: Medication",392
Congenital Dermatologic Deficiency 678,GI,Moderate,"Disease: Congenital Dermatologic Deficiency 678
Description: Congenital Dermatologic Deficiency 678 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Primary Management: Lifestyle",398
Inflammatory Dermatologic Deficiency 679,Renal,High,"Disease: Inflammatory Dermatologic Deficiency 679
Description: Inflammatory Dermatologic Deficiency 679 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Primary Management: Diagnostics",408
Metabolic Dermatologic Deficiency 680,Autoimmune,Critical,"Disease: Metabolic Dermatologic Deficiency 680
Description: Metabolic Dermatologic Deficiency 680 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Primary Management: Specialist Referral",409
Acute Hematologic Deficiency 681,Infectious,Low,"Disease: Acute Hematologic Deficiency 681
Description: Acute Hematologic Deficiency 681 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Primary Management: Medication",372
Chronic Hematologic Deficiency 682,Cardiovascular,Moderate,"Disease: Chronic Hematologic Deficiency 682
Description: Chronic Hematologic Deficiency 682 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Primary Management: Lifestyle",399
