risk_factor,associated_condition,weight,is_modifiable,risk_type,recommended_action
27,Depression,2,1,0,High Monitoring
27,Depression,3,0,3,Immediate Attention
27,Depression,4,1,2,Preventive
27,Anxiety,1,0,1,Moderate Monitoring
27,Anxiety,2,1,0,High Monitoring
27,Anxiety,3,0,3,Immediate Attention
27,Anxiety,4,1,2,Preventive
27,Infection Risk,1,0,1,Moderate Monitoring
27,Infection Risk,2,1,0,High Monitoring
27,Infection Risk,3,0,3,Immediate Attention
27,Infection Risk,4,1,2,Preventive
27,Metabolic Disorder,1,0,1,Moderate Monitoring
27,Metabolic Disorder,2,1,0,High Monitoring
27,Metabolic Disorder,3,0,3,Immediate Attention
27,Metabolic Disorder,4,1,2,Preventive
27,Autoimmune Disease,1,0,1,Moderate Monitoring
27,Autoimmune Disease,2,1,0,High Monitoring
27,Autoimmune Disease,3,0,3,Immediate Attention
27,Autoimmune Disease,4,1,2,Preventive
27,Hormonal Disorder,1,0,1,Moderate Monitoring
27,Hormonal Disorder,2,1,0,High Monitoring
27,Hormonal Disorder,3,0,3,Immediate Attention
27,Hormonal Disorder,4,1,2,Preventive
21,Heart Disease,1,0,1,Moderate Monitoring
21,Heart Disease,2,1,0,High Monitoring
21,Heart Disease,3,0,3,Immediate Attention
21,Heart Disease,4,1,2,Preventive
21,Diabetes,1,0,1,Moderate Monitoring
21,Diabetes,2,1,0,High Monitoring
21,Diabetes,3,0,3,Immediate Attention
21,Diabetes,4,1,2,Preventive
21,Hypertension,1,0,1,Moderate Monitoring
21,Hypertension,2,1,0,High Monitoring
21,Hypertension,3,0,3,Immediate Attention
21,Hypertension,4,1,2,Preventive
21,Stroke,1,0,1,Moderate Monitoring
21,Stroke,2,1,0,High Monitoring
21,Stroke,3,0,3,Immediate Attention
21,Stroke,4,1,2,Preventive
21,Kidney Disease,1,0,1,Moderate Monitoring
21,Kidney Disease,2,1,0,High Monitoring
21,Kidney Disease,3,0,3,Immediate Attention
21,Kidney Disease,4,1,2,Preventive
21,Liver Disease,1,0,1,Moderate Monitoring
21,Liver Disease,2,1,0,High Monitoring
21,Liver Disease,3,0,3,Immediate Attention
21,Liver Disease,4,1,2,Preventive
21,Respiratory Disorder,1,0,1,Moderate Monitoring
21,Respiratory Disorder,2,1,0,High Monitoring
21,Respiratory Disorder,3,0,3,Immediate Attention
21,Respiratory Disorder,4,1,2,Preventive
21,Cancer,1,0,1,Moderate Monitoring
21,Cancer,2,1,0,High Monitoring
21,Cancer,3,0,3,Immediate Attention
21,Cancer,4,1,2,Preventive
21,Obesity,1,0,1,Moderate Monitoring
21,Obesity,2,1,0,High Monitoring
21,Obesity,3,0,3,Immediate Attention
21,Obesity,4,1,2,Preventive
21,Depression,1,0,1,Moderate Monitoring
21,Depression,2,1,0,High Monitoring
21,Depression,3,0,3,Immediate Attention
21,Depression,4,1,2,Preventive
21,Anxiety,1,0,1,Moderate Monitoring
21,Anxiety,2,1,0,High Monitoring
21,Anxiety,3,0,3,Immediate Attention
21,Anxiety,4,1,2,Preventive
21,Infection Risk,1,0,1,Moderate Monitoring
21,Infection Risk,2,1,0,High Monitoring
21,Infection Risk,3,0,3,Immediate Attention
21,Infection Risk,4,1,2,Preventive
21,Metabolic Disorder,1,0,1,Moderate Monitoring
21,Metabolic Disorder,2,1,0,High Monitoring
21,Metabolic Disorder,3,0,3,Immediate Attention
21,Metabolic Disorder,4,1,2,Preventive
21,Autoimmune Disease,1,0,1,Moderate Monitoring
21,Autoimmune Disease,2,1,0,High Monitoring
21,Autoimmune Disease,3,0,3,Immediate Attention
21,Autoimmune Disease,4,1,2,Preventive
21,Hormonal Disorder,1,0,1,Moderate Monitoring
21,Hormonal Disorder,2,1,0,High Monitoring
21,Hormonal Disorder,3,0,3,Immediate Attention
21,Hormonal Disorder,4,1,2,Preventive
35,Heart Disease,1,0,1,Moderate Monitoring
35,Heart Disease,2,1,0,High Monitoring
35,Heart Disease,3,0,3,Immediate Attention
35,Heart Disease,4,1,2,Preventive
35,Diabetes,1,0,1,Moderate Monitoring
35,Diabetes,2,1,0,High Monitoring
35,Diabetes,3,0,3,Immediate Attention
35,Diabetes,4,1,2,Preventive
35,Hypertension,1,0,1,Moderate Monitoring
35,Hypertension,2,1,0,High Monitoring
35,Hypertension,3,0,3,Immediate Attention
35,Hypertension,4,1,2,Preventive
35,Stroke,1,0,1,Moderate Monitoring
35,Stroke,2,1,0,High Monitoring
35,Stroke,3,0,3,Immediate Attention
35,Stroke,4,1,2,Preventive
35,Kidney Disease,1,0,1,Moderate Monitoring
35,Kidney Disease,2,1,0,High Monitoring
35,Kidney Disease,3,0,3,Immediate Attention
35,Kidney Disease,4,1,2,Preventive
35,Liver Disease,1,0,1,Moderate Monitoring
35,Liver Disease,2,1,0,High Monitoring
35,Liver Disease,3,0,3,Immediate Attention
35,Liver Disease,4,1,2,Preventive
35,Respiratory Disorder,1,0,1,Moderate Monitoring
35,Respiratory Disorder,2,1,0,High Monitoring
35,Respiratory Disorder,3,0,3,Immediate Attention
35,Respiratory Disorder,4,1,2,Preventive
35,Cancer,1,0,1,Moderate Monitoring
35,Cancer,2,1,0,High Monitoring
35,Cancer,3,0,3,Immediate Attention
35,Cancer,4,1,2,Preventive
35,Obesity,1,0,1,Moderate Monitoring
35,Obesity,2,1,0,High Monitoring
35,Obesity,3,0,3,Immediate Attention
35,Obesity,4,1,2,Preventive
35,Depression,1,0,1,Moderate Monitoring
35,Depression,2,1,0,High Monitoring
35,Depression,3,0,3,Immediate Attention
35,Depression,4,1,2,Preventive
35,Anxiety,1,0,1,Moderate Monitoring
35,Anxiety,2,1,0,High Monitoring
35,Anxiety,3,0,3,Immediate Attention
35,Anxiety,4,1,2,Preventive
35,Infection Risk,1,0,1,Moderate Monitoring
35,Infection Risk,2,1,0,High Monitoring
35,Infection Risk,3,0,3,Immediate Attention
35,Infection Risk,4,1,2,Preventive
35,Metabolic Disorder,1,0,1,Moderate Monitoring
35,Metabolic Disorder,2,1,0,High Monitoring
35,Metabolic Disorder,3,0,3,Immediate Attention
35,Metabolic Disorder,4,1,2,Preventive
35,Autoimmune Disease,1,0,1,Moderate Monitoring
35,Autoimmune Disease,2,1,0,High Monitoring
35,Autoimmune Disease,3,0,3,Immediate Attention
35,Autoimmune Disease,4,1,2,Preventive
35,Hormonal Disorder,1,0,1,Moderate Monitoring
35,Hormonal Disorder,2,1,0,High Monitoring
35,Hormonal Disorder,3,0,3,Immediate Attention
35,Hormonal Disorder,4,1,2,Preventive
28,Heart Disease,1,0,1,Moderate Monitoring
28,Heart Disease,2,1,0,High Monitoring
28,Heart Disease,3,0,3,Immediate Attention
28,Heart Disease,4,1,2,Preventive
28,Diabetes,1,0,1,Moderate Monitoring
28,Diabetes,2,1,0,High Monitoring
28,Diabetes,3,0,3,Immediate Attention
28,Diabetes,4,1,2,Preventive
28,Hypertension,1,0,1,Moderate Monitoring
28,Hypertension,2,1,0,High Monitoring
28,Hypertension,3,0,3,Immediate Attention
28,Hypertension,4,1,2,Preventive
28,Stroke,1,0,1,Moderate Monitoring
28,Stroke,2,1,0,High Monitoring
28,Stroke,3,0,3,Immediate Attention
28,Stroke,4,1,2,Preventive
28,Kidney Disease,1,0,1,Moderate Monitoring
28,Kidney Disease,2,1,0,High Monitoring
28,Kidney Disease,3,0,3,Immediate Attention
28,Kidney Disease,4,1,2,Preventive
28,Liver Disease,1,0,1,Moderate Monitoring
28,Liver Disease,2,1,0,High Monitoring
28,Liver Disease,3,0,3,Immediate Attention
28,Liver Disease,4,1,2,Preventive
28,Respiratory Disorder,1,0,1,Moderate Monitoring
28,Respiratory Disorder,2,1,0,High Monitoring
28,Respiratory Disorder,3,0,3,Immediate Attention
28,Respiratory Disorder,4,1,2,Preventive
28,Cancer,1,0,1,Moderate Monitoring
28,Cancer,2,1,0,High Monitoring
28,Cancer,3,0,3,Immediate Attention
28,Cancer,4,1,2,Preventive
28,Obesity,1,0,1,Moderate Monitoring
28,Obesity,2,1,0,High Monitoring
28,Obesity,3,0,3,Immediate Attention
28,Obesity,4,1,2,Preventive
28,Depression,1,0,1,Moderate Monitoring
28,Depression,2,1,0,High Monitoring
28,Depression,3,0,3,Immediate Attention
28,Depression,4,1,2,Preventive
28,Anxiety,1,0,1,Moderate Monitoring
28,Anxiety,2,1,0,High Monitoring
28,Anxiety,3,0,3,Immediate Attention
28,Anxiety,4,1,2,Preventive
28,Infection Risk,1,0,1,Moderate Monitoring
28,Infection Risk,2,1,0,High Monitoring
28,Infection Risk,3,0,3,Immediate Attention
28,Infection Risk,4,1,2,Preventive
28,Metabolic Disorder,1,0,1,Moderate Monitoring
28,Metabolic Disorder,2,1,0,High Monitoring
28,Metabolic Disorder,3,0,3,Immediate Attention
28,Metabolic Disorder,4,1,2,Preventive
28,Autoimmune Disease,1,0,1,Moderate Monitoring
28,Autoimmune Disease,2,1,0,High Monitoring
28,Autoimmune Disease,3,0,3,Immediate Attention
28,Autoimmune Disease,4,1,2,Preventive
28,Hormonal Disorder,1,0,1,Moderate Monitoring
28,Hormonal Disorder,2,1,0,High Monitoring
28,Hormonal Disorder,3,0,3,Immediate Attention
28,Hormonal Disorder,4,1,2,Preventive
24,Heart Disease,1,0,1,Moderate Monitoring
24,Heart Disease,2,1,0,High Monitoring
24,Heart Disease,3,0,3,Immediate Attention
24,Heart Disease,4,1,2,Preventive
24,Diabetes,1,0,1,Moderate Monitoring
24,Diabetes,2,1,0,High Monitoring
24,Diabetes,3,0,3,Immediate Attention
24,Diabetes,4,1,2,Preventive
24,Hypertension,1,0,1,Moderate Monitoring
24,Hypertension,2,1,0,High Monitoring
24,Hypertension,3,0,3,Immediate Attention
24,Hypertension,4,1,2,Preventive
24,Stroke,1,0,1,Moderate Monitoring
24,Stroke,2,1,0,High Monitoring
24,Stroke,3,0,3,Immediate Attention
24,Stroke,4,1,2,Preventive
24,Kidney Disease,1,0,1,Moderate Monitoring
24,Kidney Disease,2,1,0,High Monitoring
24,Kidney Disease,3,0,3,Immediate Attention
24,Kidney Disease,4,1,2,Preventive
24,Liver Disease,1,0,1,Moderate Monitoring
24,Liver Disease,2,1,0,High Monitoring
24,Liver Disease,3,0,3,Immediate Attention
24,Liver Disease,4,1,2,Preventive
24,Respiratory Disorder,1,0,1,Moderate Monitoring
24,Respiratory Disorder,2,1,0,High Monitoring
24,Respiratory Disorder,3,0,3,Immediate Attention
24,Respiratory Disorder,4,1,2,Preventive
24,Cancer,1,0,1,Moderate Monitoring
24,Cancer,2,1,0,High Monitoring
24,Cancer,3,0,3,Immediate Attention
24,Cancer,4,1,2,Preventive
24,Obesity,1,0,1,Moderate Monitoring
24,Obesity,2,1,0,High Monitoring
24,Obesity,3,0,3,Immediate Attention
24,Obesity,4,1,2,Preventive
24,Depression,1,0,1,Moderate Monitoring
24,Depression,2,1,0,High Monitoring
24,Depression,3,0,3,Immediate Attention
24,Depression,4,1,2,Preventive
24,Anxiety,1,0,1,Moderate Monitoring
24,Anxiety,2,1,0,High Monitoring
24,Anxiety,3,0,3,Immediate Attention
24,Anxiety,4,1,2,Preventive
24,Infection Risk,1,0,1,Moderate Monitoring
24,Infection Risk,2,1,0,High Monitoring
24,Infection Risk,3,0,3,Immediate Attention
24,Infection Risk,4,1,2,Preventive
24,Metabolic Disorder,1,0,1,Moderate Monitoring
24,Metabolic Disorder,2,1,0,High Monitoring
24,Metabolic Disorder,3,0,3,Immediate Attention
24,Metabolic Disorder,4,1,2,Preventive
24,Autoimmune Disease,1,0,1,Moderate Monitoring
24,Autoimmune Disease,2,1,0,High Monitoring
24,Autoimmune Disease,3,0,3,Immediate Attention
24,Autoimmune Disease,4,1,2,Preventive
24,Hormonal Disorder,1,0,1,Moderate Monitoring
24,Hormonal Disorder,2,1,0,High Monitoring
24,Hormonal Disorder,3,0,3,Immediate Attention
24,Hormonal Disorder,4,1,2,Preventive
25,Heart Disease,1,0,1,Moderate Monitoring
25,Heart Disease,2,1,0,High Monitoring
25,Heart Disease,3,0,3,Immediate Attention
25,Heart Disease,4,1,2,Preventive
25,Diabetes,1,0,1,Moderate Monitoring
25,Diabetes,2,1,0,High Monitoring
25,Diabetes,3,0,3,Immediate Attention
25,Diabetes,4,1,2,Preventive
25,Hypertension,1,0,1,Moderate Monitoring
25,Hypertension,2,1,0,High Monitoring
25,Hypertension,3,0,3,Immediate Attention
25,Hypertension,4,1,2,Preventive
25,Stroke,1,0,1,Moderate Monitoring
25,Stroke,2,1,0,High Monitoring
25,Stroke,3,0,3,Immediate Attention
25,Stroke,4,1,2,Preventive
25,Kidney Disease,1,0,1,Moderate Monitoring
25,Kidney Disease,2,1,0,High Monitoring
25,Kidney Disease,3,0,3,Immediate Attention
25,Kidney Disease,4,1,2,Preventive
25,Liver Disease,1,0,1,Moderate Monitoring
25,Liver Disease,2,1,0,High Monitoring
25,Liver Disease,3,0,3,Immediate Attention
25,Liver Disease,4,1,2,Preventive
25,Respiratory Disorder,1,0,1,Moderate Monitoring
25,Respiratory Disorder,2,1,0,High Monitoring
25,Respiratory Disorder,3,0,3,Immediate Attention
25,Respiratory Disorder,4,1,2,Preventive
25,Cancer,1,0,1,Moderate Monitoring
25,Cancer,2,1,0,High Monitoring
25,Cancer,3,0,3,Immediate Attention
25,Cancer,4,1,2,Preventive
25,Obesity,1,0,1,Moderate Monitoring
25,Obesity,2,1,0,High Monitoring
25,Obesity,3,0,3,Immediate Attention
25,Obesity,4,1,2,Preventive
25,Depression,1,0,1,Moderate Monitoring
25,Depression,2,1,0,High Monitoring
25,Depression,3,0,3,Immediate Attention
25,Depression,4,1,2,Preventive
25,Anxiety,1,0,1,Moderate Monitoring
25,Anxiety,2,1,0,High Monitoring
25,Anxiety,3,0,3,Immediate Attention
25,Anxiety,4,1,2,Preventive
25,Infection Risk,1,0,1,Moderate Monitoring
25,Infection Risk,2,1,0,High Monitoring
25,Infection Risk,3,0,3,Immediate Attention
25,Infection Risk,4,1,2,Preventive
25,Metabolic Disorder,1,0,1,Moderate Monitoring
25,Metabolic Disorder,2,1,0,High Monitoring
25,Metabolic Disorder,3,0,3,Immediate Attention
25,Metabolic Disorder,4,1,2,Preventive
25,Autoimmune Disease,1,0,1,Moderate Monitoring
25,Autoimmune Disease,2,1,0,High Monitoring
25,Autoimmune Disease,3,0,3,Immediate Attention
25,Autoimmune Disease,4,1,2,Preventive
25,Hormonal Disorder,1,0,1,Moderate Monitoring
25,Hormonal Disorder,2,1,0,High Monitoring
25,Hormonal Disorder,3,0,3,Immediate Attention
25,Hormonal Disorder,4,1,2,Preventive
7,Heart Disease,1,0,1,Moderate Monitoring
7,Heart Disease,2,1,0,High Monitoring
7,Heart Disease,3,0,3,Immediate Attention
7,Heart Disease,4,1,2,Preventive
7,Diabetes,1,0,1,Moderate Monitoring
7,Diabetes,2,1,0,High Monitoring
7,Diabetes,3,0,3,Immediate Attention
7,Diabetes,4,1,2,Preventive
7,Hypertension,1,0,1,Moderate Monitoring
7,Hypertension,2,1,0,High Monitoring
7,Hypertension,3,0,3,Immediate Attention
7,Hypertension,4,1,2,Preventive
7,Stroke,1,0,1,Moderate Monitoring
7,Stroke,2,1,0,High Monitoring
7,Stroke,3,0,3,Immediate Attention
7,Stroke,4,1,2,Preventive
7,Kidney Disease,1,0,1,Moderate Monitoring
7,Kidney Disease,2,1,0,High Monitoring
7,Kidney Disease,3,0,3,Immediate Attention
7,Kidney Disease,4,1,2,Preventive
7,Liver Disease,1,0,1,Moderate Monitoring
7,Liver Disease,2,1,0,High Monitoring
7,Liver Disease,3,0,3,Immediate Attention
7,Liver Disease,4,1,2,Preventive
7,Respiratory Disorder,1,0,1,Moderate Monitoring
7,Respiratory Disorder,2,1,0,High Monitoring
7,Respiratory Disorder,3,0,3,Immediate Attention
7,Respiratory Disorder,4,1,2,Preventive
7,Cancer,1,0,1,Moderate Monitoring
7,Cancer,2,1,0,High Monitoring
7,Cancer,3,0,3,Immediate Attention
7,Cancer,4,1,2,Preventive
7,Obesity,1,0,1,Moderate Monitoring
7,Obesity,2,1,0,High Monitoring
7,Obesity,3,0,3,Immediate Attention
7,Obesity,4,1,2,Preventive
7,Depression,1,0,1,Moderate Monitoring
7,Depression,2,1,0,High Monitoring
7,Depression,3,0,3,Immediate Attention
7,Depression,4,1,2,Preventive
7,Anxiety,1,0,1,Moderate Monitoring
7,Anxiety,2,1,0,High Monitoring
7,Anxiety,3,0,3,Immediate Attention
7,Anxiety,4,1,2,Preventive
7,Infection Risk,1,0,1,Moderate Monitoring
7,Infection Risk,2,1,0,High Monitoring
7,Infection Risk,3,0,3,Immediate Attention
7,Infection Risk,4,1,2,Preventive
7,Metabolic Disorder,1,0,1,Moderate Monitoring
7,Metabolic Disorder,2,1,0,High Monitoring
7,Metabolic Disorder,3,0,3,Immediate Attention
7,Metabolic Disorder,4,1,2,Preventive
7,Autoimmune Disease,1,0,1,Moderate Monitoring
7,Autoimmune Disease,2,1,0,High Monitoring
7,Autoimmune Disease,3,0,3,Immediate Attention
7,Autoimmune Disease,4,1,2,Preventive
7,Hormonal Disorder,1,0,1,Moderate Monitoring
7,Hormonal Disorder,2,1,0,High Monitoring
7,Hormonal Disorder,3,0,3,Immediate Attention
7,Hormonal Disorder,4,1,2,Preventive
5,Heart Disease,1,0,1,Moderate Monitoring
5,Heart Disease,2,1,0,High Monitoring
5,Heart Disease,3,0,3,Immediate Attention
5,Heart Disease,4,1,2,Preventive
5,Diabetes,1,0,1,Moderate Monitoring
5,Diabetes,2,1,0,High Monitoring
5,Diabetes,3,0,3,Immediate Attention
5,Diabetes,4,1,2,Preventive
5,Hypertension,1,0,1,Moderate Monitoring
5,Hypertension,2,1,0,High Monitoring
5,Hypertension,3,0,3,Immediate Attention
5,Hypertension,4,1,2,Preventive
5,Stroke,1,0,1,Moderate Monitoring
5,Stroke,2,1,0,High Monitoring
5,Stroke,3,0,3,Immediate Attention
5,Stroke,4,1,2,Preventive
5,Kidney Disease,1,0,1,Moderate Monitoring
5,Kidney Disease,2,1,0,High Monitoring
5,Kidney Disease,3,0,3,Immediate Attention
5,Kidney Disease,4,1,2,Preventive
5,Liver Disease,1,0,1,Moderate Monitoring
5,Liver Disease,2,1,0,High Monitoring
5,Liver Disease,3,0,3,Immediate Attention
5,Liver Disease,4,1,2,Preventive
5,Respiratory Disorder,1,0,1,Moderate Monitoring
5,Respiratory Disorder,2,1,0,High Monitoring
5,Respiratory Disorder,3,0,3,Immediate Attention
5,Respiratory Disorder,4,1,2,Preventive
5,Cancer,1,0,1,Moderate Monitoring
5,Cancer,2,1,0,High Monitoring
5,Cancer,3,0,3,Immediate Attention
5,Cancer,4,1,2,Preventive
5,Obesity,1,0,1,Moderate Monitoring
5,Obesity,2,1,0,High Monitoring
5,Obesity,3,0,3,Immediate Attention
5,Obesity,4,1,2,Preventive
5,Depression,1,0,1,Moderate Monitoring
5,Depression,2,1,0,High Monitoring
5,Depression,3,0,3,Immediate Attention
5,Depression,4,1,2,Preventive
5,Anxiety,1,0,1,Moderate Monitoring
5,Anxiety,2,1,0,High Monitoring
5,Anxiety,3,0,3,Immediate Attention
5,Anxiety,4,1,2,Preventive
5,Infection Risk,1,0,1,Moderate Monitoring
5,Infection Risk,2,1,0,High Monitoring
5,Infection Risk,3,0,3,Immediate Attention
5,Infection Risk,4,1,2,Preventive
5,Metabolic Disorder,1,0,1,Moderate Monitoring
5,Metabolic Disorder,2,1,0,High Monitoring
5,Metabolic Disorder,3,0,3,Immediate Attention
5,Metabolic Disorder,4,1,2,Preventive
5,Autoimmune Disease,1,0,1,Moderate Monitoring
5,Autoimmune Disease,2,1,0,High Monitoring
5,Autoimmune Disease,3,0,3,Immediate Attention
5,Autoimmune Disease,4,1,2,Preventive
5,Hormonal Disorder,1,0,1,Moderate Monitoring
5,Hormonal Disorder,2,1,0,High Monitoring
5,Hormonal Disorder,3,0,3,Immediate Attention
5,Hormonal Disorder,4,1,2,Preventive
6,Heart Disease,1,0,1,Moderate Monitoring
6,Heart Disease,2,1,0,High Monitoring
6,Heart Disease,3,0,3,Immediate Attention
6,Heart Disease,4,1,2,Preventive
6,Diabetes,1,0,1,Moderate Monitoring
6,Diabetes,2,1,0,High Monitoring
6,Diabetes,3,0,3,Immediate Attention
6,Diabetes,4,1,2,Preventive
6,Hypertension,1,0,1,Moderate Monitoring
6,Hypertension,2,1,0,High Monitoring
6,Hypertension,3,0,3,Immediate Attention
6,Hypertension,4,1,2,Preventive
6,Stroke,1,0,1,Moderate Monitoring
6,Stroke,2,1,0,High Monitoring
6,Stroke,3,0,3,Immediate Attention
6,Stroke,4,1,2,Preventive
6,Kidney Disease,1,0,1,Moderate Monitoring
6,Kidney Disease,2,1,0,High Monitoring
6,Kidney Disease,3,0,3,Immediate Attention
6,Kidney Disease,4,1,2,Preventive
6,Liver Disease,1,0,1,Moderate Monitoring
6,Liver Disease,2,1,0,High Monitoring
6,Liver Disease,3,0,3,Immediate Attention
6,Liver Disease,4,1,2,Preventive
6,Respiratory Disorder,1,0,1,Moderate Monitoring
6,Respiratory Disorder,2,1,0,High Monitoring
6,Respiratory Disorder,3,0,3,Immediate Attention
6,Respiratory Disorder,4,1,2,Preventive
6,Cancer,1,0,1,Moderate Monitoring
6,Cancer,2,1,0,High Monitoring
6,Cancer,3,0,3,Immediate Attention
6,Cancer,4,1,2,Preventive
6,Obesity,1,0,1,Moderate Monitoring
6,Obesity,2,1,0,High Monitoring
6,Obesity,3,0,3,Immediate Attention
6,Obesity,4,1,2,Preventive
6,Depression,1,0,1,Moderate Monitoring
6,Depression,2,1,0,High Monitoring
6,Depression,3,0,3,Immediate Attention
6,Depression,4,1,2,Preventive
6,Anxiety,1,0,1,Moderate Monitoring
6,Anxiety,2,1,0,High Monitoring
6,Anxiety,3,0,3,Immediate Attention
6,Anxiety,4,1,2,Preventive
6,Infection Risk,1,0,1,Moderate Monitoring
6,Infection Risk,2,1,0,High Monitoring
6,Infection Risk,3,0,3,Immediate Attention
6,Infection Risk,4,1,2,Preventive
6,Metabolic Disorder,1,0,1,Moderate Monitoring
6,Metabolic Disorder,2,1,0,High Monitoring
6,Metabolic Disorder,3,0,3,Immediate Attention
6,Metabolic Disorder,4,1,2,Preventive
6,Autoimmune Disease,1,0,1,Moderate Monitoring
6,Autoimmune Disease,2,1,0,High Monitoring
6,Autoimmune Disease,3,0,3,Immediate Attention
6,Autoimmune Disease,4,1,2,Preventive
6,Hormonal Disorder,1,0,1,Moderate Monitoring
6,Hormonal Disorder,2,1,0,High Monitoring
6,Hormonal Disorder,3,0,3,Immediate Attention
6,Hormonal Disorder,4,1,2,Preventive
4,Heart Disease,1,0,1,Moderate Monitoring
4,Heart Disease,2,1,0,High Monitoring
4,Heart Disease,3,0,3,Immediate Attention
4,Heart Disease,4,1,2,Preventive
4,Diabetes,1,0,1,Moderate Monitoring
4,Diabetes,2,1,0,High Monitoring
4,Diabetes,3,0,3,Immediate Attention
4,Diabetes,4,1,2,Preventive
4,Hypertension,1,0,1,Moderate Monitoring
4,Hypertension,2,1,0,High Monitoring
4,Hypertension,3,0,3,Immediate Attention
4,Hypertension,4,1,2,Preventive
4,Stroke,1,0,1,Moderate Monitoring
4,Stroke,2,1,0,High Monitoring
4,Stroke,3,0,3,Immediate Attention
4,Stroke,4,1,2,Preventive
4,Kidney Disease,1,0,1,Moderate Monitoring
4,Kidney Disease,2,1,0,High Monitoring
4,Kidney Disease,3,0,3,Immediate Attention
4,Kidney Disease,4,1,2,Preventive
4,Liver Disease,1,0,1,Moderate Monitoring
4,Liver Disease,2,1,0,High Monitoring
4,Liver Disease,3,0,3,Immediate Attention
4,Liver Disease,4,1,2,Preventive
4,Respiratory Disorder,1,0,1,Moderate Monitoring
4,Respiratory Disorder,2,1,0,High Monitoring
4,Respiratory Disorder,3,0,3,Immediate Attention
4,Respiratory Disorder,4,1,2,Preventive
4,Cancer,1,0,1,Moderate Monitoring
4,Cancer,2,1,0,High Monitoring
4,Cancer,3,0,3,Immediate Attention
4,Cancer,4,1,2,Preventive
4,Obesity,1,0,1,Moderate Monitoring
4,Obesity,2,1,0,High Monitoring
4,Obesity,3,0,3,Immediate Attention
4,Obesity,4,1,2,Preventive
4,Depression,1,0,1,Moderate Monitoring
4,Depression,2,1,0,High Monitoring
4,Depression,3,0,3,Immediate Attention
4,Depression,4,1,2,Preventive
4,Anxiety,1,0,1,Moderate Monitoring
4,Anxiety,2,1,0,High Monitoring
4,Anxiety,3,0,3,Immediate Attention
4,Anxiety,4,1,2,Preventive
4,Infection Risk,1,0,1,Moderate Monitoring
4,Infection Risk,2,1,0,High Monitoring
4,Infection Risk,3,0,3,Immediate Attention
4,Infection Risk,4,1,2,Preventive
4,Metabolic Disorder,1,0,1,Moderate Monitoring
4,Metabolic Disorder,2,1,0,High Monitoring
4,Metabolic Disorder,3,0,3,Immediate Attention
4,Metabolic Disorder,4,1,2,Preventive
4,Autoimmune Disease,1,0,1,Moderate Monitoring
4,Autoimmune Disease,2,1,0,High Monitoring
4,Autoimmune Disease,3,0,3,Immediate Attention
4,Autoimmune Disease,4,1,2,Preventive
4,Hormonal Disorder,1,0,1,Moderate Monitoring
4,Hormonal Disorder,2,1,0,High Monitoring
4,Hormonal Disorder,3,0,3,Immediate Attention
4,Hormonal Disorder,4,1,2,Preventive
47,Heart Disease,1,0,1,Moderate Monitoring
47,Heart Disease,2,1,0,High Monitoring
47,Heart Disease,3,0,3,Immediate Attention
47,Heart Disease,4,1,2,Preventive
47,Diabetes,1,0,1,Moderate Monitoring
47,Diabetes,2,1,0,High Monitoring
47,Diabetes,3,0,3,Immediate Attention
47,Diabetes,4,1,2,Preventive
47,Hypertension,1,0,1,Moderate Monitoring
47,Hypertension,2,1,0,High Monitoring
47,Hypertension,3,0,3,Immediate Attention
47,Hypertension,4,1,2,Preventive
47,Stroke,1,0,1,Moderate Monitoring
47,Stroke,2,1,0,High Monitoring
47,Stroke,3,0,3,Immediate Attention
47,Stroke,4,1,2,Preventive
47,Kidney Disease,1,0,1,Moderate Monitoring
47,Kidney Disease,2,1,0,High Monitoring
47,Kidney Disease,3,0,3,Immediate Attention
47,Kidney Disease,4,1,2,Preventive
47,Liver Disease,1,0,1,Moderate Monitoring
47,Liver Disease,2,1,0,High Monitoring
47,Liver Disease,3,0,3,Immediate Attention
47,Liver Disease,4,1,2,Preventive
47,Respiratory Disorder,1,0,1,Moderate Monitoring
47,Respiratory Disorder,2,1,0,High Monitoring
47,Respiratory Disorder,3,0,3,Immediate Attention
47,Respiratory Disorder,4,1,2,Preventive
47,Cancer,1,0,1,Moderate Monitoring
47,Cancer,2,1,0,High Monitoring
47,Cancer,3,0,3,Immediate Attention
47,Cancer,4,1,2,Preventive
47,Obesity,1,0,1,Moderate Monitoring
47,Obesity,2,1,0,High Monitoring
47,Obesity,3,0,3,Immediate Attention
47,Obesity,4,1,2,Preventive
47,Depression,1,0,1,Moderate Monitoring
47,Depression,2,1,0,High Monitoring
47,Depression,3,0,3,Immediate Attention
47,Depression,4,1,2,Preventive
47,Anxiety,1,0,1,Moderate Monitoring
47,Anxiety,2,1,0,High Monitoring
47,Anxiety,3,0,3,Immediate Attention
47,Anxiety,4,1,2,Preventive
47,Infection Risk,1,0,1,Moderate Monitoring
47,Infection Risk,2,1,0,High Monitoring
47,Infection Risk,3,0,3,Immediate Attention
47,Infection Risk,4,1,2,Preventive
47,Metabolic Disorder,1,0,1,Moderate Monitoring
47,Metabolic Disorder,2,1,0,High Monitoring
47,Metabolic Disorder,3,0,3,Immediate Attention
47,Metabolic Disorder,4,1,2,Preventive
47,Autoimmune Disease,1,0,1,Moderate Monitoring
47,Autoimmune Disease,2,1,0,High Monitoring
47,Autoimmune Disease,3,0,3,Immediate Attention
