disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Varicose veins,11,12,8,30,33,28, fatigue +  yellowish_skin,"Hepatitis C, AIDS, Tuberculosis",2,7
Hypothyroidism,11,45,12,27,20,8, fatigue +  yellowish_skin,"Hepatitis C, Osteoarthristis, Alcoholic hepatitis",3,7
Hyperthyroidism,11,24,52,34,30,7,itching +  skin_rash,"Fungal infection, Impetigo",2,7
Hypoglycemia,28,15,2,40,12,20, skin_rash +  blackheads,"Acne, Hypertension , Typhoid",4,7
Osteoarthristis,15,26,27,20,31,22, chest_pain +  dizziness,"Hypertension , Pneumonia, Typhoid",5,7
Arthritis,18,36,46,28,25,20, skin_rash +  pus_filled_pimples,"Acne, Varicose veins, Hepatitis C",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, fatigue +  cramps,"Varicose veins, Cervical spondylosis, Gastroenteritis",2,7
Acne,24,31,3,35,12,20, joint_pain +  vomiting,"Hepatitis E, Gastroenteritis, Peptic ulcer diseae",2,7
Urinary tract infection,4,4,22,7,12,20,itching +  fatigue,"Hepatitis B, Hepatitis E, hepatitis A",5,7
Psoriasis,24,20,42,36,27,15, skin_rash +  high_fever,"Impetigo, Dimorphic hemmorhoids(piles), Arthritis",6,7
Impetigo,24,18,4,33,35,20, chills +  fatigue,"Typhoid, Paralysis (brain hemorrhage), Drug Reaction",6,7
Fungal infection,33,35,35,11,12,20, fatigue +  mood_swings,"Hyperthyroidism, Hepatitis B, Psoriasis",5,7
Allergy,8,33,11,45,12,20,itching +  fatigue,"Hepatitis B, Malaria, Varicose veins",6,7
GERD,26,1,48,44,4,3, joint_pain +  fatigue,"Hepatitis D, Tuberculosis, AIDS",5,7
Chronic cholestasis,33,42,53,29,21,0, back_pain +  weakness_in_limbs,"Cervical spondylosis, Allergy, Dengue",3,7
Drug Reaction,33,35,44,5,28,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Hypertension , Migraine",9,7
Peptic ulcer diseae,28,19,29,0,26,16, joint_pain +  neck_pain,"Osteoarthristis, Cervical spondylosis, GERD",6,7
AIDS,17,30,24,15,12,20, skin_rash +  chills,"Dengue, Hyperthyroidism, Migraine",8,7
Diabetes ,11,46,39,24,17,1, acidity +  headache,"Migraine, Hyperthyroidism, Allergy",1,7
Gastroenteritis,28,38,16,10,12,20,itching +  skin_rash,"Chicken pox, Osteoarthristis, Psoriasis",1,7
Bronchial Asthma,11,11,24,4,10,19,itching +  fatigue,"Hepatitis B, Hypothyroidism, Acne",1,7
Hypertension ,12,8,19,26,19,20,itching +  vomiting,"Jaundice, hepatitis A, GERD",8,7
Migraine,0,19,23,3,9,25, skin_rash +  chills,"Dengue, Bronchial Asthma, Dimorphic hemmorhoids(piles)",2,7
Cervical spondylosis,1,43,34,13,22,20, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Hepatitis E",9,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, skin_rash +  nodal_skin_eruptions,"Fungal infection, Common Cold, hepatitis A",8,7
Jaundice,33,42,21,46,13,31, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Hypothyroidism, Tuberculosis",0,7
Malaria,6,42,24,40,12,20, skin_rash +  high_fever,"Impetigo, Cervical spondylosis, Drug Reaction",0,7
Chicken pox,33,35,21,24,13,12, fatigue +  mood_swings,"Hyperthyroidism, Dimorphic hemmorhoids(piles), Gastroenteritis",4,7
Dengue,24,9,26,44,11,13, muscle_weakness +  stiff_neck,"Arthritis, GERD, Diabetes ",0,7
Typhoid,6,42,21,19,12,20, joint_pain +  vomiting,"Hepatitis D, Hepatitis B, Psoriasis",4,7
hepatitis A,15,42,53,9,24,17, vomiting +  headache,"Paralysis (brain hemorrhage), GERD, Pneumonia",6,7
Hepatitis B,33,15,28,49,5,17, chills +  vomiting,"Tuberculosis, Malaria, Chronic cholestasis",4,7
Hepatitis C,11,47,33,25,36,9, vomiting +  fatigue,"Hypoglycemia, GERD, Hepatitis D",7,7
Hepatitis D,15,42,21,49,5,20, chills +  fatigue,"Typhoid, Drug Reaction, Hyperthyroidism",0,7
Hepatitis E,15,42,21,19,37,5, continuous_sneezing +  chills,"Common Cold, Varicose veins, Hepatitis D",6,7
Alcoholic hepatitis,28,47,0,42,7,14, fatigue +  cramps,"Varicose veins, Psoriasis, Impetigo",6,7
Tuberculosis,6,42,21,46,4,13, joint_pain +  vomiting,"Hepatitis E, Hypothyroidism, Pneumonia",8,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Malaria, Drug Reaction, hepatitis A",5,7
Pneumonia,6,15,14,19,2,26, muscle_wasting +  patches_in_throat,"AIDS, Hypothyroidism, Common Cold",6,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20,itching +  skin_rash,"Chicken pox, Urinary tract infection, Alcoholic hepatitis",3,7
Heart attack,28,6,45,6,12,20, headache +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Peptic ulcer diseae, Malaria",4,7
Varicose veins,11,12,8,30,33,28, vomiting +  sunken_eyes,"Gastroenteritis, Hepatitis C, Pneumonia",8,7
Hypothyroidism,11,45,12,27,20,8, joint_pain +  vomiting,"hepatitis A, Diabetes , Hyperthyroidism",1,7
Hyperthyroidism,11,24,52,34,30,7, muscle_weakness +  stiff_neck,"Arthritis, Pneumonia, Hepatitis D",3,7
Hypoglycemia,28,15,2,40,12,20, chills +  fatigue,"Pneumonia, Psoriasis, (vertigo) Paroymsal  Positional Vertigo",5,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  yellowish_skin,"Alcoholic hepatitis, Pneumonia, Migraine",7,7
Arthritis,18,36,46,28,25,20, fatigue +  weight_loss,"Diabetes , AIDS, (vertigo) Paroymsal  Positional Vertigo",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, chills +  fatigue,"Pneumonia, Hypertension , Jaundice",6,7
Acne,24,31,3,35,12,20,itching +  nodal_skin_eruptions,"Fungal infection, Dimorphic hemmorhoids(piles), hepatitis A",1,7
Urinary tract infection,4,4,22,7,12,20,itching +  vomiting,"Jaundice, Hepatitis B, Bronchial Asthma",0,7
Psoriasis,24,20,42,36,27,15, joint_pain +  yellowish_skin,"hepatitis A, Hepatitis B, Pneumonia",9,7
Impetigo,24,18,4,33,35,20, yellowish_skin +  nausea,"Hepatitis C, Drug Reaction, Diabetes ",9,7
Fungal infection,33,35,35,11,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Allergy, Hepatitis C",7,7
Allergy,8,33,11,45,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Arthritis, Tuberculosis",5,7
GERD,26,1,48,44,4,3, chills +  vomiting,"Typhoid, Dimorphic hemmorhoids(piles), Tuberculosis",4,7
Chronic cholestasis,33,42,53,29,21,0,itching +  skin_rash,"Fungal infection, AIDS, Osteoarthristis",7,7
Drug Reaction,33,35,44,5,28,20, muscle_weakness +  stiff_neck,"Arthritis, Drug Reaction, Hepatitis D",6,7
Peptic ulcer diseae,28,19,29,0,26,16, fatigue +  weight_gain,"Hypothyroidism, Urinary tract infection, Osteoarthristis",4,7
AIDS,17,30,24,15,12,20,itching +  fatigue,"Hepatitis B, Varicose veins, Hypoglycemia",8,7
Diabetes ,11,46,39,24,17,1, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Allergy, (vertigo) Paroymsal  Positional Vertigo",6,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  breathlessness,"Heart attack, Hepatitis C, Migraine",6,7
Bronchial Asthma,11,11,24,4,10,19, headache +  chest_pain,"Hypertension , Impetigo, Allergy",6,7
Hypertension ,12,8,19,26,19,20, fatigue +  yellowish_skin,"Hepatitis C, Chicken pox, Arthritis",2,7
Migraine,0,19,23,3,9,25, vomiting +  anxiety,"Hypoglycemia, Dimorphic hemmorhoids(piles), Psoriasis",6,7
Cervical spondylosis,1,43,34,13,22,20, continuous_sneezing +  chills,"Common Cold, Urinary tract infection, Chicken pox",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, fatigue +  mood_swings,"Hyperthyroidism, Osteoarthristis, Tuberculosis",1,7
Jaundice,33,42,21,46,13,31, fatigue +  yellowish_skin,"Hepatitis C, Cervical spondylosis, Tuberculosis",0,7
Malaria,6,42,24,40,12,20, fatigue +  mood_swings,"Hyperthyroidism, Osteoarthristis, Paralysis (brain hemorrhage)",8,7
Chicken pox,33,35,21,24,13,12, chills +  vomiting,"Malaria, Heart attack, Tuberculosis",9,7
Dengue,24,9,26,44,11,13, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Hepatitis B, Hypertension ",6,7
Typhoid,6,42,21,19,12,20, high_fever +  blister,"Impetigo, Cervical spondylosis, Dimorphic hemmorhoids(piles)",6,7
hepatitis A,15,42,53,9,24,17, burning_micturition +  bladder_discomfort,"Urinary tract infection, Pneumonia, Hyperthyroidism",6,7
Hepatitis B,33,15,28,49,5,17, fatigue +  yellowish_skin,"Hepatitis C, Hypothyroidism, Peptic ulcer diseae",4,7
Hepatitis C,11,47,33,25,36,9, vomiting +  breathlessness,"Heart attack, Chicken pox, Hepatitis C",1,7
Hepatitis D,15,42,21,49,5,20, fatigue +  yellowish_skin,"Hepatitis C, Diabetes , AIDS",0,7
Hepatitis E,15,42,21,19,37,5, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Tuberculosis",0,7
Alcoholic hepatitis,28,47,0,42,7,14, skin_rash +  joint_pain,"Psoriasis, hepatitis A, Alcoholic hepatitis",4,7
Tuberculosis,6,42,21,46,4,13, skin_rash +  chills,"Dengue, Gastroenteritis, Hepatitis B",4,7
Common Cold,8,9,21,8,13,12, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis B, Alcoholic hepatitis",6,7
Pneumonia,6,15,14,19,2,26,itching +  skin_rash,"Drug Reaction, Hepatitis B, Hypertension ",6,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, skin_rash +  pus_filled_pimples,"Acne, Hepatitis D, Chronic cholestasis",8,7
Heart attack,28,6,45,6,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Gastroenteritis, Dengue",6,7
Varicose veins,11,12,8,30,33,28, muscle_wasting +  patches_in_throat,"AIDS, Drug Reaction, Arthritis",0,7
Hypothyroidism,11,45,12,27,20,8,itching +  vomiting,"Jaundice, Common Cold, Gastroenteritis",2,7
Hyperthyroidism,11,24,52,34,30,7, vomiting +  yellowish_skin,"Alcoholic hepatitis, Bronchial Asthma, Urinary tract infection",6,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Hypertension , Heart attack",9,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Hypoglycemia",5,7
Arthritis,18,36,46,28,25,20, fatigue +  mood_swings,"Hyperthyroidism, Hypertension ",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, fatigue +  cough,"Bronchial Asthma, Impetigo, Chicken pox",6,7
Acne,24,31,3,35,12,20, fatigue +  mood_swings,"Hyperthyroidism, Hypoglycemia, Osteoarthristis",2,7
Urinary tract infection,4,4,22,7,12,20, constipation +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Chronic cholestasis, Cervical spondylosis",1,7
Psoriasis,24,20,42,36,27,15, continuous_sneezing +  chills,"Allergy, GERD, Common Cold",0,7
Impetigo,24,18,4,33,35,20, chills +  fatigue,"Pneumonia, Hyperthyroidism, Heart attack",2,7
Fungal infection,33,35,35,11,12,20, headache +  chest_pain,"Hypertension , Arthritis, Urinary tract infection",4,7
Allergy,8,33,11,45,12,20, skin_rash +  pus_filled_pimples,"Acne, Hypertension , Cervical spondylosis",1,7
GERD,26,1,48,44,4,3, fatigue +  cough,"Bronchial Asthma, Urinary tract infection, Common Cold",2,7
Chronic cholestasis,33,42,53,29,21,0, chills +  vomiting,"Tuberculosis, Gastroenteritis, Hypoglycemia",5,7
Drug Reaction,33,35,44,5,28,20, acidity +  indigestion,"Migraine, AIDS, Tuberculosis",8,7
Peptic ulcer diseae,28,19,29,0,26,16, chills +  vomiting,"Tuberculosis, Hepatitis D, Cervical spondylosis",5,7
AIDS,17,30,24,15,12,20, fatigue +  weight_gain,"Hypothyroidism, Urinary tract infection, Osteoarthristis",4,7
Diabetes ,11,46,39,24,17,1, fatigue +  weight_gain,"Hypothyroidism, Arthritis, Chronic cholestasis",6,7
Gastroenteritis,28,38,16,10,12,20, joint_pain +  neck_pain,"Osteoarthristis, AIDS",1,7
Bronchial Asthma,11,11,24,4,10,19, fatigue +  weight_gain,"Hypothyroidism, Peptic ulcer diseae, Impetigo",5,7
Hypertension ,12,8,19,26,19,20, vomiting +  headache,"Paralysis (brain hemorrhage), Hyperthyroidism, Chicken pox",6,7
Migraine,0,19,23,3,9,25, continuous_sneezing +  chills,"Common Cold, Chronic cholestasis, Hepatitis C",4,7
Cervical spondylosis,1,43,34,13,22,20, continuous_sneezing +  chills,"Common Cold, Malaria",7,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, fatigue +  mood_swings,"Hyperthyroidism, Bronchial Asthma, Diabetes ",6,7
Jaundice,33,42,21,46,13,31, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Osteoarthristis, AIDS",1,7
Malaria,6,42,24,40,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Pneumonia",3,7
Chicken pox,33,35,21,24,13,12, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Impetigo, Alcoholic hepatitis",7,7
Dengue,24,9,26,44,11,13,itching +  vomiting,"Jaundice, Pneumonia, Drug Reaction",4,7
Typhoid,6,42,21,19,12,20, joint_pain +  vomiting,"hepatitis A, Allergy",5,7
hepatitis A,15,42,53,9,24,17,itching +  vomiting,"Chronic cholestasis, Hypoglycemia, Tuberculosis",5,7
Hepatitis B,33,15,28,49,5,17, fatigue +  weight_loss,"Diabetes , Acne",4,7
Hepatitis C,11,47,33,25,36,9,itching +  fatigue,"Hepatitis B, GERD, hepatitis A",0,7
Hepatitis D,15,42,21,49,5,20, fatigue +  yellowish_skin,"Hepatitis C, Gastroenteritis, Cervical spondylosis",1,7
Hepatitis E,15,42,21,19,37,5, fatigue +  yellowish_skin,"Hepatitis C, Diabetes , AIDS",0,7
Alcoholic hepatitis,28,47,0,42,7,14, fatigue +  yellowish_skin,"Hepatitis C, Alcoholic hepatitis, (vertigo) Paroymsal  Positional Vertigo",0,7
Tuberculosis,6,42,21,46,4,13, skin_rash +  high_fever,"Impetigo, Peptic ulcer diseae, Migraine",0,7
Common Cold,8,9,21,8,13,12, muscle_wasting +  patches_in_throat,"AIDS, GERD, Alcoholic hepatitis",0,7
Pneumonia,6,15,14,19,2,26, acidity +  indigestion,"Migraine, hepatitis A, Gastroenteritis",3,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, vomiting +  sunken_eyes,"Gastroenteritis, Bronchial Asthma, Jaundice",6,7
Heart attack,28,6,45,6,12,20, chills +  vomiting,"Malaria, Hepatitis C, Hypertension ",0,7
Varicose veins,11,12,8,30,33,28,itching +  vomiting,"Chronic cholestasis, Typhoid, Dimorphic hemmorhoids(piles)",5,7
Hypothyroidism,11,45,12,27,20,8, acidity +  indigestion,"Migraine, AIDS, Typhoid",9,7
Hyperthyroidism,11,24,52,34,30,7, joint_pain +  vomiting,"hepatitis A, GERD, Hepatitis E",0,7
Hypoglycemia,28,15,2,40,12,20,itching +  vomiting,"Chronic cholestasis, Peptic ulcer diseae, Bronchial Asthma",6,7
Osteoarthristis,15,26,27,20,31,22,itching +  skin_rash,"Fungal infection, Tuberculosis, hepatitis A",4,7
Arthritis,18,36,46,28,25,20, chills +  vomiting,"Typhoid, Varicose veins, Heart attack",3,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, continuous_sneezing +  shivering,"Allergy, (vertigo) Paroymsal  Positional Vertigo, Heart attack",7,7
Acne,24,31,3,35,12,20, fatigue +  weight_gain,"Hypothyroidism, Heart attack, Allergy",9,7
Urinary tract infection,4,4,22,7,12,20, headache +  chest_pain,"Hypertension , Hepatitis D, Paralysis (brain hemorrhage)",3,7
Psoriasis,24,20,42,36,27,15, skin_rash +  chills,"Dengue, Tuberculosis, Chronic cholestasis",6,7
Impetigo,24,18,4,33,35,20,itching +  fatigue,"Hepatitis B, Alcoholic hepatitis, Varicose veins",1,7
Fungal infection,33,35,35,11,12,20, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Chronic cholestasis",1,7
Allergy,8,33,11,45,12,20, joint_pain +  neck_pain,"Osteoarthristis, Hypoglycemia, (vertigo) Paroymsal  Positional Vertigo",0,7
GERD,26,1,48,44,4,3, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Psoriasis, Arthritis",1,7
Chronic cholestasis,33,42,53,29,21,0, pus_filled_pimples +  blackheads,"Acne, Allergy, Jaundice",2,7
Drug Reaction,33,35,44,5,28,20, joint_pain +  vomiting,"hepatitis A, Heart attack, Acne",5,7
Peptic ulcer diseae,28,19,29,0,26,16, skin_rash +  joint_pain,"Psoriasis, Tuberculosis, Common Cold",5,7
AIDS,17,30,24,15,12,20, chills +  fatigue,"Typhoid, Impetigo, Paralysis (brain hemorrhage)",1,7
Diabetes ,11,46,39,24,17,1, chills +  vomiting,"Malaria, Gastroenteritis",9,7
Gastroenteritis,28,38,16,10,12,20,itching +  vomiting,"Jaundice, AIDS",6,7
Bronchial Asthma,11,11,24,4,10,19, skin_rash +  pus_filled_pimples,"Acne, hepatitis A, Arthritis",2,7
Hypertension ,12,8,19,26,19,20, fatigue +  yellowish_skin,"Hepatitis C, Osteoarthristis, Typhoid",1,7
Migraine,0,19,23,3,9,25, skin_rash +  joint_pain,"Psoriasis, (vertigo) Paroymsal  Positional Vertigo, Dimorphic hemmorhoids(piles)",3,7
Cervical spondylosis,1,43,34,13,22,20, acidity +  ulcers_on_tongue,"GERD, Hepatitis D, hepatitis A",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, continuous_sneezing +  chills,"Allergy, Hepatitis E, Peptic ulcer diseae",5,7
Jaundice,33,42,21,46,13,31, acidity +  indigestion,"Migraine, Osteoarthristis, Pneumonia",5,7
Malaria,6,42,24,40,12,20, skin_rash +  chills,"Dengue, Drug Reaction, hepatitis A",2,7
Chicken pox,33,35,21,24,13,12,itching +  skin_rash,"Drug Reaction, Dengue, Chicken pox",3,7
Dengue,24,9,26,44,11,13, continuous_sneezing +  chills,"Common Cold, Dimorphic hemmorhoids(piles), Peptic ulcer diseae",0,7
Typhoid,6,42,21,19,12,20, skin_rash +  joint_pain,"Psoriasis, Diabetes , AIDS",6,7
hepatitis A,15,42,53,9,24,17, vomiting +  yellowish_skin,"Alcoholic hepatitis, GERD, Allergy",6,7
Hepatitis B,33,15,28,49,5,17, joint_pain +  vomiting,"Hepatitis D, Migraine, Osteoarthristis",4,7
Hepatitis C,11,47,33,25,36,9,itching +  fatigue,"Hepatitis B, hepatitis A, Dimorphic hemmorhoids(piles)",4,7
Hepatitis D,15,42,21,49,5,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Fungal infection, Hepatitis B",8,7
Hepatitis E,15,42,21,19,37,5,itching +  skin_rash,"Chicken pox, Varicose veins, AIDS",5,7
Alcoholic hepatitis,28,47,0,42,7,14, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Acne",6,7
Tuberculosis,6,42,21,46,4,13, joint_pain +  vomiting,"hepatitis A, Acne, Dimorphic hemmorhoids(piles)",1,7
Common Cold,8,9,21,8,13,12, vomiting +  indigestion,"Peptic ulcer diseae, Urinary tract infection, Hypothyroidism",2,7
Pneumonia,6,15,14,19,2,26,itching +  skin_rash,"Chicken pox, Arthritis, Hepatitis B",8,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, skin_rash +  joint_pain,"Psoriasis, Hepatitis D, Cervical spondylosis",7,7
Heart attack,28,6,45,6,12,20,itching +  skin_rash,"Fungal infection, Paralysis (brain hemorrhage), Tuberculosis",5,7
Varicose veins,11,12,8,30,33,28, fatigue +  cramps,"Varicose veins, Hyperthyroidism, Drug Reaction",2,7
Hypothyroidism,11,45,12,27,20,8,itching +  skin_rash,"Drug Reaction, Hypertension , Acne",1,7
Hyperthyroidism,11,24,52,34,30,7, stomach_pain +  acidity,"GERD, Hepatitis C, Hypoglycemia",4,7
Hypoglycemia,28,15,2,40,12,20, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis D, Allergy",4,7
Osteoarthristis,15,26,27,20,31,22, fatigue +  weight_loss,"Diabetes , hepatitis A, Hyperthyroidism",7,7
Arthritis,18,36,46,28,25,20, skin_rash +  chills,"Dengue, Acne, Diabetes ",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,itching +  skin_rash,"Chicken pox, Alcoholic hepatitis, Tuberculosis",4,7
Acne,24,31,3,35,12,20, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Heart attack",4,7
Urinary tract infection,4,4,22,7,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Osteoarthristis, Hepatitis D",5,7
Psoriasis,24,20,42,36,27,15, chills +  fatigue,"Pneumonia, Varicose veins, Hypertension ",5,7
Impetigo,24,18,4,33,35,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Alcoholic hepatitis, Impetigo",0,7
Fungal infection,33,35,35,11,12,20, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis C, Migraine",3,7
Allergy,8,33,11,45,12,20,itching +  vomiting,"Chronic cholestasis, Bronchial Asthma, Paralysis (brain hemorrhage)",2,7
GERD,26,1,48,44,4,3, fatigue +  yellowish_skin,"Hepatitis C, Hepatitis B, Urinary tract infection",5,7
Chronic cholestasis,33,42,53,29,21,0,itching +  fatigue,"Hepatitis B, Drug Reaction, Dimorphic hemmorhoids(piles)",0,7
Drug Reaction,33,35,44,5,28,20, joint_pain +  vomiting,"Hepatitis E, Chronic cholestasis, Hyperthyroidism",5,7
Peptic ulcer diseae,28,19,29,0,26,16, chills +  vomiting,"Tuberculosis, Acne, Common Cold",2,7
AIDS,17,30,24,15,12,20, skin_rash +  chills,"Dengue, Fungal infection, Arthritis",3,7
Diabetes ,11,46,39,24,17,1, fatigue +  cramps,"Varicose veins, Fungal infection, Dimorphic hemmorhoids(piles)",6,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  indigestion,"Peptic ulcer diseae, (vertigo) Paroymsal  Positional Vertigo, Hepatitis E",5,7
Bronchial Asthma,11,11,24,4,10,19, chills +  vomiting,"Malaria, Pneumonia, Diabetes ",1,7
Hypertension ,12,8,19,26,19,20, chills +  vomiting,"Typhoid, Bronchial Asthma, hepatitis A",0,7
Migraine,0,19,23,3,9,25, fatigue +  weight_loss,"Diabetes , Psoriasis, Hyperthyroidism",7,7
Cervical spondylosis,1,43,34,13,22,20, fatigue +  weight_loss,"Diabetes , Psoriasis, Acne",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, vomiting +  breathlessness,"Heart attack, Bronchial Asthma, Dimorphic hemmorhoids(piles)",6,7
Jaundice,33,42,21,46,13,31, joint_pain +  neck_pain,"Osteoarthristis, Heart attack, Tuberculosis",1,7
Malaria,6,42,24,40,12,20, vomiting +  sunken_eyes,"Gastroenteritis, GERD, Osteoarthristis",1,7
Chicken pox,33,35,21,24,13,12, vomiting +  indigestion,"Peptic ulcer diseae, Fungal infection, Psoriasis",1,7
Dengue,24,9,26,44,11,13, chills +  vomiting,"Typhoid, Migraine, Drug Reaction",0,7
Typhoid,6,42,21,19,12,20, continuous_sneezing +  chills,"Common Cold, Malaria, Chronic cholestasis",6,7
hepatitis A,15,42,53,9,24,17, fatigue +  cramps,"Varicose veins, (vertigo) Paroymsal  Positional Vertigo, AIDS",7,7
Hepatitis B,33,15,28,49,5,17, joint_pain +  neck_pain,"Osteoarthristis, AIDS, Gastroenteritis",9,7
Hepatitis C,11,47,33,25,36,9, shivering +  chills,"Allergy, GERD, Gastroenteritis",6,7
Hepatitis D,15,42,21,49,5,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, hepatitis A, Hepatitis C",8,7
Hepatitis E,15,42,21,19,37,5, joint_pain +  neck_pain,"Osteoarthristis, Gastroenteritis, Varicose veins",1,7
Alcoholic hepatitis,28,47,0,42,7,14, joint_pain +  vomiting,"hepatitis A, Paralysis (brain hemorrhage), Alcoholic hepatitis",3,7
Tuberculosis,6,42,21,46,4,13, muscle_weakness +  stiff_neck,"Arthritis, Chronic cholestasis, Gastroenteritis",3,7
Common Cold,8,9,21,8,13,12, muscle_weakness +  stiff_neck,"Arthritis, Gastroenteritis, Diabetes ",9,7
Pneumonia,6,15,14,19,2,26,itching +  skin_rash,"Drug Reaction, Hypoglycemia, (vertigo) Paroymsal  Positional Vertigo",0,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, chills +  vomiting,"Malaria, Hypertension , Paralysis (brain hemorrhage)",1,7
Heart attack,28,6,45,6,12,20, chills +  vomiting,"Malaria, Varicose veins, Hypothyroidism",9,7
Varicose veins,11,12,8,30,33,28, muscle_weakness +  stiff_neck,"Arthritis, Allergy, GERD",7,7
Hypothyroidism,11,45,12,27,20,8, skin_rash +  joint_pain,"Psoriasis, Peptic ulcer diseae, Gastroenteritis",6,7
Hyperthyroidism,11,24,52,34,30,7, vomiting +  headache,"Paralysis (brain hemorrhage), Cervical spondylosis, Varicose veins",8,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  fatigue,"Hypoglycemia, Cervical spondylosis, Peptic ulcer diseae",0,7
Osteoarthristis,15,26,27,20,31,22, burning_micturition +  bladder_discomfort,"Urinary tract infection, Cervical spondylosis, Psoriasis",0,7
Arthritis,18,36,46,28,25,20, headache +  chest_pain,"Hypertension , Alcoholic hepatitis, Hepatitis D",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, shivering +  chills,"Allergy, Hypoglycemia, Common Cold",7,7
Acne,24,31,3,35,12,20, skin_rash +  high_fever,"Impetigo, Jaundice, Hypoglycemia",3,7
Urinary tract infection,4,4,22,7,12,20,itching +  fatigue,"Hepatitis B, Acne, Hepatitis D",1,7
Psoriasis,24,20,42,36,27,15, fatigue +  yellowish_skin,"Hepatitis C, Impetigo, Malaria",1,7
Impetigo,24,18,4,33,35,20, fatigue +  yellowish_skin,"Hepatitis C, Hypoglycemia, AIDS",7,7
Fungal infection,33,35,35,11,12,20, headache +  chest_pain,"Hypertension , Migraine, Malaria",4,7
Allergy,8,33,11,45,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Paralysis (brain hemorrhage), Migraine",7,7
GERD,26,1,48,44,4,3, fatigue +  mood_swings,"Hyperthyroidism, Pneumonia, Dimorphic hemmorhoids(piles)",9,7
Chronic cholestasis,33,42,53,29,21,0, burning_micturition +  bladder_discomfort,"Urinary tract infection, (vertigo) Paroymsal  Positional Vertigo",6,7
Drug Reaction,33,35,44,5,28,20, continuous_sneezing +  chills,"Common Cold, Alcoholic hepatitis, Osteoarthristis",1,7
Peptic ulcer diseae,28,19,29,0,26,16, breathlessness +  sweating,"Heart attack, Peptic ulcer diseae, Paralysis (brain hemorrhage)",2,7
AIDS,17,30,24,15,12,20, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis C, Impetigo",1,7
Diabetes ,11,46,39,24,17,1, stomach_pain +  acidity,"GERD, Chicken pox, Acne",4,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  sweating,"Heart attack, Drug Reaction, Cervical spondylosis",1,7
Bronchial Asthma,11,11,24,4,10,19, fatigue +  weight_gain,"Hypothyroidism, Osteoarthristis, Diabetes ",5,7
