symptom,duration,interpretation,risk_level,clinical_category,emergency_flag,duration_score,temporal_severity_score
Frequent Urination,6,Lifestyle-related issue possible,4,0,1,6,4
Frequent Urination,6,Underlying disease progression,1,3,0,6,1
Blurred Vision,5,Acute condition likely,2,1,1,5,2
Blurred Vision,5,Possible infection,3,2,0,5,3
Blurred Vision,5,Monitor symptoms,4,4,1,5,4
Blurred Vision,5,Requires clinical evaluation,1,0,0,5,1
Blurred Vision,5,Chronic condition suspected,2,3,1,5,2
Blurred Vision,5,Emergency evaluation needed,3,1,0,5,3
Blurred Vision,5,Lifestyle-related issue possible,4,2,1,5,4
Blurred Vision,5,Underlying disease progression,1,4,0,5,1
Blurred Vision,1,Acute condition likely,2,0,1,1,2
Blurred Vision,1,Possible infection,3,3,0,1,3
Blurred Vision,1,Monitor symptoms,4,1,1,1,4
Blurred Vision,1,Requires clinical evaluation,1,2,0,1,1
Blurred Vision,1,Chronic condition suspected,2,4,1,1,2
Blurred Vision,1,Emergency evaluation needed,3,0,0,1,3
Blurred Vision,1,Lifestyle-related issue possible,4,3,1,1,4
Blurred Vision,1,Underlying disease progression,1,1,0,1,1
Blurred Vision,4,Acute condition likely,2,2,1,4,2
Blurred Vision,4,Possible infection,3,4,0,4,3
Blurred Vision,4,Monitor symptoms,4,0,1,4,4
Blurred Vision,4,Requires clinical evaluation,1,3,0,4,1
Blurred Vision,4,Chronic condition suspected,2,1,1,4,2
Blurred Vision,4,Emergency evaluation needed,3,2,0,4,3
Blurred Vision,4,Lifestyle-related issue possible,4,4,1,4,4
Blurred Vision,4,Underlying disease progression,1,0,0,4,1
Blurred Vision,0,Acute condition likely,2,3,1,0,2
Blurred Vision,0,Possible infection,3,1,0,0,3
Blurred Vision,0,Monitor symptoms,4,2,1,0,4
Blurred Vision,0,Requires clinical evaluation,1,4,0,0,1
Blurred Vision,0,Chronic condition suspected,2,0,1,0,2
Blurred Vision,0,Emergency evaluation needed,3,3,0,0,3
Blurred Vision,0,Lifestyle-related issue possible,4,1,1,0,4
Blurred Vision,0,Underlying disease progression,1,2,0,0,1
Blurred Vision,3,Acute condition likely,2,4,1,3,2
Blurred Vision,3,Possible infection,3,0,0,3,3
Blurred Vision,3,Monitor symptoms,4,3,1,3,4
Blurred Vision,3,Requires clinical evaluation,1,1,0,3,1
Blurred Vision,3,Chronic condition suspected,2,2,1,3,2
Blurred Vision,3,Emergency evaluation needed,3,4,0,3,3
Blurred Vision,3,Lifestyle-related issue possible,4,0,1,3,4
Blurred Vision,3,Underlying disease progression,1,3,0,3,1
Blurred Vision,2,Acute condition likely,2,1,1,2,2
Blurred Vision,2,Possible infection,3,2,0,2,3
Blurred Vision,2,Monitor symptoms,4,4,1,2,4
Blurred Vision,2,Requires clinical evaluation,1,0,0,2,1
Blurred Vision,2,Chronic condition suspected,2,3,1,2,2
Blurred Vision,2,Emergency evaluation needed,3,1,0,2,3
Blurred Vision,2,Lifestyle-related issue possible,4,2,1,2,4
Blurred Vision,2,Underlying disease progression,1,4,0,2,1
Blurred Vision,6,Acute condition likely,2,0,1,6,2
Blurred Vision,6,Possible infection,3,3,0,6,3
Blurred Vision,6,Monitor symptoms,4,1,1,6,4
Blurred Vision,6,Requires clinical evaluation,1,2,0,6,1
Blurred Vision,6,Chronic condition suspected,2,4,1,6,2
Blurred Vision,6,Emergency evaluation needed,3,0,0,6,3
Blurred Vision,6,Lifestyle-related issue possible,4,3,1,6,4
Blurred Vision,6,Underlying disease progression,1,1,0,6,1
Seizure,5,Acute condition likely,2,2,1,5,2
Seizure,5,Possible infection,3,4,0,5,3
Seizure,5,Monitor symptoms,4,0,1,5,4
Seizure,5,Requires clinical evaluation,1,3,0,5,1
Seizure,5,Chronic condition suspected,2,1,1,5,2
Seizure,5,Emergency evaluation needed,3,2,0,5,3
Seizure,5,Lifestyle-related issue possible,4,4,1,5,4
Seizure,5,Underlying disease progression,1,0,0,5,1
Seizure,1,Acute condition likely,2,3,1,1,2
Seizure,1,Possible infection,3,1,0,1,3
Seizure,1,Monitor symptoms,4,2,1,1,4
Seizure,1,Requires clinical evaluation,1,4,0,1,1
Seizure,1,Chronic condition suspected,2,0,1,1,2
Seizure,1,Emergency evaluation needed,3,3,0,1,3
Seizure,1,Lifestyle-related issue possible,4,1,1,1,4
Seizure,1,Underlying disease progression,1,2,0,1,1
Seizure,4,Acute condition likely,2,4,1,4,2
Seizure,4,Possible infection,3,0,0,4,3
Seizure,4,Monitor symptoms,4,3,1,4,4
Seizure,4,Requires clinical evaluation,1,1,0,4,1
Seizure,4,Chronic condition suspected,2,2,1,4,2
Seizure,4,Emergency evaluation needed,3,4,0,4,3
Seizure,4,Lifestyle-related issue possible,4,0,1,4,4
Seizure,4,Underlying disease progression,1,3,0,4,1
Seizure,0,Acute condition likely,2,1,1,0,2
Seizure,0,Possible infection,3,2,0,0,3
Seizure,0,Monitor symptoms,4,4,1,0,4
Seizure,0,Requires clinical evaluation,1,0,0,0,1
Seizure,0,Chronic condition suspected,2,3,1,0,2
Seizure,0,Emergency evaluation needed,3,1,0,0,3
Seizure,0,Lifestyle-related issue possible,4,2,1,0,4
Seizure,0,Underlying disease progression,1,4,0,0,1
Seizure,3,Acute condition likely,2,0,1,3,2
Seizure,3,Possible infection,3,3,0,3,3
Seizure,3,Monitor symptoms,4,1,1,3,4
Seizure,3,Requires clinical evaluation,1,2,0,3,1
Seizure,3,Chronic condition suspected,2,4,1,3,2
Seizure,3,Emergency evaluation needed,3,0,0,3,3
Seizure,3,Lifestyle-related issue possible,4,3,1,3,4
Seizure,3,Underlying disease progression,1,1,0,3,1
Seizure,2,Acute condition likely,2,2,1,2,2
Seizure,2,Possible infection,3,4,0,2,3
Seizure,2,Monitor symptoms,4,0,1,2,4
Seizure,2,Requires clinical evaluation,1,3,0,2,1
Seizure,2,Chronic condition suspected,2,1,1,2,2
Seizure,2,Emergency evaluation needed,3,2,0,2,3
Seizure,2,Lifestyle-related issue possible,4,4,1,2,4
Seizure,2,Underlying disease progression,1,0,0,2,1
Seizure,6,Acute condition likely,2,3,1,6,2
Seizure,6,Possible infection,3,1,0,6,3
Seizure,6,Monitor symptoms,4,2,1,6,4
Seizure,6,Requires clinical evaluation,1,4,0,6,1
Seizure,6,Chronic condition suspected,2,0,1,6,2
Seizure,6,Emergency evaluation needed,3,3,0,6,3
Seizure,6,Lifestyle-related issue possible,4,1,1,6,4
Seizure,6,Underlying disease progression,1,2,0,6,1
Depression,5,Acute condition likely,2,4,1,5,2
Depression,5,Possible infection,3,0,0,5,3
Depression,5,Monitor symptoms,4,3,1,5,4
Depression,5,Requires clinical evaluation,1,1,0,5,1
Depression,5,Chronic condition suspected,2,2,1,5,2
Depression,5,Emergency evaluation needed,3,4,0,5,3
Depression,5,Lifestyle-related issue possible,4,0,1,5,4
Depression,5,Underlying disease progression,1,3,0,5,1
Depression,1,Acute condition likely,2,1,1,1,2
Depression,1,Possible infection,3,2,0,1,3
Depression,1,Monitor symptoms,4,4,1,1,4
Depression,1,Requires clinical evaluation,1,0,0,1,1
Depression,1,Chronic condition suspected,2,3,1,1,2
Depression,1,Emergency evaluation needed,3,1,0,1,3
Depression,1,Lifestyle-related issue possible,4,2,1,1,4
Depression,1,Underlying disease progression,1,4,0,1,1
Depression,4,Acute condition likely,2,0,1,4,2
Depression,4,Possible infection,3,3,0,4,3
Depression,4,Monitor symptoms,4,1,1,4,4
Depression,4,Requires clinical evaluation,1,2,0,4,1
Depression,4,Chronic condition suspected,2,4,1,4,2
Depression,4,Emergency evaluation needed,3,0,0,4,3
Depression,4,Lifestyle-related issue possible,4,3,1,4,4
Depression,4,Underlying disease progression,1,1,0,4,1
Depression,0,Acute condition likely,2,2,1,0,2
Depression,0,Possible infection,3,4,0,0,3
Depression,0,Monitor symptoms,4,0,1,0,4
Depression,0,Requires clinical evaluation,1,3,0,0,1
Depression,0,Chronic condition suspected,2,1,1,0,2
Depression,0,Emergency evaluation needed,3,2,0,0,3
Depression,0,Lifestyle-related issue possible,4,4,1,0,4
Depression,0,Underlying disease progression,1,0,0,0,1
Depression,3,Acute condition likely,2,3,1,3,2
Depression,3,Possible infection,3,1,0,3,3
Depression,3,Monitor symptoms,4,2,1,3,4
Depression,3,Requires clinical evaluation,1,4,0,3,1
Depression,3,Chronic condition suspected,2,0,1,3,2
Depression,3,Emergency evaluation needed,3,3,0,3,3
Depression,3,Lifestyle-related issue possible,4,1,1,3,4
Depression,3,Underlying disease progression,1,2,0,3,1
Depression,2,Acute condition likely,2,4,1,2,2
Depression,2,Possible infection,3,0,0,2,3
Depression,2,Monitor symptoms,4,3,1,2,4
Depression,2,Requires clinical evaluation,1,1,0,2,1
Depression,2,Chronic condition suspected,2,2,1,2,2
Depression,2,Emergency evaluation needed,3,4,0,2,3
Depression,2,Lifestyle-related issue possible,4,0,1,2,4
Depression,2,Underlying disease progression,1,3,0,2,1
Depression,6,Acute condition likely,2,1,1,6,2
Depression,6,Possible infection,3,2,0,6,3
Depression,6,Monitor symptoms,4,4,1,6,4
Depression,6,Requires clinical evaluation,1,0,0,6,1
Depression,6,Chronic condition suspected,2,3,1,6,2
Depression,6,Emergency evaluation needed,3,1,0,6,3
Depression,6,Lifestyle-related issue possible,4,2,1,6,4
Depression,6,Underlying disease progression,1,4,0,6,1
Anxiety,5,Acute condition likely,2,0,1,5,2
Anxiety,5,Possible infection,3,3,0,5,3
Anxiety,5,Monitor symptoms,4,1,1,5,4
Anxiety,5,Requires clinical evaluation,1,2,0,5,1
Anxiety,5,Chronic condition suspected,2,4,1,5,2
Anxiety,5,Emergency evaluation needed,3,0,0,5,3
Anxiety,5,Lifestyle-related issue possible,4,3,1,5,4
Anxiety,5,Underlying disease progression,1,1,0,5,1
Anxiety,1,Acute condition likely,2,2,1,1,2
Anxiety,1,Possible infection,3,4,0,1,3
Anxiety,1,Monitor symptoms,4,0,1,1,4
Anxiety,1,Requires clinical evaluation,1,3,0,1,1
Anxiety,1,Chronic condition suspected,2,1,1,1,2
Anxiety,1,Emergency evaluation needed,3,2,0,1,3
Anxiety,1,Lifestyle-related issue possible,4,4,1,1,4
Anxiety,1,Underlying disease progression,1,0,0,1,1
Anxiety,4,Acute condition likely,2,3,1,4,2
Anxiety,4,Possible infection,3,1,0,4,3
Anxiety,4,Monitor symptoms,4,2,1,4,4
Anxiety,4,Requires clinical evaluation,1,4,0,4,1
Anxiety,4,Chronic condition suspected,2,0,1,4,2
Anxiety,4,Emergency evaluation needed,3,3,0,4,3
Anxiety,4,Lifestyle-related issue possible,4,1,1,4,4
Anxiety,4,Underlying disease progression,1,2,0,4,1
Anxiety,0,Acute condition likely,2,4,1,0,2
Anxiety,0,Possible infection,3,0,0,0,3
Anxiety,0,Monitor symptoms,4,3,1,0,4
Anxiety,0,Requires clinical evaluation,1,1,0,0,1
Anxiety,0,Chronic condition suspected,2,2,1,0,2
Anxiety,0,Emergency evaluation needed,3,4,0,0,3
Anxiety,0,Lifestyle-related issue possible,4,0,1,0,4
Anxiety,0,Underlying disease progression,1,3,0,0,1
Anxiety,3,Acute condition likely,2,1,1,3,2
Anxiety,3,Possible infection,3,2,0,3,3
Anxiety,3,Monitor symptoms,4,4,1,3,4
Anxiety,3,Requires clinical evaluation,1,0,0,3,1
Anxiety,3,Chronic condition suspected,2,3,1,3,2
Anxiety,3,Emergency evaluation needed,3,1,0,3,3
Anxiety,3,Lifestyle-related issue possible,4,2,1,3,4
Anxiety,3,Underlying disease progression,1,4,0,3,1
Anxiety,2,Acute condition likely,2,0,1,2,2
Anxiety,2,Possible infection,3,3,0,2,3
Anxiety,2,Monitor symptoms,4,1,1,2,4
Anxiety,2,Requires clinical evaluation,1,2,0,2,1
Anxiety,2,Chronic condition suspected,2,4,1,2,2
Anxiety,2,Emergency evaluation needed,3,0,0,2,3
Anxiety,2,Lifestyle-related issue possible,4,3,1,2,4
Anxiety,2,Underlying disease progression,1,1,0,2,1
Anxiety,6,Acute condition likely,2,2,1,6,2
Anxiety,6,Possible infection,3,4,0,6,3
Anxiety,6,Monitor symptoms,4,0,1,6,4
Anxiety,6,Requires clinical evaluation,1,3,0,6,1
Anxiety,6,Chronic condition suspected,2,1,1,6,2
Anxiety,6,Emergency evaluation needed,3,2,0,6,3
Anxiety,6,Lifestyle-related issue possible,4,4,1,6,4
Anxiety,6,Underlying disease progression,1,0,0,6,1
Insomnia,5,Acute condition likely,2,3,1,5,2
Insomnia,5,Possible infection,3,1,0,5,3
Insomnia,5,Monitor symptoms,4,2,1,5,4
Insomnia,5,Requires clinical evaluation,1,4,0,5,1
Insomnia,5,Chronic condition suspected,2,0,1,5,2
Insomnia,5,Emergency evaluation needed,3,3,0,5,3
Insomnia,5,Lifestyle-related issue possible,4,1,1,5,4
Insomnia,5,Underlying disease progression,1,2,0,5,1
Insomnia,1,Acute condition likely,2,4,1,1,2
Insomnia,1,Possible infection,3,0,0,1,3
Insomnia,1,Monitor symptoms,4,3,1,1,4
Insomnia,1,Requires clinical evaluation,1,1,0,1,1
Insomnia,1,Chronic condition suspected,2,2,1,1,2
Insomnia,1,Emergency evaluation needed,3,4,0,1,3
Insomnia,1,Lifestyle-related issue possible,4,0,1,1,4
Insomnia,1,Underlying disease progression,1,3,0,1,1
Insomnia,4,Acute condition likely,2,1,1,4,2
Insomnia,4,Possible infection,3,2,0,4,3
Insomnia,4,Monitor symptoms,4,4,1,4,4
Insomnia,4,Requires clinical evaluation,1,0,0,4,1
Insomnia,4,Chronic condition suspected,2,3,1,4,2
Insomnia,4,Emergency evaluation needed,3,1,0,4,3
Insomnia,4,Lifestyle-related issue possible,4,2,1,4,4
Insomnia,4,Underlying disease progression,1,4,0,4,1
Insomnia,0,Acute condition likely,2,0,1,0,2
Insomnia,0,Possible infection,3,3,0,0,3
Insomnia,0,Monitor symptoms,4,1,1,0,4
Insomnia,0,Requires clinical evaluation,1,2,0,0,1
Insomnia,0,Chronic condition suspected,2,4,1,0,2
Insomnia,0,Emergency evaluation needed,3,0,0,0,3
Insomnia,0,Lifestyle-related issue possible,4,3,1,0,4
Insomnia,0,Underlying disease progression,1,1,0,0,1
Insomnia,3,Acute condition likely,2,2,1,3,2
Insomnia,3,Possible infection,3,4,0,3,3
Insomnia,3,Monitor symptoms,4,0,1,3,4
Insomnia,3,Requires clinical evaluation,1,3,0,3,1
Insomnia,3,Chronic condition suspected,2,1,1,3,2
Insomnia,3,Emergency evaluation needed,3,2,0,3,3
Insomnia,3,Lifestyle-related issue possible,4,4,1,3,4
Insomnia,3,Underlying disease progression,1,0,0,3,1
Insomnia,2,Acute condition likely,2,3,1,2,2
Insomnia,2,Possible infection,3,1,0,2,3
Insomnia,2,Monitor symptoms,4,2,1,2,4
Insomnia,2,Requires clinical evaluation,1,4,0,2,1
Insomnia,2,Chronic condition suspected,2,0,1,2,2
Insomnia,2,Emergency evaluation needed,3,3,0,2,3
Insomnia,2,Lifestyle-related issue possible,4,1,1,2,4
Insomnia,2,Underlying disease progression,1,2,0,2,1
Insomnia,6,Acute condition likely,2,4,1,6,2
Insomnia,6,Possible infection,3,0,0,6,3
Insomnia,6,Monitor symptoms,4,3,1,6,4
Insomnia,6,Requires clinical evaluation,1,1,0,6,1
Insomnia,6,Chronic condition suspected,2,2,1,6,2
Insomnia,6,Emergency evaluation needed,3,4,0,6,3
Insomnia,6,Lifestyle-related issue possible,4,0,1,6,4
Insomnia,6,Underlying disease progression,1,3,0,6,1
Hair Loss,5,Acute condition likely,2,1,1,5,2
Hair Loss,5,Possible infection,3,2,0,5,3
Hair Loss,5,Monitor symptoms,4,4,1,5,4
Hair Loss,5,Requires clinical evaluation,1,0,0,5,1
Hair Loss,5,Chronic condition suspected,2,3,1,5,2
Hair Loss,5,Emergency evaluation needed,3,1,0,5,3
Hair Loss,5,Lifestyle-related issue possible,4,2,1,5,4
Hair Loss,5,Underlying disease progression,1,4,0,5,1
Hair Loss,1,Acute condition likely,2,0,1,1,2
Hair Loss,1,Possible infection,3,3,0,1,3
Hair Loss,1,Monitor symptoms,4,1,1,1,4
Hair Loss,1,Requires clinical evaluation,1,2,0,1,1
Hair Loss,1,Chronic condition suspected,2,4,1,1,2
Hair Loss,1,Emergency evaluation needed,3,0,0,1,3
Hair Loss,1,Lifestyle-related issue possible,4,3,1,1,4
Hair Loss,1,Underlying disease progression,1,1,0,1,1
Hair Loss,4,Acute condition likely,2,2,1,4,2
Hair Loss,4,Possible infection,3,4,0,4,3
Hair Loss,4,Monitor symptoms,4,0,1,4,4
Hair Loss,4,Requires clinical evaluation,1,3,0,4,1
Hair Loss,4,Chronic condition suspected,2,1,1,4,2
Hair Loss,4,Emergency evaluation needed,3,2,0,4,3
Hair Loss,4,Lifestyle-related issue possible,4,4,1,4,4
Hair Loss,4,Underlying disease progression,1,0,0,4,1
Hair Loss,0,Acute condition likely,2,3,1,0,2
Hair Loss,0,Possible infection,3,1,0,0,3
Hair Loss,0,Monitor symptoms,4,2,1,0,4
Hair Loss,0,Requires clinical evaluation,1,4,0,0,1
Hair Loss,0,Chronic condition suspected,2,0,1,0,2
Hair Loss,0,Emergency evaluation needed,3,3,0,0,3
Hair Loss,0,Lifestyle-related issue possible,4,1,1,0,4
Hair Loss,0,Underlying disease progression,1,2,0,0,1
Hair Loss,3,Acute condition likely,2,4,1,3,2
Hair Loss,3,Possible infection,3,0,0,3,3
Hair Loss,3,Monitor symptoms,4,3,1,3,4
Hair Loss,3,Requires clinical evaluation,1,1,0,3,1
Hair Loss,3,Chronic condition suspected,2,2,1,3,2
Hair Loss,3,Emergency evaluation needed,3,4,0,3,3
Hair Loss,3,Lifestyle-related issue possible,4,0,1,3,4
Hair Loss,3,Underlying disease progression,1,3,0,3,1
Hair Loss,2,Acute condition likely,2,1,1,2,2
Hair Loss,2,Possible infection,3,2,0,2,3
Hair Loss,2,Monitor symptoms,4,4,1,2,4
Hair Loss,2,Requires clinical evaluation,1,0,0,2,1
Hair Loss,2,Chronic condition suspected,2,3,1,2,2
Hair Loss,2,Emergency evaluation needed,3,1,0,2,3
Hair Loss,2,Lifestyle-related issue possible,4,2,1,2,4
Hair Loss,2,Underlying disease progression,1,4,0,2,1
Hair Loss,6,Acute condition likely,2,0,1,6,2
Hair Loss,6,Possible infection,3,3,0,6,3
Hair Loss,6,Monitor symptoms,4,1,1,6,4
Hair Loss,6,Requires clinical evaluation,1,2,0,6,1
Hair Loss,6,Chronic condition suspected,2,4,1,6,2
Hair Loss,6,Emergency evaluation needed,3,0,0,6,3
Hair Loss,6,Lifestyle-related issue possible,4,3,1,6,4
Hair Loss,6,Underlying disease progression,1,1,0,6,1
Nausea,5,Acute condition likely,2,2,1,5,2
Nausea,5,Possible infection,3,4,0,5,3
Nausea,5,Monitor symptoms,4,0,1,5,4
Nausea,5,Requires clinical evaluation,1,3,0,5,1
Nausea,5,Chronic condition suspected,2,1,1,5,2
Nausea,5,Emergency evaluation needed,3,2,0,5,3
Nausea,5,Lifestyle-related issue possible,4,4,1,5,4
Nausea,5,Underlying disease progression,1,0,0,5,1
Nausea,1,Acute condition likely,2,3,1,1,2
Nausea,1,Possible infection,3,1,0,1,3
Nausea,1,Monitor symptoms,4,2,1,1,4
Nausea,1,Requires clinical evaluation,1,4,0,1,1
Nausea,1,Chronic condition suspected,2,0,1,1,2
Nausea,1,Emergency evaluation needed,3,3,0,1,3
Nausea,1,Lifestyle-related issue possible,4,1,1,1,4
Nausea,1,Underlying disease progression,1,2,0,1,1
Nausea,4,Acute condition likely,2,4,1,4,2
Nausea,4,Possible infection,3,0,0,4,3
Nausea,4,Monitor symptoms,4,3,1,4,4
Nausea,4,Requires clinical evaluation,1,1,0,4,1
Nausea,4,Chronic condition suspected,2,2,1,4,2
Nausea,4,Emergency evaluation needed,3,4,0,4,3
Nausea,4,Lifestyle-related issue possible,4,0,1,4,4
Nausea,4,Underlying disease progression,1,3,0,4,1
Nausea,0,Acute condition likely,2,1,1,0,2
Nausea,0,Possible infection,3,2,0,0,3
Nausea,0,Monitor symptoms,4,4,1,0,4
Nausea,0,Requires clinical evaluation,1,0,0,0,1
Nausea,0,Chronic condition suspected,2,3,1,0,2
Nausea,0,Emergency evaluation needed,3,1,0,0,3
Nausea,0,Lifestyle-related issue possible,4,2,1,0,4
Nausea,0,Underlying disease progression,1,4,0,0,1
Nausea,3,Acute condition likely,2,0,1,3,2
Nausea,3,Possible infection,3,3,0,3,3
Nausea,3,Monitor symptoms,4,1,1,3,4
Nausea,3,Requires clinical evaluation,1,2,0,3,1
Nausea,3,Chronic condition suspected,2,4,1,3,2
Nausea,3,Emergency evaluation needed,3,0,0,3,3
Nausea,3,Lifestyle-related issue possible,4,3,1,3,4
Nausea,3,Underlying disease progression,1,1,0,3,1
Nausea,2,Acute condition likely,2,2,1,2,2
Nausea,2,Possible infection,3,4,0,2,3
Nausea,2,Monitor symptoms,4,0,1,2,4
Nausea,2,Requires clinical evaluation,1,3,0,2,1
Nausea,2,Chronic condition suspected,2,1,1,2,2
Nausea,2,Emergency evaluation needed,3,2,0,2,3
Nausea,2,Lifestyle-related issue possible,4,4,1,2,4
Nausea,2,Underlying disease progression,1,0,0,2,1
Nausea,6,Acute condition likely,2,3,1,6,2
Nausea,6,Possible infection,3,1,0,6,3
Nausea,6,Monitor symptoms,4,2,1,6,4
Nausea,6,Requires clinical evaluation,1,4,0,6,1
Nausea,6,Chronic condition suspected,2,0,1,6,2
Nausea,6,Emergency evaluation needed,3,3,0,6,3
Nausea,6,Lifestyle-related issue possible,4,1,1,6,4
Nausea,6,Underlying disease progression,1,2,0,6,1
Constipation,5,Acute condition likely,2,4,1,5,2
Constipation,5,Possible infection,3,0,0,5,3
Constipation,5,Monitor symptoms,4,3,1,5,4
Constipation,5,Requires clinical evaluation,1,1,0,5,1
Constipation,5,Chronic condition suspected,2,2,1,5,2
Constipation,5,Emergency evaluation needed,3,4,0,5,3
Constipation,5,Lifestyle-related issue possible,4,0,1,5,4
Constipation,5,Underlying disease progression,1,3,0,5,1
Constipation,1,Acute condition likely,2,1,1,1,2
Constipation,1,Possible infection,3,2,0,1,3
Constipation,1,Monitor symptoms,4,4,1,1,4
Constipation,1,Requires clinical evaluation,1,0,0,1,1
Constipation,1,Chronic condition suspected,2,3,1,1,2
Constipation,1,Emergency evaluation needed,3,1,0,1,3
Constipation,1,Lifestyle-related issue possible,4,2,1,1,4
Constipation,1,Underlying disease progression,1,4,0,1,1
Constipation,4,Acute condition likely,2,0,1,4,2
Constipation,4,Possible infection,3,3,0,4,3
Constipation,4,Monitor symptoms,4,1,1,4,4
Constipation,4,Requires clinical evaluation,1,2,0,4,1
Constipation,4,Chronic condition suspected,2,4,1,4,2
Constipation,4,Emergency evaluation needed,3,0,0,4,3
Constipation,4,Lifestyle-related issue possible,4,3,1,4,4
Constipation,4,Underlying disease progression,1,1,0,4,1
Constipation,0,Acute condition likely,2,2,1,0,2
Constipation,0,Possible infection,3,4,0,0,3
Constipation,0,Monitor symptoms,4,0,1,0,4
Constipation,0,Requires clinical evaluation,1,3,0,0,1
Constipation,0,Chronic condition suspected,2,1,1,0,2
Constipation,0,Emergency evaluation needed,3,2,0,0,3
Constipation,0,Lifestyle-related issue possible,4,4,1,0,4
Constipation,0,Underlying disease progression,1,0,0,0,1
Constipation,3,Acute condition likely,2,3,1,3,2
Constipation,3,Possible infection,3,1,0,3,3
Constipation,3,Monitor symptoms,4,2,1,3,4
Constipation,3,Requires clinical evaluation,1,4,0,3,1
Constipation,3,Chronic condition suspected,2,0,1,3,2
Constipation,3,Emergency evaluation needed,3,3,0,3,3
Constipation,3,Lifestyle-related issue possible,4,1,1,3,4
Constipation,3,Underlying disease progression,1,2,0,3,1
Constipation,2,Acute condition likely,2,4,1,2,2
Constipation,2,Possible infection,3,0,0,2,3
Constipation,2,Monitor symptoms,4,3,1,2,4
Constipation,2,Requires clinical evaluation,1,1,0,2,1
Constipation,2,Chronic condition suspected,2,2,1,2,2
Constipation,2,Emergency evaluation needed,3,4,0,2,3
Constipation,2,Lifestyle-related issue possible,4,0,1,2,4
Constipation,2,Underlying disease progression,1,3,0,2,1
Constipation,6,Acute condition likely,2,1,1,6,2
Constipation,6,Possible infection,3,2,0,6,3
Constipation,6,Monitor symptoms,4,4,1,6,4
Constipation,6,Requires clinical evaluation,1,0,0,6,1
Constipation,6,Chronic condition suspected,2,3,1,6,2
Constipation,6,Emergency evaluation needed,3,1,0,6,3
Constipation,6,Lifestyle-related issue possible,4,2,1,6,4
Constipation,6,Underlying disease progression,1,4,0,6,1
Swelling,5,Acute condition likely,2,0,1,5,2
Swelling,5,Possible infection,3,3,0,5,3
Swelling,5,Monitor symptoms,4,1,1,5,4
Swelling,5,Requires clinical evaluation,1,2,0,5,1
Swelling,5,Chronic condition suspected,2,4,1,5,2
Swelling,5,Emergency evaluation needed,3,0,0,5,3
Swelling,5,Lifestyle-related issue possible,4,3,1,5,4
Swelling,5,Underlying disease progression,1,1,0,5,1
Swelling,1,Acute condition likely,2,2,1,1,2
Swelling,1,Possible infection,3,4,0,1,3
Swelling,1,Monitor symptoms,4,0,1,1,4
Swelling,1,Requires clinical evaluation,1,3,0,1,1
Swelling,1,Chronic condition suspected,2,1,1,1,2
Swelling,1,Emergency evaluation needed,3,2,0,1,3
Swelling,1,Lifestyle-related issue possible,4,4,1,1,4
Swelling,1,Underlying disease progression,1,0,0,1,1
Swelling,4,Acute condition likely,2,3,1,4,2
Swelling,4,Possible infection,3,1,0,4,3
Swelling,4,Monitor symptoms,4,2,1,4,4
Swelling,4,Requires clinical evaluation,1,4,0,4,1
Swelling,4,Chronic condition suspected,2,0,1,4,2
Swelling,4,Emergency evaluation needed,3,3,0,4,3
Swelling,4,Lifestyle-related issue possible,4,1,1,4,4
Swelling,4,Underlying disease progression,1,2,0,4,1
Swelling,0,Acute condition likely,2,4,1,0,2
Swelling,0,Possible infection,3,0,0,0,3
Swelling,0,Monitor symptoms,4,3,1,0,4
Swelling,0,Requires clinical evaluation,1,1,0,0,1
Swelling,0,Chronic condition suspected,2,2,1,0,2
Swelling,0,Emergency evaluation needed,3,4,0,0,3
Swelling,0,Lifestyle-related issue possible,4,0,1,0,4
Swelling,0,Underlying disease progression,1,3,0,0,1
Swelling,3,Acute condition likely,2,1,1,3,2
Swelling,3,Possible infection,3,2,0,3,3
Swelling,3,Monitor symptoms,4,4,1,3,4
Swelling,3,Requires clinical evaluation,1,0,0,3,1
Swelling,3,Chronic condition suspected,2,3,1,3,2
Swelling,3,Emergency evaluation needed,3,1,0,3,3
Swelling,3,Lifestyle-related issue possible,4,2,1,3,4
Swelling,3,Underlying disease progression,1,4,0,3,1
Swelling,2,Acute condition likely,2,0,1,2,2
Swelling,2,Possible infection,3,3,0,2,3
Swelling,2,Monitor symptoms,4,1,1,2,4
Swelling,2,Requires clinical evaluation,1,2,0,2,1
Swelling,2,Chronic condition suspected,2,4,1,2,2
Swelling,2,Emergency evaluation needed,3,0,0,2,3
Swelling,2,Lifestyle-related issue possible,4,3,1,2,4
Swelling,2,Underlying disease progression,1,1,0,2,1
Swelling,6,Acute condition likely,2,2,1,6,2
Swelling,6,Possible infection,3,4,0,6,3
Swelling,6,Monitor symptoms,4,0,1,6,4
Swelling,6,Requires clinical evaluation,1,3,0,6,1
Swelling,6,Chronic condition suspected,2,1,1,6,2
Swelling,6,Emergency evaluation needed,3,2,0,6,3
Swelling,6,Lifestyle-related issue possible,4,4,1,6,4
Swelling,6,Underlying disease progression,1,0,0,6,1
Bleeding,5,Acute condition likely,2,3,1,5,2
Bleeding,5,Possible infection,3,1,0,5,3
Bleeding,5,Monitor symptoms,4,2,1,5,4
Bleeding,5,Requires clinical evaluation,1,4,0,5,1
Bleeding,5,Chronic condition suspected,2,0,1,5,2
