disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, fatigue +  anxiety,"Hypoglycemia, Osteoarthristis, Migraine",Oxygen saturation
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, fatigue +  weight_loss,"Diabetes , Pneumonia, Migraine",PCR confirmation
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, skin_rash +  chills,"Dengue, Peptic ulcer diseae, Hepatitis E",PCR confirmation
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, skin_rash +  chills,"Dengue, Dimorphic hemmorhoids(piles), Jaundice",Breathlessness
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, fatigue +  weight_gain,"Hypothyroidism, Hypertension , Allergy",Platelet count
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, skin_rash +  chills,"Dengue, Fungal infection, Hypoglycemia",Breathlessness
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness,itching +  skin_rash,"Drug Reaction, Diabetes , Hepatitis C",Platelet count
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fatigue +  weight_gain,"Hypothyroidism, Hepatitis E, Psoriasis",Symptom duration
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Hypertension ",Breathlessness
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, chills +  vomiting,"Tuberculosis, Hyperthyroidism, Diabetes ",Inflammatory markers
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, mood_swings +  weight_loss,"Hyperthyroidism, Arthritis, Malaria",Travel history
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, vomiting +  indigestion,"Peptic ulcer diseae, Dimorphic hemmorhoids(piles), Bronchial Asthma",Symptom duration
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea,itching +  vomiting,"Chronic cholestasis, Migraine, Acne",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, chills +  cough,"Pneumonia, (vertigo) Paroymsal  Positional Vertigo, Paralysis (brain hemorrhage)",PCR confirmation
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, vomiting +  fatigue,"Tuberculosis, Acne, Hypoglycemia",Inflammatory markers
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea,itching +  vomiting,"Jaundice, Hypoglycemia, Urinary tract infection",Platelet count
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, muscle_wasting +  patches_in_throat,"AIDS, Paralysis (brain hemorrhage), Dimorphic hemmorhoids(piles)",Oxygen saturation
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, skin_rash +  high_fever,"Impetigo, Typhoid, Chronic cholestasis",CBC test
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, vomiting +  headache,"Paralysis (brain hemorrhage), Alcoholic hepatitis, Chronic cholestasis",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, vomiting +  fatigue,"Hypoglycemia, Dimorphic hemmorhoids(piles), Heart attack",Breathlessness
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, continuous_sneezing +  chills,"Allergy, Hepatitis D, Tuberculosis",Oxygen saturation
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, skin_rash +  high_fever,"Impetigo, Bronchial Asthma, Chicken pox",Breathlessness
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, acidity +  headache,"Migraine, Drug Reaction, Varicose veins",Inflammatory markers
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, vomiting +  sunken_eyes,"Gastroenteritis, Paralysis (brain hemorrhage), Acne",Chest pain pattern
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, vomiting +  breathlessness,"Heart attack, Hypothyroidism, Allergy",Platelet count
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, vomiting +  sunken_eyes,"Gastroenteritis, Jaundice, Migraine",Platelet count
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, chills +  vomiting,"Typhoid, Allergy, Bronchial Asthma",Travel history
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis D, Hepatitis C",Platelet count
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, fatigue +  cough,"Bronchial Asthma, Alcoholic hepatitis, Pneumonia",Platelet count
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, fatigue +  yellowish_skin,"Hepatitis C, Chronic cholestasis, Pneumonia",Breathlessness
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, chills +  vomiting,"Malaria, Chronic cholestasis, Hepatitis C",Oxygen saturation
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Fungal infection, Psoriasis",Breathlessness
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, indigestion +  headache,"Migraine, Cervical spondylosis, Peptic ulcer diseae",Symptom duration
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  yellowish_skin,"Alcoholic hepatitis, Impetigo, Heart attack",Symptom duration
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea,itching +  fatigue,"Chicken pox, Drug Reaction, (vertigo) Paroymsal  Positional Vertigo",Symptom duration
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, fatigue +  cough,"Bronchial Asthma, Allergy, Hypertension ",Platelet count
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, skin_rash +  pus_filled_pimples,"Acne, Paralysis (brain hemorrhage), Bronchial Asthma",Chest pain pattern
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, chills +  vomiting,"Tuberculosis, hepatitis A, Diabetes ",Travel history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, vomiting +  breathlessness,"Heart attack, AIDS, GERD",Platelet count
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, vomiting +  fatigue,"Hypoglycemia, Chicken pox, Impetigo",Chest pain pattern
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fatigue +  weight_gain,"Hypothyroidism, Jaundice, Cervical spondylosis",Chest pain pattern
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, headache +  chest_pain,"Hypertension , Drug Reaction, Hepatitis B",Rash pattern
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, joint_pain +  knee_pain,"Osteoarthristis, Peptic ulcer diseae, Urinary tract infection",Chest pain pattern
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, fatigue +  yellowish_skin,"Hepatitis C, AIDS, Pneumonia",Travel history
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea,itching +  skin_rash,"Chicken pox, Hepatitis B, Hepatitis E",Oxygen saturation
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea,itching +  skin_rash,"Drug Reaction, Hepatitis B, (vertigo) Paroymsal  Positional Vertigo",Travel history
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels,itching +  skin_rash,"Fungal infection, Chronic cholestasis, Hepatitis D",Platelet count
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness,itching +  fatigue,"Hepatitis B, Hypothyroidism, Acne",CBC test
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, back_pain +  weakness_in_limbs,"Cervical spondylosis, Bronchial Asthma, Typhoid",Platelet count
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, stomach_pain +  acidity,"GERD, Allergy, Urinary tract infection",Inflammatory markers
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, chills +  vomiting,"Malaria, Arthritis, Dengue",Travel history
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, back_pain +  weakness_in_limbs,"Cervical spondylosis, Jaundice, Impetigo",Travel history
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, fatigue +  cramps,"Varicose veins, Chicken pox",Inflammatory markers
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, fatigue +  weight_loss,"Diabetes , Acne, Dengue",CBC test
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Jaundice, Acne",Rash pattern
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, vomiting +  breathlessness,"Heart attack, Malaria, (vertigo) Paroymsal  Positional Vertigo",Travel history
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, vomiting +  fatigue,"Jaundice, Hypoglycemia, Paralysis (brain hemorrhage)",Breathlessness
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Heart attack, Fungal infection",Symptom duration
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, vomiting +  fatigue,"Hepatitis E, Migraine, Chicken pox",Platelet count
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, joint_pain +  vomiting,"Hepatitis E, Hepatitis D, AIDS",CBC test
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, vomiting +  breathlessness,"Heart attack, Hepatitis C, Psoriasis",Inflammatory markers
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Osteoarthristis, Dengue",Oxygen saturation
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Hyperthyroidism, Tuberculosis",Oxygen saturation
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, skin_rash +  high_fever,"Impetigo, Pneumonia, Dengue",Inflammatory markers
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, fatigue +  mood_swings,"Hyperthyroidism, Fungal infection, Acne",Rash pattern
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, stomach_pain +  acidity,"GERD, Jaundice, Psoriasis",PCR confirmation
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,itching +  skin_rash,"Drug Reaction, Chicken pox, Peptic ulcer diseae",PCR confirmation
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, vomiting +  fatigue,"Hypoglycemia, AIDS, Migraine",Rash pattern
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, chills +  vomiting,"Tuberculosis, Gastroenteritis, Varicose veins",PCR confirmation
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, stomach_pain +  acidity,"GERD, Dimorphic hemmorhoids(piles), Drug Reaction",Rash pattern
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, continuous_sneezing +  chills,"Allergy, Malaria, Dimorphic hemmorhoids(piles)",Rash pattern
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, continuous_sneezing +  shivering,"Allergy, (vertigo) Paroymsal  Positional Vertigo, Hepatitis C",Chest pain pattern
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, chills +  vomiting,"Malaria, Bronchial Asthma, Osteoarthristis",PCR confirmation
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, chills +  vomiting,"Tuberculosis, Hepatitis C, Chronic cholestasis",Rash pattern
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, stomach_pain +  acidity,"GERD, Hepatitis B, Hepatitis E",Breathlessness
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, muscle_wasting +  patches_in_throat,"AIDS, Urinary tract infection, GERD",Oxygen saturation
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, continuous_sneezing +  chills,"Common Cold, Drug Reaction, Hypothyroidism",Oxygen saturation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, back_pain +  weakness_in_limbs,"Cervical spondylosis, Diabetes , Common Cold",Oxygen saturation
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, back_pain +  neck_pain,"Cervical spondylosis, (vertigo) Paroymsal  Positional Vertigo, Paralysis (brain hemorrhage)",CBC test
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, patches_in_throat +  high_fever,"AIDS, GERD, Peptic ulcer diseae",Platelet count
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Arthritis",Rash pattern
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, skin_rash +  pus_filled_pimples,"Acne, Psoriasis, Chronic cholestasis",Oxygen saturation
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever,itching +  skin_rash,"Chicken pox, Peptic ulcer diseae, Hepatitis E",Travel history
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, skin_rash +  pus_filled_pimples,"Acne, Hepatitis D, Tuberculosis",Platelet count
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, burning_micturition +  bladder_discomfort,"Urinary tract infection, Common Cold, Drug Reaction",Travel history
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea,itching +  skin_rash,"Fungal infection, Tuberculosis, Psoriasis",Platelet count
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea,itching +  vomiting,"Chronic cholestasis, Heart attack, Peptic ulcer diseae",Breathlessness
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, headache +  chest_pain,"Hypertension , Heart attack, Urinary tract infection",CBC test
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, vomiting +  breathlessness,"Heart attack, Arthritis, Peptic ulcer diseae",Chest pain pattern
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, vomiting +  sunken_eyes,"Gastroenteritis, Chicken pox, Peptic ulcer diseae",Travel history
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, continuous_sneezing +  chills,"Common Cold, Pneumonia",PCR confirmation
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,itching +  vomiting,"Chronic cholestasis, Heart attack, Peptic ulcer diseae",CBC test
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, chills +  fatigue,"Typhoid, Pneumonia, Gastroenteritis",Platelet count
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,itching +  vomiting,"Jaundice, Pneumonia, Common Cold",Platelet count
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, chills +  vomiting,"Tuberculosis, Heart attack, Impetigo",Breathlessness
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, fatigue +  mood_swings,"Hyperthyroidism, Migraine, Typhoid",Platelet count
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, vomiting +  sunken_eyes,"Gastroenteritis, Urinary tract infection, Hyperthyroidism",Travel history
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea, continuous_sneezing +  chills,"Common Cold, hepatitis A, Hypothyroidism",Chest pain pattern
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Chicken pox, Acne",Breathlessness
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, stomach_pain +  acidity,"GERD, Paralysis (brain hemorrhage), hepatitis A",Rash pattern
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,itching +  skin_rash,"Fungal infection, Tuberculosis, Hypertension ",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, chills +  vomiting,"Typhoid, Fungal infection, Hepatitis B",PCR confirmation
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea,itching +  fatigue,"Hepatitis B, Alcoholic hepatitis, Allergy",Symptom duration
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, vomiting +  headache,"Paralysis (brain hemorrhage), Urinary tract infection, Arthritis",Platelet count
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, stomach_pain +  acidity,"GERD, Jaundice, Psoriasis",CBC test
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, skin_rash +  high_fever,"Impetigo, Alcoholic hepatitis, (vertigo) Paroymsal  Positional Vertigo",CBC test
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea, skin_rash +  high_fever,"Impetigo, Pneumonia, Hypertension ",Symptom duration
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, vomiting +  breathlessness,"Heart attack, Hepatitis D, Psoriasis",Breathlessness
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, chills +  vomiting,"Tuberculosis, Urinary tract infection, Psoriasis",Platelet count
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hepatitis D, Osteoarthristis",Travel history
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, burning_micturition +  bladder_discomfort,"Urinary tract infection, Bronchial Asthma, Osteoarthristis",CBC test
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Hypertension ",Rash pattern
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, fatigue +  weight_loss,"Diabetes , Hepatitis C, Hepatitis E",Platelet count
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, vomiting +  fatigue,"Tuberculosis, Hypoglycemia, Pneumonia",Symptom duration
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Drug Reaction",Oxygen saturation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  fatigue,"Hypoglycemia, Psoriasis, Hepatitis D",CBC test
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, joint_pain +  vomiting,"hepatitis A, Hypothyroidism, Hypertension ",Symptom duration
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, skin_rash +  fatigue,"Chicken pox, Heart attack, Typhoid",CBC test
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, chills +  vomiting,"Tuberculosis, Pneumonia, Hepatitis B",Chest pain pattern
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,itching +  fatigue,"Hepatitis B, Drug Reaction, Dimorphic hemmorhoids(piles)",Platelet count
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, continuous_sneezing +  chills,"Common Cold, Acne, Tuberculosis",Symptom duration
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, stomach_pain +  acidity,"GERD, AIDS, Fungal infection",Platelet count
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, chills +  vomiting,"Malaria, Dengue, Migraine",Breathlessness
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, vomiting +  fatigue,"Hypoglycemia, Malaria, Hepatitis E",Oxygen saturation
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, skin_rash +  chills,"Dengue, Hepatitis B, Hyperthyroidism",Symptom duration
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, joint_pain +  neck_pain,"Osteoarthristis, Impetigo, Hepatitis C",Platelet count
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, nausea, vomiting +  headache,"Paralysis (brain hemorrhage), Urinary tract infection, Arthritis",Oxygen saturation
Heart attack, vomiting, breathlessness, sweating, chest_pain, headache, nausea, vomiting +  indigestion,"Peptic ulcer diseae, (vertigo) Paroymsal  Positional Vertigo, Hepatitis E",PCR confirmation
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, joint_pain +  yellowish_skin,"hepatitis A, Paralysis (brain hemorrhage)",Breathlessness
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, joint_pain +  vomiting,"Hepatitis E, Fungal infection, Typhoid",Symptom duration
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, continuous_sneezing +  shivering,"Allergy, Chicken pox, Heart attack",Rash pattern
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, vomiting +  headache,"Paralysis (brain hemorrhage), Drug Reaction, Bronchial Asthma",Breathlessness
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking, vomiting +  breathlessness,"Heart attack, Common Cold, Hepatitis C",Breathlessness
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking, nausea, fatigue +  weight_loss,"Diabetes , Varicose veins, Hepatitis D",Platelet count
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness, chills +  fatigue,"Pneumonia, Peptic ulcer diseae, Hepatitis B",PCR confirmation
Acne, skin_rash, pus_filled_pimples, blackheads, scurring, headache, nausea, vomiting +  sunken_eyes,"Gastroenteritis, hepatitis A, Malaria",Rash pattern
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine, headache, nausea, constipation +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), hepatitis A, Peptic ulcer diseae",Chest pain pattern
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails, skin_rash +  chills,"Dengue, Tuberculosis, hepatitis A",Breathlessness
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze, nausea,itching +  vomiting,"Chronic cholestasis, Arthritis, Acne",Chest pain pattern
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches, headache, nausea, fatigue +  weight_loss,"Diabetes , Varicose veins, Hepatitis D",Breathlessness
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes, headache, nausea, skin_rash +  pus_filled_pimples,"Acne, Urinary tract infection, Paralysis (brain hemorrhage)",Chest pain pattern
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain, skin_rash +  pus_filled_pimples,"Acne, Hypertension , Urinary tract infection",Platelet count
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,itching +  fatigue,"Hepatitis B, Jaundice, Chicken pox",CBC test
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination, nausea, chills +  fatigue,"Pneumonia, Varicose veins, Hypertension ",Travel history
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching, skin_rash +  high_fever,"Impetigo, Jaundice, Gastroenteritis",PCR confirmation
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts, headache, nausea, back_pain +  neck_pain,"Cervical spondylosis, Gastroenteritis, Jaundice",Platelet count
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision,itching +  skin_rash,"Drug Reaction, (vertigo) Paroymsal  Positional Vertigo, Fungal infection",Inflammatory markers
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea, headache, nausea,itching +  skin_rash,"Fungal infection, Heart attack, Diabetes ",Chest pain pattern
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum, continuous_sneezing +  chills,"Common Cold, Hypertension , Malaria",Symptom duration
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration, nausea, vomiting +  fatigue,"Hypoglycemia, Typhoid, (vertigo) Paroymsal  Positional Vertigo",Breathlessness
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Chronic cholestasis",CBC test
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance, nausea, joint_pain +  neck_pain,"Osteoarthristis, AIDS, Hypothyroidism",CBC test
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium, headache, nausea, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Diabetes ",PCR confirmation
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Typhoid, Allergy",Oxygen saturation
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, fatigue +  cramps,"Varicose veins, Arthritis, Hypothyroidism",CBC test
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, continuous_sneezing +  chills,"Common Cold, Hepatitis D, Hepatitis C",Rash pattern
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, vomiting +  indigestion,"Peptic ulcer diseae, Typhoid",Oxygen saturation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Osteoarthristis, Diabetes ",Breathlessness
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, acidity +  indigestion,"Migraine, Fungal infection",CBC test
