disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Progressive Endocrine Condition 357,Progressive Endocrine Condition 357 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Endocrine Condition 358,Congenital Endocrine Condition 358 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Endocrine Condition 359,Inflammatory Endocrine Condition 359 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Endocrine Condition 360,Metabolic Endocrine Condition 360 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Gastro Condition 361,Acute Gastro Condition 361 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Gastro Condition 362,Chronic Gastro Condition 362 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Gastro Condition 363,Autoimmune Gastro Condition 363 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Gastro Condition 364,Idiopathic Gastro Condition 364 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Gastro Condition 365,Primary Gastro Condition 365 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Gastro Condition 366,Secondary Gastro Condition 366 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Gastro Condition 367,Progressive Gastro Condition 367 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Gastro Condition 368,Congenital Gastro Condition 368 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Gastro Condition 369,Inflammatory Gastro Condition 369 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Gastro Condition 370,Metabolic Gastro Condition 370 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Dermatologic Condition 371,Acute Dermatologic Condition 371 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Dermatologic Condition 372,Chronic Dermatologic Condition 372 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Dermatologic Condition 373,Autoimmune Dermatologic Condition 373 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
Idiopathic Dermatologic Condition 374,Idiopathic Dermatologic Condition 374 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Dermatologic Condition 375,Primary Dermatologic Condition 375 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Dermatologic Condition 376,Secondary Dermatologic Condition 376 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Dermatologic Condition 377,Progressive Dermatologic Condition 377 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Dermatologic Condition 378,Congenital Dermatologic Condition 378 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Dermatologic Condition 379,Inflammatory Dermatologic Condition 379 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Dermatologic Condition 380,Metabolic Dermatologic Condition 380 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Hematologic Condition 381,Acute Hematologic Condition 381 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Hematologic Condition 382,Chronic Hematologic Condition 382 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Hematologic Condition 383,Autoimmune Hematologic Condition 383 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
Idiopathic Hematologic Condition 384,Idiopathic Hematologic Condition 384 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Common,Specialist Referral
Primary Hematologic Condition 385,Primary Hematologic Condition 385 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Uncommon,Medication
Secondary Hematologic Condition 386,Secondary Hematologic Condition 386 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Rare,Lifestyle
Progressive Hematologic Condition 387,Progressive Hematologic Condition 387 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Common,Diagnostics
Congenital Hematologic Condition 388,Congenital Hematologic Condition 388 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Uncommon,Specialist Referral
Inflammatory Hematologic Condition 389,Inflammatory Hematologic Condition 389 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Rare,Medication
Metabolic Hematologic Condition 390,Metabolic Hematologic Condition 390 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Common,Lifestyle
Acute Musculoskeletal Condition 391,Acute Musculoskeletal Condition 391 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Uncommon,Diagnostics
Chronic Musculoskeletal Condition 392,Chronic Musculoskeletal Condition 392 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Rare,Specialist Referral
Autoimmune Musculoskeletal Condition 393,Autoimmune Musculoskeletal Condition 393 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Common,Medication
Idiopathic Musculoskeletal Condition 394,Idiopathic Musculoskeletal Condition 394 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Musculoskeletal Condition 395,Primary Musculoskeletal Condition 395 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Musculoskeletal Condition 396,Secondary Musculoskeletal Condition 396 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Musculoskeletal Condition 397,Progressive Musculoskeletal Condition 397 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Musculoskeletal Condition 398,Congenital Musculoskeletal Condition 398 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Musculoskeletal Condition 399,Inflammatory Musculoskeletal Condition 399 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Musculoskeletal Condition 400,Metabolic Musculoskeletal Condition 400 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Respiratory Failure 401,Acute Respiratory Failure 401 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Respiratory Failure 402,Chronic Respiratory Failure 402 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Respiratory Failure 403,Autoimmune Respiratory Failure 403 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Respiratory Failure 404,Idiopathic Respiratory Failure 404 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Respiratory Failure 405,Primary Respiratory Failure 405 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
Secondary Respiratory Failure 406,Secondary Respiratory Failure 406 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Uncommon,Lifestyle
Progressive Respiratory Failure 407,Progressive Respiratory Failure 407 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Rare,Diagnostics
Congenital Respiratory Failure 408,Congenital Respiratory Failure 408 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Common,Specialist Referral
Inflammatory Respiratory Failure 409,Inflammatory Respiratory Failure 409 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Uncommon,Medication
Metabolic Respiratory Failure 410,Metabolic Respiratory Failure 410 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Cardiac Failure 411,Acute Cardiac Failure 411 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Cardiac Failure 412,Chronic Cardiac Failure 412 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Cardiac Failure 413,Autoimmune Cardiac Failure 413 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Cardiac Failure 414,Idiopathic Cardiac Failure 414 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Cardiac Failure 415,Primary Cardiac Failure 415 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Cardiac Failure 416,Secondary Cardiac Failure 416 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Cardiac Failure 417,Progressive Cardiac Failure 417 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Cardiac Failure 418,Congenital Cardiac Failure 418 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Cardiac Failure 419,Inflammatory Cardiac Failure 419 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Cardiac Failure 420,Metabolic Cardiac Failure 420 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Neurological Failure 421,Acute Neurological Failure 421 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Neurological Failure 422,Chronic Neurological Failure 422 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Neurological Failure 423,Autoimmune Neurological Failure 423 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Neurological Failure 424,Idiopathic Neurological Failure 424 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Neurological Failure 425,Primary Neurological Failure 425 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Neurological Failure 426,Secondary Neurological Failure 426 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Neurological Failure 427,Progressive Neurological Failure 427 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Neurological Failure 428,Congenital Neurological Failure 428 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Neurological Failure 429,Inflammatory Neurological Failure 429 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Neurological Failure 430,Metabolic Neurological Failure 430 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Renal Failure 431,Acute Renal Failure 431 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Renal Failure 432,Chronic Renal Failure 432 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Renal Failure 433,Autoimmune Renal Failure 433 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
Idiopathic Renal Failure 434,Idiopathic Renal Failure 434 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Rare,Lifestyle
Primary Renal Failure 435,Primary Renal Failure 435 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Common,Diagnostics
Secondary Renal Failure 436,Secondary Renal Failure 436 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Uncommon,Specialist Referral
Progressive Renal Failure 437,Progressive Renal Failure 437 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Rare,Medication
Congenital Renal Failure 438,Congenital Renal Failure 438 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Common,Lifestyle
Inflammatory Renal Failure 439,Inflammatory Renal Failure 439 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Uncommon,Diagnostics
Metabolic Renal Failure 440,Metabolic Renal Failure 440 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Rare,Specialist Referral
Acute Hepatic Failure 441,Acute Hepatic Failure 441 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Common,Medication
Chronic Hepatic Failure 442,Chronic Hepatic Failure 442 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Uncommon,Lifestyle
Autoimmune Hepatic Failure 443,Autoimmune Hepatic Failure 443 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Rare,Diagnostics
Idiopathic Hepatic Failure 444,Idiopathic Hepatic Failure 444 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Common,Specialist Referral
Primary Hepatic Failure 445,Primary Hepatic Failure 445 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Uncommon,Medication
Secondary Hepatic Failure 446,Secondary Hepatic Failure 446 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Rare,Lifestyle
Progressive Hepatic Failure 447,Progressive Hepatic Failure 447 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Common,Diagnostics
Congenital Hepatic Failure 448,Congenital Hepatic Failure 448 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Uncommon,Specialist Referral
Inflammatory Hepatic Failure 449,Inflammatory Hepatic Failure 449 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Rare,Medication
Metabolic Hepatic Failure 450,Metabolic Hepatic Failure 450 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Common,Lifestyle
Acute Endocrine Failure 451,Acute Endocrine Failure 451 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Uncommon,Diagnostics
Chronic Endocrine Failure 452,Chronic Endocrine Failure 452 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Rare,Specialist Referral
Autoimmune Endocrine Failure 453,Autoimmune Endocrine Failure 453 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Common,Medication
Idiopathic Endocrine Failure 454,Idiopathic Endocrine Failure 454 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Endocrine Failure 455,Primary Endocrine Failure 455 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Endocrine Failure 456,Secondary Endocrine Failure 456 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Endocrine Failure 457,Progressive Endocrine Failure 457 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Endocrine Failure 458,Congenital Endocrine Failure 458 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Endocrine Failure 459,Inflammatory Endocrine Failure 459 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Endocrine Failure 460,Metabolic Endocrine Failure 460 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Gastro Failure 461,Acute Gastro Failure 461 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Gastro Failure 462,Chronic Gastro Failure 462 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Gastro Failure 463,Autoimmune Gastro Failure 463 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Gastro Failure 464,Idiopathic Gastro Failure 464 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Gastro Failure 465,Primary Gastro Failure 465 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
Secondary Gastro Failure 466,Secondary Gastro Failure 466 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Uncommon,Lifestyle
Progressive Gastro Failure 467,Progressive Gastro Failure 467 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Rare,Diagnostics
Congenital Gastro Failure 468,Congenital Gastro Failure 468 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Common,Specialist Referral
Inflammatory Gastro Failure 469,Inflammatory Gastro Failure 469 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Uncommon,Medication
Metabolic Gastro Failure 470,Metabolic Gastro Failure 470 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Dermatologic Failure 471,Acute Dermatologic Failure 471 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Dermatologic Failure 472,Chronic Dermatologic Failure 472 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Dermatologic Failure 473,Autoimmune Dermatologic Failure 473 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Dermatologic Failure 474,Idiopathic Dermatologic Failure 474 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Dermatologic Failure 475,Primary Dermatologic Failure 475 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Dermatologic Failure 476,Secondary Dermatologic Failure 476 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Dermatologic Failure 477,Progressive Dermatologic Failure 477 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Dermatologic Failure 478,Congenital Dermatologic Failure 478 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Dermatologic Failure 479,Inflammatory Dermatologic Failure 479 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Dermatologic Failure 480,Metabolic Dermatologic Failure 480 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Hematologic Failure 481,Acute Hematologic Failure 481 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Hematologic Failure 482,Chronic Hematologic Failure 482 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Hematologic Failure 483,Autoimmune Hematologic Failure 483 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Hematologic Failure 484,Idiopathic Hematologic Failure 484 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Hematologic Failure 485,Primary Hematologic Failure 485 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Hematologic Failure 486,Secondary Hematologic Failure 486 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Hematologic Failure 487,Progressive Hematologic Failure 487 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Hematologic Failure 488,Congenital Hematologic Failure 488 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Hematologic Failure 489,Inflammatory Hematologic Failure 489 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Hematologic Failure 490,Metabolic Hematologic Failure 490 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
Acute Musculoskeletal Failure 491,Acute Musculoskeletal Failure 491 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Organ dysfunction,Rare,Diagnostics
Chronic Musculoskeletal Failure 492,Chronic Musculoskeletal Failure 492 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Secondary infection,Common,Specialist Referral
Autoimmune Musculoskeletal Failure 493,Autoimmune Musculoskeletal Failure 493 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Inflammation complications,Uncommon,Medication
