disease,category,severity,text_chunk,chunk_length
Secondary Endocrine Infection 556,Endocrine,Critical,"Disease: Secondary Endocrine Infection 556
Description: Secondary Endocrine Infection 556 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",391
Progressive Endocrine Infection 557,Respiratory,Low,"Disease: Progressive Endocrine Infection 557
Description: Progressive Endocrine Infection 557 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",384
Congenital Endocrine Infection 558,Gi,Moderate,"Disease: Congenital Endocrine Infection 558
Description: Congenital Endocrine Infection 558 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",390
Inflammatory Endocrine Infection 559,Renal,High,"Disease: Inflammatory Endocrine Infection 559
Description: Inflammatory Endocrine Infection 559 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",400
Metabolic Endocrine Infection 560,Autoimmune,Critical,"Disease: Metabolic Endocrine Infection 560
Description: Metabolic Endocrine Infection 560 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",401
Acute Gastro Infection 561,Infectious,Low,"Disease: Acute Gastro Infection 561
Description: Acute Gastro Infection 561 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",360
Chronic Gastro Infection 562,Cardiovascular,Moderate,"Disease: Chronic Gastro Infection 562
Description: Chronic Gastro Infection 562 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",387
Autoimmune Gastro Infection 563,Neurology,High,"Disease: Autoimmune Gastro Infection 563
Description: Autoimmune Gastro Infection 563 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",395
Idiopathic Gastro Infection 564,Endocrine,Critical,"Disease: Idiopathic Gastro Infection 564
Description: Idiopathic Gastro Infection 564 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",387
Primary Gastro Infection 565,Respiratory,Low,"Disease: Primary Gastro Infection 565
Description: Primary Gastro Infection 565 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",381
Secondary Gastro Infection 566,Gi,Moderate,"Disease: Secondary Gastro Infection 566
Description: Secondary Gastro Infection 566 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",371
Progressive Gastro Infection 567,Renal,High,"Disease: Progressive Gastro Infection 567
Description: Progressive Gastro Infection 567 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",390
Congenital Gastro Infection 568,Autoimmune,Critical,"Disease: Congenital Gastro Infection 568
Description: Congenital Gastro Infection 568 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",401
Inflammatory Gastro Infection 569,Infectious,Low,"Disease: Inflammatory Gastro Infection 569
Description: Inflammatory Gastro Infection 569 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",374
Metabolic Gastro Infection 570,Cardiovascular,Moderate,"Disease: Metabolic Gastro Infection 570
Description: Metabolic Gastro Infection 570 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",396
Acute Dermatologic Infection 571,Neurology,High,"Disease: Acute Dermatologic Infection 571
Description: Acute Dermatologic Infection 571 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",392
Chronic Dermatologic Infection 572,Endocrine,Critical,"Disease: Chronic Dermatologic Infection 572
Description: Chronic Dermatologic Infection 572 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",391
Autoimmune Dermatologic Infection 573,Respiratory,Low,"Disease: Autoimmune Dermatologic Infection 573
Description: Autoimmune Dermatologic Infection 573 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",397
Idiopathic Dermatologic Infection 574,Gi,Moderate,"Disease: Idiopathic Dermatologic Infection 574
Description: Idiopathic Dermatologic Infection 574 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",391
Primary Dermatologic Infection 575,Renal,High,"Disease: Primary Dermatologic Infection 575
Description: Primary Dermatologic Infection 575 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",399
Secondary Dermatologic Infection 576,Autoimmune,Critical,"Disease: Secondary Dermatologic Infection 576
Description: Secondary Dermatologic Infection 576 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",400
Progressive Dermatologic Infection 577,Infectious,Low,"Disease: Progressive Dermatologic Infection 577
Description: Progressive Dermatologic Infection 577 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",388
Congenital Dermatologic Infection 578,Cardiovascular,Moderate,"Disease: Congenital Dermatologic Infection 578
Description: Congenital Dermatologic Infection 578 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",408
Inflammatory Dermatologic Infection 579,Neurology,High,"Disease: Inflammatory Dermatologic Infection 579
Description: Inflammatory Dermatologic Infection 579 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",406
Metabolic Dermatologic Infection 580,Endocrine,Critical,"Disease: Metabolic Dermatologic Infection 580
Description: Metabolic Dermatologic Infection 580 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",406
Acute Hematologic Infection 581,Respiratory,Low,"Disease: Acute Hematologic Infection 581
Description: Acute Hematologic Infection 581 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",374
Chronic Hematologic Infection 582,Gi,Moderate,"Disease: Chronic Hematologic Infection 582
Description: Chronic Hematologic Infection 582 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",381
Autoimmune Hematologic Infection 583,Renal,High,"Disease: Autoimmune Hematologic Infection 583
Description: Autoimmune Hematologic Infection 583 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",407
Idiopathic Hematologic Infection 584,Autoimmune,Critical,"Disease: Idiopathic Hematologic Infection 584
Description: Idiopathic Hematologic Infection 584 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",400
Primary Hematologic Infection 585,Infectious,Low,"Disease: Primary Hematologic Infection 585
Description: Primary Hematologic Infection 585 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",383
Secondary Hematologic Infection 586,Cardiovascular,Moderate,"Disease: Secondary Hematologic Infection 586
Description: Secondary Hematologic Infection 586 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",399
Progressive Hematologic Infection 587,Neurology,High,"Disease: Progressive Hematologic Infection 587
Description: Progressive Hematologic Infection 587 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",400
Congenital Hematologic Infection 588,Endocrine,Critical,"Disease: Congenital Hematologic Infection 588
Description: Congenital Hematologic Infection 588 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",404
Inflammatory Hematologic Infection 589,Respiratory,Low,"Disease: Inflammatory Hematologic Infection 589
Description: Inflammatory Hematologic Infection 589 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",394
Metabolic Hematologic Infection 590,Gi,Moderate,"Disease: Metabolic Hematologic Infection 590
Description: Metabolic Hematologic Infection 590 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",390
Acute Musculoskeletal Infection 591,Renal,High,"Disease: Acute Musculoskeletal Infection 591
Description: Acute Musculoskeletal Infection 591 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",394
Chronic Musculoskeletal Infection 592,Autoimmune,Critical,"Disease: Chronic Musculoskeletal Infection 592
Description: Chronic Musculoskeletal Infection 592 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",406
Autoimmune Musculoskeletal Infection 593,Infectious,Low,"Disease: Autoimmune Musculoskeletal Infection 593
Description: Autoimmune Musculoskeletal Infection 593 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",395
Idiopathic Musculoskeletal Infection 594,Cardiovascular,Moderate,"Disease: Idiopathic Musculoskeletal Infection 594
Description: Idiopathic Musculoskeletal Infection 594 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",409
Primary Musculoskeletal Infection 595,Neurology,High,"Disease: Primary Musculoskeletal Infection 595
Description: Primary Musculoskeletal Infection 595 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",411
Secondary Musculoskeletal Infection 596,Endocrine,Critical,"Disease: Secondary Musculoskeletal Infection 596
Description: Secondary Musculoskeletal Infection 596 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",399
Progressive Musculoskeletal Infection 597,Respiratory,Low,"Disease: Progressive Musculoskeletal Infection 597
Description: Progressive Musculoskeletal Infection 597 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",398
Congenital Musculoskeletal Infection 598,Gi,Moderate,"Disease: Congenital Musculoskeletal Infection 598
Description: Congenital Musculoskeletal Infection 598 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",404
Inflammatory Musculoskeletal Infection 599,Renal,High,"Disease: Inflammatory Musculoskeletal Infection 599
Description: Inflammatory Musculoskeletal Infection 599 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",408
Metabolic Musculoskeletal Infection 600,Autoimmune,Critical,"Disease: Metabolic Musculoskeletal Infection 600
Description: Metabolic Musculoskeletal Infection 600 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",415
Acute Respiratory Deficiency 601,Infectious,Low,"Disease: Acute Respiratory Deficiency 601
Description: Acute Respiratory Deficiency 601 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",374
Chronic Respiratory Deficiency 602,Cardiovascular,Moderate,"Disease: Chronic Respiratory Deficiency 602
Description: Chronic Respiratory Deficiency 602 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",395
Autoimmune Respiratory Deficiency 603,Neurology,High,"Disease: Autoimmune Respiratory Deficiency 603
Description: Autoimmune Respiratory Deficiency 603 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",409
Idiopathic Respiratory Deficiency 604,Endocrine,Critical,"Disease: Idiopathic Respiratory Deficiency 604
Description: Idiopathic Respiratory Deficiency 604 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",401
Primary Respiratory Deficiency 605,Respiratory,Low,"Disease: Primary Respiratory Deficiency 605
Description: Primary Respiratory Deficiency 605 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",389
Secondary Respiratory Deficiency 606,Gi,Moderate,"Disease: Secondary Respiratory Deficiency 606
Description: Secondary Respiratory Deficiency 606 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",385
Progressive Respiratory Deficiency 607,Renal,High,"Disease: Progressive Respiratory Deficiency 607
Description: Progressive Respiratory Deficiency 607 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",404
Congenital Respiratory Deficiency 608,Autoimmune,Critical,"Disease: Congenital Respiratory Deficiency 608
Description: Congenital Respiratory Deficiency 608 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",409
Inflammatory Respiratory Deficiency 609,Infectious,Low,"Disease: Inflammatory Respiratory Deficiency 609
Description: Inflammatory Respiratory Deficiency 609 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",388
Metabolic Respiratory Deficiency 610,Cardiovascular,Moderate,"Disease: Metabolic Respiratory Deficiency 610
Description: Metabolic Respiratory Deficiency 610 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",410
Acute Cardiac Deficiency 611,Neurology,High,"Disease: Acute Cardiac Deficiency 611
Description: Acute Cardiac Deficiency 611 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",380
Chronic Cardiac Deficiency 612,Endocrine,Critical,"Disease: Chronic Cardiac Deficiency 612
Description: Chronic Cardiac Deficiency 612 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",385
Autoimmune Cardiac Deficiency 613,Respiratory,Low,"Disease: Autoimmune Cardiac Deficiency 613
Description: Autoimmune Cardiac Deficiency 613 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",391
Idiopathic Cardiac Deficiency 614,Gi,Moderate,"Disease: Idiopathic Cardiac Deficiency 614
Description: Idiopathic Cardiac Deficiency 614 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",379
Primary Cardiac Deficiency 615,Renal,High,"Disease: Primary Cardiac Deficiency 615
Description: Primary Cardiac Deficiency 615 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",393
Secondary Cardiac Deficiency 616,Autoimmune,Critical,"Disease: Secondary Cardiac Deficiency 616
Description: Secondary Cardiac Deficiency 616 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",394
Progressive Cardiac Deficiency 617,Infectious,Low,"Disease: Progressive Cardiac Deficiency 617
Description: Progressive Cardiac Deficiency 617 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",376
Congenital Cardiac Deficiency 618,Cardiovascular,Moderate,"Disease: Congenital Cardiac Deficiency 618
Description: Congenital Cardiac Deficiency 618 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",402
Inflammatory Cardiac Deficiency 619,Neurology,High,"Disease: Inflammatory Cardiac Deficiency 619
Description: Inflammatory Cardiac Deficiency 619 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",400
Metabolic Cardiac Deficiency 620,Endocrine,Critical,"Disease: Metabolic Cardiac Deficiency 620
Description: Metabolic Cardiac Deficiency 620 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",394
Acute Neurological Deficiency 621,Respiratory,Low,"Disease: Acute Neurological Deficiency 621
Description: Acute Neurological Deficiency 621 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",380
Chronic Neurological Deficiency 622,Gi,Moderate,"Disease: Chronic Neurological Deficiency 622
Description: Chronic Neurological Deficiency 622 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",387
Autoimmune Neurological Deficiency 623,Renal,High,"Disease: Autoimmune Neurological Deficiency 623
Description: Autoimmune Neurological Deficiency 623 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",407
Idiopathic Neurological Deficiency 624,Autoimmune,Critical,"Disease: Idiopathic Neurological Deficiency 624
Description: Idiopathic Neurological Deficiency 624 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",406
Primary Neurological Deficiency 625,Infectious,Low,"Disease: Primary Neurological Deficiency 625
Description: Primary Neurological Deficiency 625 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",389
Secondary Neurological Deficiency 626,Cardiovascular,Moderate,"Disease: Secondary Neurological Deficiency 626
Description: Secondary Neurological Deficiency 626 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",399
Progressive Neurological Deficiency 627,Neurology,High,"Disease: Progressive Neurological Deficiency 627
Description: Progressive Neurological Deficiency 627 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",406
Congenital Neurological Deficiency 628,Endocrine,Critical,"Disease: Congenital Neurological Deficiency 628
Description: Congenital Neurological Deficiency 628 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",410
Inflammatory Neurological Deficiency 629,Respiratory,Low,"Disease: Inflammatory Neurological Deficiency 629
Description: Inflammatory Neurological Deficiency 629 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",394
